file,seed,n_per_z,nz,nd,n_muestras,n_candidatos,best_f,best_cp,best_u,best_index
oertel_seed-10000_nperz-10_nz-100_nd-100_nmuestras-50.json,10000,10,100,100,50,54,0.4827320082017502,"[1.0, 0.5446994253917169, 0.47324763226819705]","[0.5358267949789969, -0.6671499424241856, -0.5174945411363698]",34
oertel_seed-9751_nperz-10_nz-100_nd-100_nmuestras-50.json,9751,10,100,100,50,54,0.4558693680729433,"[1.0, 0.4462065673496025, 0.49112181762459683]","[0.2181432413965427, -0.8552023776537012, 0.47015148568144044]",18
oertel_seed-9752_nperz-10_nz-100_nd-100_nmuestras-50.json,9752,10,100,100,50,54,0.423449917064378,"[1.0, 0.5620103623311224, 0.48109855650671696]","[0.15643446504023092, 0.42053724194567993, 0.8936871299757525]",23
oertel_seed-9753_nperz-10_nz-100_nd-100_nmuestras-50.json,9753,10,100,100,50,54,0.4379213342212679,"[1.0, 0.5164998811323692, 0.4993806819338385]","[0.39714789063478056, 0.6069220234204835, 0.688417903930113]",11
oertel_seed-9754_nperz-10_nz-100_nd-100_nmuestras-50.json,9754,10,100,100,50,54,0.4345197582396723,"[1.0, 0.4925485708693863, 0.5126554375993806]","[0.1564344650402308, 0.8339328476572202, -0.5292298779792166]",38
oertel_seed-9755_nperz-10_nz-100_nd-100_nmuestras-50.json,9755,10,100,100,50,54,0.4717907847655833,"[1.0, 0.5397825113154435, 0.5142635944750488]","[0.1873813145857246, -0.6261334584387523, -0.7568653348962767]",32
oertel_seed-9756_nperz-10_nz-100_nd-100_nmuestras-50.json,9756,10,100,100,50,54,0.4614244364959083,"[1.0, 0.46163979097231356, 0.4881903144076833]","[0.36812455268467775, -5.693238986827606e-17, -0.9297764858882515]",26
oertel_seed-9757_nperz-10_nz-100_nd-100_nmuestras-50.json,9757,10,100,100,50,54,0.4682100337503273,"[1.0, 0.45423037921921505, 0.5209674752400659]","[0.2181432413965427, -0.3875832834390989, 0.895652122551818]",38
oertel_seed-9758_nperz-10_nz-100_nd-100_nmuestras-50.json,9758,10,100,100,50,54,0.4350388834168999,"[1.0, 0.5142711079751119, 0.4534407456055696]","[0.24868988716485485, -0.5444244949378755, -0.8010963171389386]",32
oertel_seed-9759_nperz-10_nz-100_nd-100_nmuestras-50.json,9759,10,100,100,50,54,0.4484560367494205,"[1.0, 0.4567102979516021, 0.49427497310910956]","[-0.9995065603657316, -0.012474716711115936, -0.028827369440197342]",28
oertel_seed-9760_nperz-10_nz-100_nd-100_nmuestras-50.json,9760,10,100,100,50,54,0.40901137868738285,"[1.0, 0.48813866469217815, 0.5108103189395292]","[-0.9995065603657316, 0.020772307677188847, -0.023561558089999487]",4
oertel_seed-9761_nperz-10_nz-100_nd-100_nmuestras-50.json,9761,10,100,100,50,54,0.4592975579241674,"[1.0, 0.5323247717777914, 0.5043601072790449]","[-0.2789911060392295, -0.4359642102572066, -0.85562793907505]",26
oertel_seed-9762_nperz-10_nz-100_nd-100_nmuestras-50.json,9762,10,100,100,50,54,0.4238576065715918,"[1.0, 0.42102147426110115, 0.48549125652155944]","[0.15643446504023092, 0.5551631987468808, 0.8168978399437155]",36
oertel_seed-9763_nperz-10_nz-100_nd-100_nmuestras-50.json,9763,10,100,100,50,54,0.46295497107109895,"[1.0, 0.5226028945138405, 0.5518039161150816]","[0.12533323356430448, 0.8539548190298357, 0.5050274721438786]",30
oertel_seed-9764_nperz-10_nz-100_nd-100_nmuestras-50.json,9764,10,100,100,50,54,0.4213262475905787,"[1.0, 0.45209741256016195, 0.5110267345276391]","[0.24868988716485474, 0.9609455936013647, 0.12139565956018686]",18
