file,seed,n_per_z,nz,nd,n_muestras,n_candidatos,best_f,best_cp,best_u,best_index
oertel_seed-7001_nperz-10_nz-100_nd-100_nmuestras-50.json,7001,10,100,100,50,54,0.4507172117447133,"[1.0, 0.4823180257419865, 0.5385454857644512]","[0.9995065603657316, -0.02150214422195601, 0.02289745793144782]",16
oertel_seed-7002_nperz-10_nz-100_nd-100_nmuestras-50.json,7002,10,100,100,50,54,0.4135263133425927,"[1.0, 0.5129423290775941, 0.5106697462612048]","[0.9995065603657316, -0.02652098105087964, 0.016830726364690917]",16
oertel_seed-7003_nperz-10_nz-100_nd-100_nmuestras-50.json,7003,10,100,100,50,54,0.4235159398772264,"[1.0, 0.5193105564095751, 0.44538654676891914]","[0.7705132427757891, 0.47813879075850485, -0.42153604766275043]",20
oertel_seed-7004_nperz-10_nz-100_nd-100_nmuestras-50.json,7004,10,100,100,50,54,0.4504516591168653,"[1.0, 0.5030250944525204, 0.5240385225623894]","[0.3681245526846781, 0.11653189346843046, 0.9224449205862473]",17
oertel_seed-7005_nperz-10_nz-100_nd-100_nmuestras-50.json,7005,10,100,100,50,54,0.41911803031679806,"[1.0, 0.5449987897718791, 0.5670736275269634]","[6.123233995736766e-17, 0.7289686274214116, 0.6845471059286886]",15
oertel_seed-7006_nperz-10_nz-100_nd-100_nmuestras-50.json,7006,10,100,100,50,54,0.40125332146606496,"[1.0, 0.4885742422119373, 0.4686073220061987]","[0.5090414157503713, 0.8400125718582825, -0.1877650557768708]",8
oertel_seed-7007_nperz-10_nz-100_nd-100_nmuestras-50.json,7007,10,100,100,50,54,0.47747234899167046,"[1.0, 0.5144428063218747, 0.5013113174804911]","[-0.0627905195293134, -0.7057114674770556, 0.7057114674770557]",26
oertel_seed-7008_nperz-10_nz-100_nd-100_nmuestras-50.json,7008,10,100,100,50,54,0.4728950280980907,"[1.0, 0.46916224688026226, 0.4900529243183238]","[-0.30901699437494745, 0.8728365171167696, -0.3777100893210835]",16
oertel_seed-7009_nperz-10_nz-100_nd-100_nmuestras-50.json,7009,10,100,100,50,54,0.4720958704926857,"[1.0, 0.48471156595412795, 0.49262439991734075]","[0.1564344650402308, -0.6984011233337104, -0.6984011233337103]",29
oertel_seed-7010_nperz-10_nz-100_nd-100_nmuestras-50.json,7010,10,100,100,50,54,0.4409741210343261,"[1.0, 0.44609793709558904, 0.47001091873642875]","[-0.9759167619387474, -0.1493293245759065, -0.15901957926209526]",28
oertel_seed-7011_nperz-10_nz-100_nd-100_nmuestras-50.json,7011,10,100,100,50,54,0.3878398472442942,"[1.0, 0.5040816007895185, 0.46973011667345904]","[0.36812455268467775, 0.5465089063334349, -0.7522049780538139]",26
oertel_seed-7012_nperz-10_nz-100_nd-100_nmuestras-50.json,7012,10,100,100,50,54,0.43707004995305165,"[1.0, 0.5298415371718546, 0.5390670605494793]","[-0.21814324139654234, -0.4967820501518181, 0.8400125718582826]",1
oertel_seed-7013_nperz-10_nz-100_nd-100_nmuestras-50.json,7013,10,100,100,50,54,0.4016576603113206,"[1.0, 0.5245303396918637, 0.5398046834257744]","[-0.9995065603657316, -0.008763322416738781, -0.03016355360504631]",14
oertel_seed-7014_nperz-10_nz-100_nd-100_nmuestras-50.json,7014,10,100,100,50,54,0.44833765745175747,"[1.0, 0.4490473210895981, 0.5340902118319933]","[-0.15643446504023092, 0.4484011233337102, -0.8800367553350505]",30
oertel_seed-7015_nperz-10_nz-100_nd-100_nmuestras-50.json,7015,10,100,100,50,54,0.41756019923300386,"[1.0, 0.5335506899985432, 0.4793387803104191]","[-0.27899110603922916, 5.880102942028414e-17, 0.9602936856769431]",31
oertel_seed-7016_nperz-10_nz-100_nd-100_nmuestras-50.json,7016,10,100,100,50,54,0.4566378432115659,"[1.0, 0.4866289185811129, 0.5333450824326882]","[-0.2789911060392295, -0.3252878859108933, -0.9035218614016094]",47
oertel_seed-7017_nperz-10_nz-100_nd-100_nmuestras-50.json,7017,10,100,100,50,54,0.4428275527359695,"[1.0, 0.528891835557449, 0.5197978536656701]","[-0.3387379202452915, 0.6440772074115743, -0.6858725627117639]",13
oertel_seed-7018_nperz-10_nz-100_nd-100_nmuestras-50.json,7018,10,100,100,50,54,0.4679032972735165,"[1.0, 0.5287986987380989, 0.5076247181047339]","[-0.3971478906347807, 0.895652122551818, 0.20020196885337424]",30
oertel_seed-7019_nperz-10_nz-100_nd-100_nmuestras-50.json,7019,10,100,100,50,54,0.4649111726748239,"[1.0, 0.48839105848599096, 0.5791894301812321]","[-0.06279051952931353, -0.338069498337005, -0.939024155680462]",30
oertel_seed-7020_nperz-10_nz-100_nd-100_nmuestras-50.json,7020,10,100,100,50,54,0.4479335739031048,"[1.0, 0.5176740994804852, 0.474624217113786]","[0.2789911060392295, -0.6121142324546712, 0.7399190017680558]",25
oertel_seed-7021_nperz-10_nz-100_nd-100_nmuestras-50.json,7021,10,100,100,50,54,0.432659244487401,"[1.0, 0.4299028279500764, 0.5958811778517499]","[-0.48175367410171543, 0.7247762321713133, 0.492557418753441]",16
oertel_seed-7022_nperz-10_nz-100_nd-100_nmuestras-50.json,7022,10,100,100,50,54,0.44174646239154486,"[1.0, 0.4860431936540007, 0.5423797925709244]","[-0.12533323356430448, 0.09336624115920718, -0.9877116611522394]",20
oertel_seed-7023_nperz-10_nz-100_nd-100_nmuestras-50.json,7023,10,100,100,50,54,0.4546579362186847,"[1.0, 0.539168884992673, 0.505318482579377]","[0.21814324139654234, -0.8695482019522103, -0.44305693845677224]",39
oertel_seed-7024_nperz-10_nz-100_nd-100_nmuestras-50.json,7024,10,100,100,50,54,0.44713525957876443,"[1.0, 0.5669944818048536, 0.45338620775015914]","[-0.33873792024529137, 0.9182213134082464, 0.20524678070734617]",31
oertel_seed-7025_nperz-10_nz-100_nd-100_nmuestras-50.json,7025,10,100,100,50,54,0.4235036400422,"[1.0, 0.4872952985966561, 0.5462297722736488]","[-0.33873792024529137, 0.4271509304928579, 0.8383309036215831]",25
oertel_seed-7026_nperz-10_nz-100_nd-100_nmuestras-50.json,7026,10,100,100,50,54,0.41225368561765674,"[1.0, 0.5248263979842028, 0.5188821135304714]","[-0.9995065603657316, 0.016830726364690914, -0.026520981050879643]",1
oertel_seed-7027_nperz-10_nz-100_nd-100_nmuestras-50.json,7027,10,100,100,50,54,0.43367660074322384,"[1.0, 0.4763062656928914, 0.4950873089096334]","[-0.3090169943749471, 0.3777100893210831, 0.8728365171167698]",21
oertel_seed-7028_nperz-10_nz-100_nd-100_nmuestras-50.json,7028,10,100,100,50,54,0.40008775797028895,"[1.0, 0.5102729706420839, 0.4746418673129086]","[-0.24868988716485485, 0.1515197886581332, 0.9566582951435306]",17
oertel_seed-7029_nperz-10_nz-100_nd-100_nmuestras-50.json,7029,10,100,100,50,54,0.4665411398523255,"[1.0, 0.5601227412425756, 0.4722350701384084]","[-0.3387379202452915, -0.2907481472874241, -0.8948307863707109]",24
oertel_seed-7030_nperz-10_nz-100_nd-100_nmuestras-50.json,7030,10,100,100,50,54,0.4372761717686903,"[1.0, 0.49965049955329965, 0.4962835225089235]","[0.30901699437494745, 0.9281519958035118, 0.20746655121592847]",15
oertel_seed-7031_nperz-10_nz-100_nd-100_nmuestras-50.json,7031,10,100,100,50,54,0.4517722464080121,"[1.0, 0.5140233716025402, 0.462858855099743]","[0.2789911060392295, 0.7000239699693696, 0.6573662633717451]",27
oertel_seed-7032_nperz-10_nz-100_nd-100_nmuestras-50.json,7032,10,100,100,50,54,0.44752748909013246,"[1.0, 0.4426093010730867, 0.5027715213642763]","[-0.27899110603922916, -0.20948157728620076, 0.9371667042360676]",27
oertel_seed-7033_nperz-10_nz-100_nd-100_nmuestras-50.json,7033,10,100,100,50,54,0.43676936492633434,"[1.0, 0.5578038448499825, 0.4818142327882686]","[0.48175367410171543, 0.7089469964397751, -0.5150801430151619]",9
oertel_seed-7034_nperz-10_nz-100_nd-100_nmuestras-50.json,7034,10,100,100,50,54,0.45088098989603326,"[1.0, 0.4482971921667467, 0.4951849993075348]","[0.3090169943749471, -0.7514820734031781, -0.5829092472599267]",29
oertel_seed-7035_nperz-10_nz-100_nd-100_nmuestras-50.json,7035,10,100,100,50,54,0.4067435825608021,"[1.0, 0.4501391520170538, 0.5226999985866531]","[0.5620833778521307, 0.46488824294412573, -0.6840622763423388]",7
oertel_seed-7036_nperz-10_nz-100_nd-100_nmuestras-50.json,7036,10,100,100,50,54,0.41474237491769045,"[1.0, 0.5160770702553126, 0.44611349004467715]","[0.4257792915650727, 0.4107828857269092, -0.806206807009354]",19
oertel_seed-7037_nperz-10_nz-100_nd-100_nmuestras-50.json,7037,10,100,100,50,54,0.4059453742259905,"[1.0, 0.5117653470847603, 0.5262308641072448]","[-0.5090414157503713, -0.5275548597262779, 0.6801196269995778]",13
oertel_seed-7038_nperz-10_nz-100_nd-100_nmuestras-50.json,7038,10,100,100,50,54,0.47087962524960236,"[1.0, 0.5508845519502765, 0.4889398953235209]","[-0.031410759078128396, 0.508790234540356, -0.8603173027729394]",23
oertel_seed-7039_nperz-10_nz-100_nd-100_nmuestras-50.json,7039,10,100,100,50,54,0.42708898022262565,"[1.0, 0.43796718289984055, 0.49504871746447754]","[-0.2789911060392295, 0.381378611656497, -0.8813139720451334]",14
oertel_seed-7040_nperz-10_nz-100_nd-100_nmuestras-50.json,7040,10,100,100,50,54,0.4423578298489571,"[1.0, 0.5617599498405079, 0.40052001302141316]","[-0.8910065241883679, 0.2893844356519834, -0.34980569214371926]",30
oertel_seed-7041_nperz-10_nz-100_nd-100_nmuestras-50.json,7041,10,100,100,50,54,0.45856014340000817,"[1.0, 0.38000132945119514, 0.4575036969167837]","[-0.33873792024529137, -0.9404165010917025, 0.029553779154865213]",28
oertel_seed-7042_nperz-10_nz-100_nd-100_nmuestras-50.json,7042,10,100,100,50,54,0.4403267564205474,"[1.0, 0.45620406149860954, 0.5827086198219782]","[0.3387379202452915, 0.5997399736246175, 0.7249610923522984]",1
oertel_seed-7043_nperz-10_nz-100_nd-100_nmuestras-50.json,7043,10,100,100,50,54,0.44027047291922883,"[1.0, 0.46190821137273674, 0.4934513500387152]","[-0.9759167619387474, 0.13370153135866492, -0.17236697560535827]",19
