file,seed,n_per_z,nz,nd,n_muestras,n_candidatos,best_f,best_cp,best_u
oertel_seed-7874_nperz-5_nz-100_nd-100_nmuestras-50.json,7874,5,100,100,50,54,0.346547399,"[1.0, 0.4399816190793607, 0.43466650464269535]","[0.3090169943749471, 0.9281519958035118, -0.2074665512159287]"
oertel_seed-7717_nperz-5_nz-100_nd-100_nmuestras-50.json,7717,5,100,100,50,54,0.362857645,"[1.0, 0.46389276431113574, 0.4866404598667924]","[-0.27899110603922916, -0.9371667042360675, 0.20948157728620115]"
oertel_seed-7718_nperz-5_nz-100_nd-100_nmuestras-50.json,7718,5,100,100,50,54,0.379277433,"[1.0, 0.380495520625288, 0.41639343585535904]","[-0.9995065603657316, -0.02798719126832131, -0.014260186211077969]"
oertel_seed-7836_nperz-5_nz-100_nd-100_nmuestras-50.json,7836,5,100,100,50,54,0.41691581,"[1.0, 0.5781742375922423, 0.4617864273574918]","[0.15643446504023092, -0.42053724194568, 0.8936871299757524]"
oertel_seed-7570_nperz-5_nz-100_nd-100_nmuestras-50.json,7570,5,100,100,50,54,0.425128477,"[1.0, 0.47076404072079714, 0.4506264839340596]","[-0.24868988716485485, -0.8889216764854138, 0.3846707593466041]"
oertel_seed-7625_nperz-5_nz-100_nd-100_nmuestras-50.json,7625,5,100,100,50,54,0.426817226,"[1.0, 0.5193586777694617, 0.5068752136171242]","[-0.15643446504023092, -0.653170018877393, -0.7408759576253524]"
oertel_seed-7796_nperz-5_nz-100_nd-100_nmuestras-50.json,7796,5,100,100,50,54,0.433635578,"[1.0, 0.45562868375830656, 0.5223956561671833]","[-0.48175367410171543, -0.5150801430151617, 0.7089469964397752]"
oertel_seed-7805_nperz-5_nz-100_nd-100_nmuestras-50.json,7805,5,100,100,50,54,0.435415662,"[1.0, 0.44347184863035843, 0.5941325982547099]","[0.30901699437494745, 0.9491798235084412, 0.05971733275991158]"
oertel_seed-7679_nperz-5_nz-100_nd-100_nmuestras-50.json,7679,5,100,100,50,54,0.444994224,"[1.0, 0.5228794242928898, 0.6640913595917166]","[-0.3090169943749471, 5.823541592445463e-17, 0.9510565162951536]"
oertel_seed-7832_nperz-5_nz-100_nd-100_nmuestras-50.json,7832,5,100,100,50,54,0.445113891,"[1.0, 0.5826264471678794, 0.46748267100248864]","[0.5358267949789969, -0.8108027755002973, -0.23555998179561513]"
oertel_seed-7607_nperz-5_nz-100_nd-100_nmuestras-50.json,7607,5,100,100,50,54,0.44753757,"[1.0, 0.5828366791004018, 0.4585532088576453]","[0.2789911060392295, 0.9132935673201465, 0.2967470684651294]"
oertel_seed-7512_nperz-5_nz-100_nd-100_nmuestras-50.json,7512,5,100,100,50,54,0.453143535,"[1.0, 0.520046700449648, 0.46707882960625396]","[-0.9995065603657316, 0.020772307677188847, -0.023561558089999487]"
oertel_seed-7801_nperz-5_nz-100_nd-100_nmuestras-50.json,7801,5,100,100,50,54,0.455107969,"[1.0, 0.48521349716547446, 0.46846210696844615]","[-0.3971478906347807, -0.05762628974712773, 0.9159436465712967]"
oertel_seed-7712_nperz-5_nz-100_nd-100_nmuestras-50.json,7712,5,100,100,50,54,0.455168113,"[1.0, 0.4992251458294492, 0.3548142107985146]","[0.12533323356430448, 0.6080740984684594, 0.7839244040952456]"
oertel_seed-7635_nperz-5_nz-100_nd-100_nmuestras-50.json,7635,5,100,100,50,54,0.455405656,"[1.0, 0.5417892286228245, 0.5134259607131971]","[-0.18738131458572474, -0.8124307034352642, -0.552127335910664]"
oertel_seed-7544_nperz-5_nz-100_nd-100_nmuestras-50.json,7544,5,100,100,50,54,0.2679454681265231,"[1.0, 0.39082093721072425, 0.4911418960513754]","[0.5358267949789969, -0.42979788255511964, -0.7267485300526391]"
oertel_seed-7645_nperz-5_nz-100_nd-100_nmuestras-50.json,7645,5,100,100,50,54,0.2799967762520612,"[1.0, 0.4213045502353766, 0.5351612005663587]","[-0.9995065603657316, -0.025411837900422948, -0.01846278094943573]"
oertel_seed-7630_nperz-5_nz-100_nd-100_nmuestras-50.json,7630,5,100,100,50,54,0.2801442690141469,"[1.0, 0.5860640432022168, 0.44424296363268195]","[-0.9995065603657316, -0.028827369440197342, -0.012474716711115937]"
oertel_seed-7586_nperz-5_nz-100_nd-100_nmuestras-50.json,7586,5,100,100,50,54,0.2807857122635253,"[1.0, 0.3519751891708002, 0.4356099278582832]","[0.99556196460308, -0.05998689654400715, 0.07251170166720845]"
oertel_seed-7649_nperz-5_nz-100_nd-100_nmuestras-50.json,7649,5,100,100,50,54,0.2947136719036334,"[1.0, 0.5799523534065187, 0.5228272997081561]","[-0.3971478906347807, 0.3644843137107057, 0.8422735529643444]"
oertel_seed-7531_nperz-5_nz-100_nd-100_nmuestras-50.json,7531,5,100,100,50,54,0.3009906944790623,"[1.0, 0.40299175229896245, 0.5210181653533237]","[-0.9822872507286887, 0.1828685657783261, -0.04087596734087524]"
oertel_seed-7626_nperz-5_nz-100_nd-100_nmuestras-50.json,7626,5,100,100,50,54,0.3062861201893146,"[1.0, 0.7080243514339487, 0.36090753637975354]","[-0.9995065603657316, -0.02987340710303106, -0.009706458361358798]"
oertel_seed-7737_nperz-5_nz-100_nd-100_nmuestras-50.json,7737,5,100,100,50,54,0.30729911980982055,"[1.0, 0.5735377856958124, 0.4555109043291336]","[-0.3971478906347807, 0.3644843137107057, 0.8422735529643444]"
oertel_seed-7760_nperz-5_nz-100_nd-100_nmuestras-50.json,7760,5,100,100,50,54,0.3076601560642383,"[1.0, 0.5525732007101823, 0.47703574463554366]","[0.3971478906347807, 0.5849988151137986, -0.7071420927082449]"
oertel_seed-7592_nperz-5_nz-100_nd-100_nmuestras-50.json,7592,5,100,100,50,54,0.30805930448150853,"[1.0, 0.5024361073070578, 0.6476474968826305]","[0.9995065603657316, 0.002956013556896864, 0.031271357017495435]"
oertel_seed-7545_nperz-5_nz-100_nd-100_nmuestras-50.json,7545,5,100,100,50,54,0.30827190190704856,"[1.0, 0.5280376617367646, 0.5127794741958893]","[0.9822872507286887, 0.15159466792816942, 0.11013997326866541]"
oertel_seed-7612_nperz-5_nz-100_nd-100_nmuestras-50.json,7612,5,100,100,50,54,0.30929990045874767,"[1.0, 0.5015671312119327, 0.4174888073481554]","[0.9995065603657316, 0.03085438817815584, 0.005885789328195163]"
oertel_seed-7795_nperz-5_nz-100_nd-100_nmuestras-50.json,7795,5,100,100,50,54,0.3110380854737245,"[1.0, 0.45326540424580647, 0.4530986533604803]","[-0.9980267284282716, -0.05301578909537893, -0.03364484283445808]"
oertel_seed-7776_nperz-5_nz-100_nd-100_nmuestras-50.json,7776,5,100,100,50,54,0.3119158099545618,"[1.0, 0.5052334374811074, 0.45113607847652126]","[0.9995065603657316, 0.022897457931447825, 0.021502144221956006]"
oertel_seed-7660_nperz-5_nz-100_nd-100_nmuestras-50.json,7660,5,100,100,50,54,0.3141699216624661,"[1.0, 0.5076230481053774, 0.42642711467627226]","[0.9995065603657316, -0.020772307677188847, 0.023561558089999487]"
oertel_seed-7883_nperz-5_nz-100_nd-100_nmuestras-50.json,7883,5,100,100,50,54,0.3151472779967144,"[1.0, 0.5701018768297904, 0.40068140225970067]","[0.99556196460308, -0.0059091098852969174, 0.09392261205917958]"
oertel_seed-7755_nperz-5_nz-100_nd-100_nmuestras-50.json,7755,5,100,100,50,54,0.31579847148884477,"[1.0, 0.5400626263490105, 0.4218401998626617]","[-0.48175367410171543, -0.1642034976868711, 0.8607848795354713]"
oertel_seed-7948_nperz-5_nz-100_nd-100_nmuestras-50.json,7948,5,100,100,50,54,0.3175627602402657,"[1.0, 0.5291475803060487, 0.5539880733561674]","[-0.7289686274214113, -0.6510429858044683, 0.21153668918215224]"
oertel_seed-7559_nperz-5_nz-100_nd-100_nmuestras-50.json,7559,5,100,100,50,54,0.3178254603868773,"[1.0, 0.5737669285662873, 0.5838968802628]","[0.9980267284282716, -0.05762628974712769, 0.024937122382928834]"
oertel_seed-7505_nperz-5_nz-100_nd-100_nmuestras-50.json,7505,5,100,100,50,54,0.3181355705232893,"[1.0, 0.4322151127411863, 0.4884651589410518]","[0.2181432413965427, 0.9715856088048156, 0.09184188040532157]"
oertel_seed-7802_nperz-5_nz-100_nd-100_nmuestras-50.json,7802,5,100,100,50,54,0.32622955818407834,"[1.0, 0.5099406156480465, 0.4477827994118845]","[-0.2789911060392295, -0.7587808690903621, -0.5885707735298126]"
oertel_seed-7628_nperz-5_nz-100_nd-100_nmuestras-50.json,7628,5,100,100,50,54,0.32659923624818304,"[1.0, 0.4617050052287805, 0.5267354034433945]","[0.2181432413965427, -0.9586305930248563, 0.18286856577832608]"
oertel_seed-7857_nperz-5_nz-100_nd-100_nmuestras-50.json,7857,5,100,100,50,54,0.32782255092638385,"[1.0, 0.5403868156162326, 0.34160181663948375]","[-0.4257792915650727, -0.8976922208985842, 0.11340490030202485]"
oertel_seed-7576_nperz-5_nz-100_nd-100_nmuestras-50.json,7576,5,100,100,50,54,0.3289472936828114,"[1.0, 0.5594060978767634, 0.47218314284019114]","[0.06279051952931353, -0.9960573506572389, 0.06266661678215232]"
oertel_seed-7754_nperz-5_nz-100_nd-100_nmuestras-50.json,7754,5,100,100,50,54,0.33058546807923644,"[1.0, 0.4291061352450153, 0.4912528123524226]","[0.1873813145857246, -0.8293725566548314, -0.5263358293066833]"
oertel_seed-7616_nperz-5_nz-100_nd-100_nmuestras-50.json,7616,5,100,100,50,54,0.3321751137476751,"[1.0, 0.5143783523338875, 0.4644743504436122]","[0.9822872507286887, 0.16954768256380914, 0.07978308337684184]"
oertel_seed-7779_nperz-5_nz-100_nd-100_nmuestras-50.json,7779,5,100,100,50,54,0.33317484746023357,"[1.0, 0.5263154406796624, 0.5223517101139411]","[-0.99556196460308, -0.0936906572928623, -0.008856374635655659]"
oertel_seed-7772_nperz-5_nz-100_nd-100_nmuestras-50.json,7772,5,100,100,50,54,0.3337771116524843,"[1.0, 0.6611348432759789, 0.4611297013489398]","[0.9995065603657316, 0.016830726364690903, 0.026520981050879647]"
oertel_seed-7670_nperz-5_nz-100_nd-100_nmuestras-50.json,7670,5,100,100,50,54,0.33406066991327676,"[1.0, 0.5583117999102178, 0.523372382890854]","[-0.960293685676943, 0.10270347611369497, 0.25939937016723136]"
