file,seed,n_per_z,nz,nd,n_muestras,n_candidatos,best_f,best_cp,best_u,best_index
oertel_seed-18251_nperz-10_nz-100_nd-100_nmuestras-50.json,18251,10,100,100,50,54,0.46253050052031125,"[1.0, 0.5206469419268727, 0.48280162838209295]","[-0.36812455268467775, -0.4479232381700469, 0.8147693455315838]",23
oertel_seed-18252_nperz-10_nz-100_nd-100_nmuestras-50.json,18252,10,100,100,50,54,0.4455029552382175,"[1.0, 0.548224179231352, 0.47995976564159193]","[-0.30901699437494745, -0.23651813772484157, -0.9211773269651432]",38
oertel_seed-18253_nperz-10_nz-100_nd-100_nmuestras-50.json,18253,10,100,100,50,54,0.46011052010886305,"[1.0, 0.514978016146627, 0.47599498963849673]","[-0.9995065603657316, 0.015132248592212117, -0.02752545800541225]",26
oertel_seed-18254_nperz-10_nz-100_nd-100_nmuestras-50.json,18254,10,100,100,50,54,0.47118992658022224,"[1.0, 0.4813273220603057, 0.49402070685486815]","[0.5358267949789965, -0.6333397233171836, 0.5583640753585869]",11
oertel_seed-18255_nperz-10_nz-100_nd-100_nmuestras-50.json,18255,10,100,100,50,54,0.4316610577703522,"[1.0, 0.4234407826744161, 0.5058927233974504]","[0.9995065603657316, -0.03042393232134334, 0.007811538130902177]",22
oertel_seed-18256_nperz-10_nz-100_nd-100_nmuestras-50.json,18256,10,100,100,50,54,0.43078125794435673,"[1.0, 0.5063055303857107, 0.44461229311981265]","[-0.21814324139654234, 0.3015748645344428, 0.9281519958035118]",13
oertel_seed-18257_nperz-10_nz-100_nd-100_nmuestras-50.json,18257,10,100,100,50,54,0.448339440016937,"[1.0, 0.48557620353809317, 0.5078036229718734]","[0.24868988716485485, 0.6405355370070541, -0.7265449510202494]",31
oertel_seed-18258_nperz-10_nz-100_nd-100_nmuestras-50.json,18258,10,100,100,50,54,0.46742574935894593,"[1.0, 0.4832691756742115, 0.5688138329452928]","[-0.03141075907812828, 0.8439113006392528, 0.5355623968012511]",27
oertel_seed-18259_nperz-10_nz-100_nd-100_nmuestras-50.json,18259,10,100,100,50,54,0.44900526414880454,"[1.0, 0.4601752342644569, 0.5238198203488053]","[-0.5358267949789969, -0.5583640753585868, 0.6333397233171836]",18
oertel_seed-18260_nperz-10_nz-100_nd-100_nmuestras-50.json,18260,10,100,100,50,54,0.4304721285086177,"[1.0, 0.4426870589615173, 0.5565298951064993]","[0.5090414157503713, -0.18776505577687075, -0.8400125718582825]",1
oertel_seed-18261_nperz-10_nz-100_nd-100_nmuestras-50.json,18261,10,100,100,50,54,0.4558043081561646,"[1.0, 0.46457176632563446, 0.4632086268174004]","[-0.21814324139654234, 0.06127832049949934, 0.9739910131360404]",27
oertel_seed-18262_nperz-10_nz-100_nd-100_nmuestras-50.json,18262,10,100,100,50,54,0.45880078490449333,"[1.0, 0.43399644147421534, 0.5781350359671813]","[-0.1873813145857246, 0.9648882429441258, 0.18406227634233896]",39
oertel_seed-18263_nperz-10_nz-100_nd-100_nmuestras-50.json,18263,10,100,100,50,54,0.4448352572194891,"[1.0, 0.5219107883527853, 0.5217236126962499]","[0.24868988716485474, -0.9642845547746816, 0.09115172760253029]",18
