file,seed,n_per_z,nz,nd,n_muestras,n_candidatos,best_f,best_cp,best_u,best_index
oertel_seed-6501_nperz-10_nz-100_nd-100_nmuestras-50.json,6501,10,100,100,50,54,0.43006104592735783,"[1.0, 0.4918969672287987, 0.5015273241981838]","[-0.33873792024529137, -0.20524678070734598, 0.9182213134082464]",12
oertel_seed-6502_nperz-10_nz-100_nd-100_nmuestras-50.json,6502,10,100,100,50,54,0.4072761922586824,"[1.0, 0.4293844644999731, 0.5120756986043238]","[-0.6129070536529766, 0.6243449435824273, 0.48429158056431554]",5
oertel_seed-6503_nperz-10_nz-100_nd-100_nmuestras-50.json,6503,10,100,100,50,54,0.432449479931342,"[1.0, 0.5294825629615341, 0.6348052656942266]","[-0.031410759078128396, -0.06275953619832146, -0.9975342624844058]",23
oertel_seed-6504_nperz-10_nz-100_nd-100_nmuestras-50.json,6504,10,100,100,50,54,0.45182562796693415,"[1.0, 0.5274268564569058, 0.46830846132679615]","[0.4539904997395467, -0.8839806716143938, -0.11167272880341962]",20
oertel_seed-6505_nperz-10_nz-100_nd-100_nmuestras-50.json,6505,10,100,100,50,54,0.45556580595781315,"[1.0, 0.502460769731505, 0.5166160504606572]","[-0.18738131458572474, 0.6020507846850032, -0.7761591947560097]",27
oertel_seed-6506_nperz-10_nz-100_nd-100_nmuestras-50.json,6506,10,100,100,50,54,0.4629098036614174,"[1.0, 0.5223753918768993, 0.5148218128722237]","[-0.3387379202452915, -0.8852566213878946, -0.3187119948743448]",9
oertel_seed-6507_nperz-10_nz-100_nd-100_nmuestras-50.json,6507,10,100,100,50,54,0.4542118533587864,"[1.0, 0.4902824641115249, 0.48612811052812344]","[0.09410831331851438, 0.3372345893649637, -0.9367051067973253]",25
oertel_seed-6508_nperz-10_nz-100_nd-100_nmuestras-50.json,6508,10,100,100,50,54,0.4175723888004287,"[1.0, 0.5852047654445993, 0.47677555185482223]","[-0.24868988716485485, -0.61739814297001, 0.7463061523792464]",31
oertel_seed-6509_nperz-10_nz-100_nd-100_nmuestras-50.json,6509,10,100,100,50,54,0.37488423081484,"[1.0, 0.49412858111862107, 0.5432571517526049]","[-0.4257792915650727, -0.6787207881558618, 0.5983728658616051]",1
oertel_seed-6510_nperz-10_nz-100_nd-100_nmuestras-50.json,6510,10,100,100,50,54,0.44104596444321603,"[1.0, 0.45369103006607386, 0.4728105270538713]","[0.4539904997395467, -0.5892331865265532, -0.6683538569066545]",23
