file,seed,n_per_z,nz,nd,n_muestras,n_candidatos,best_f,best_cp,best_u
oertel_seed-7001_nperz-5_nz-100_nd-100_nmuestras-50.json,7001,5,100,100,50,54,0.37750435968008483,"[1.0, 0.5159728193166023, 0.5109926762070605]","[-0.6129070536529766, 0.02481936872810837, 0.7897651185753684]"
oertel_seed-7002_nperz-5_nz-100_nd-100_nmuestras-50.json,7002,5,100,100,50,54,0.3325365524694571,"[1.0, 0.4922421643953376, 0.5468488035535216]","[-0.09410831331851428, 0.6583769398569421, -0.7467820501518182]"
oertel_seed-7003_nperz-5_nz-100_nd-100_nmuestras-50.json,7003,5,100,100,50,54,0.38304540910323964,"[1.0, 0.48332658228315817, 0.35548107422656466]","[-0.18738131458572474, 0.8454959192923426, -0.5000248927844714]"
oertel_seed-7004_nperz-5_nz-100_nd-100_nmuestras-50.json,7004,5,100,100,50,54,0.44741513482216333,"[1.0, 0.49255429365656545, 0.5430986732763533]","[-0.36812455268467775, 0.5465089063334351, 0.7522049780538138]"
oertel_seed-7005_nperz-5_nz-100_nd-100_nmuestras-50.json,7005,5,100,100,50,54,0.4195119042120866,"[1.0, 0.5472812754413646, 0.5817304894144208]","[0.15643446504023092, 0.8501448643320204, 0.5027742712166838]"
oertel_seed-7006_nperz-5_nz-100_nd-100_nmuestras-50.json,7006,5,100,100,50,54,0.41964085241373783,"[1.0, 0.532882661955092, 0.6008816336846351]","[-0.031410759078128396, 0.3969519221248754, -0.9173017691771355]"
oertel_seed-7007_nperz-5_nz-100_nd-100_nmuestras-50.json,7007,5,100,100,50,54,0.36807109172948355,"[1.0, 0.5304404931092392, 0.5820744042037936]","[-0.3971478906347807, -0.7071420927082448, 0.5849988151137987]"
oertel_seed-7008_nperz-5_nz-100_nd-100_nmuestras-50.json,7008,5,100,100,50,54,0.4222525415324642,"[1.0, 0.39595157659433466, 0.5165951067700696]","[0.12533323356430448, 0.8976922208985844, 0.422421894676972]"
oertel_seed-7009_nperz-5_nz-100_nd-100_nmuestras-50.json,7009,5,100,100,50,54,0.40456363718485094,"[1.0, 0.4285675124136772, 0.4753875557757739]","[0.9995065603657316, -0.007811538130902165, 0.030423932321343345]"
oertel_seed-7010_nperz-5_nz-100_nd-100_nmuestras-50.json,7010,5,100,100,50,54,0.4494780688780408,"[1.0, 0.4260339781085646, 0.4947960562982777]","[-0.27899110603922916, -0.43596421025720655, 0.8556279390750501]"
oertel_seed-7011_nperz-5_nz-100_nd-100_nmuestras-50.json,7011,5,100,100,50,54,0.3858252019691225,"[1.0, 0.47870412880279545, 0.44801108846057974]","[0.99556196460308, -0.05531547868674203, 0.07613522478664028]"
oertel_seed-7012_nperz-5_nz-100_nd-100_nmuestras-50.json,7012,5,100,100,50,54,0.47229415069129005,"[1.0, 0.5559144901373678, 0.5510101140489191]","[-0.24868988716485474, 0.46661849654677184, -0.8487758942750212]"
oertel_seed-7013_nperz-5_nz-100_nd-100_nmuestras-50.json,7013,5,100,100,50,54,0.36246598287951476,"[1.0, 0.5706115708922482, 0.4826847355194591]","[-0.1873813145857246, -0.7568653348962766, 0.6261334584387525]"
oertel_seed-7014_nperz-5_nz-100_nd-100_nmuestras-50.json,7014,5,100,100,50,54,0.4008741133877666,"[1.0, 0.4181204353353962, 0.4696835403669372]","[-0.36812455268467775, -0.84128691717848, 0.3958795734753627]"
oertel_seed-7015_nperz-5_nz-100_nd-100_nmuestras-50.json,7015,5,100,100,50,54,0.3997392357258402,"[1.0, 0.5575510057079489, 0.5568999563062172]","[0.24868988716485474, 0.9642845547746816, 0.09115172760253025]"
oertel_seed-7016_nperz-5_nz-100_nd-100_nmuestras-50.json,7016,5,100,100,50,54,0.3972294544765187,"[1.0, 0.5347955996484564, 0.5393540189076202]","[0.9995065603657316, -0.0192518757995791, 0.024819368728108287]"
oertel_seed-7017_nperz-5_nz-100_nd-100_nmuestras-50.json,7017,5,100,100,50,54,0.4372962986097585,"[1.0, 0.5317494928894856, 0.6003245335446834]","[0.12533323356430448, -0.8376701476209041, 0.5316016406568815]"
oertel_seed-7018_nperz-5_nz-100_nd-100_nmuestras-50.json,7018,5,100,100,50,54,0.34989719403897285,"[1.0, 0.5168922900369174, 0.4994567119896275]","[0.9995065603657316, -0.02597922865673825, 0.017655465563533833]"
oertel_seed-7019_nperz-5_nz-100_nd-100_nmuestras-50.json,7019,5,100,100,50,54,0.4021128517264648,"[1.0, 0.4159438478843108, 0.495475741163265]","[-6.123233995736766e-17, -0.9921147013144779, -0.12533323356430426]"
oertel_seed-7020_nperz-5_nz-100_nd-100_nmuestras-50.json,7020,5,100,100,50,54,0.3872712537449159,"[1.0, 0.533617528852294, 0.3924001135210018]","[-0.36812455268467775, 0.2312260093640844, 0.9005658478447126]"
oertel_seed-7021_nperz-5_nz-100_nd-100_nmuestras-50.json,7021,5,100,100,50,54,0.4137734738358354,"[1.0, 0.4441009640678954, 0.6794074202335931]","[0.03141075907812828, -0.1563572740750145, -0.9872009760215833]"
oertel_seed-7022_nperz-5_nz-100_nd-100_nmuestras-50.json,7022,5,100,100,50,54,0.2943594688129133,"[1.0, 0.4739288129406953, 0.5813538290614914]","[-0.4257792915650727, -0.7483648781727543, 0.5085882460220874]"
oertel_seed-7023_nperz-5_nz-100_nd-100_nmuestras-50.json,7023,5,100,100,50,54,0.44163786915228476,"[1.0, 0.598406692517264, 0.5101400974725534]","[0.0627905195293134, -0.24819915448033597, -0.9666718835119211]"
oertel_seed-7024_nperz-5_nz-100_nd-100_nmuestras-50.json,7024,5,100,100,50,54,0.44198609907019376,"[1.0, 0.5545702078905232, 0.4088696426612782]","[0.24868988716485485, 0.7265449510202493, -0.6405355370070542]"
oertel_seed-7025_nperz-5_nz-100_nd-100_nmuestras-50.json,7025,5,100,100,50,54,0.38485442326665137,"[1.0, 0.5136446329619747, 0.46490809517886167]","[-0.15643446504023092, -0.9064555433153232, -0.39225834107192575]"
