file,seed,n_per_z,nz,nd,n_muestras,n_candidatos,best_f,best_cp,best_u
oertel_seed-13001_nperz-5_nz-100_nd-100_nmuestras-50.json,13001,5,100,100,50,54,0.43211512219878045,"[1.0, 0.5357516722176738, 0.4233480983429678]","[-0.9980267284282716, -0.05907839229777568, -0.021269529996480963]"
oertel_seed-13002_nperz-5_nz-100_nd-100_nmuestras-50.json,13002,5,100,100,50,54,0.4370134250300726,"[1.0, 0.38954474802215566, 0.5686540687987611]","[-0.24868988716485474, -0.9666718835119211, -0.06081783989461139]"
oertel_seed-13003_nperz-5_nz-100_nd-100_nmuestras-50.json,13003,5,100,100,50,54,0.41805029337343885,"[1.0, 0.5431318484224891, 0.39813677240810313]","[0.24868988716485474, 0.9666718835119211, 0.06081783989461139]"
oertel_seed-13004_nperz-5_nz-100_nd-100_nmuestras-50.json,13004,5,100,100,50,54,0.4344714671749116,"[1.0, 0.49458319537482354, 0.5018922577371105]","[-0.12533323356430448, 0.7232204920618184, -0.6791492475341313]"
oertel_seed-13005_nperz-5_nz-100_nd-100_nmuestras-50.json,13005,5,100,100,50,54,0.365515491205759,"[1.0, 0.5075786318173194, 0.5183599785518922]","[0.09410831331851438, -0.9256501049326555, -0.36649080288938796]"
oertel_seed-13006_nperz-5_nz-100_nd-100_nmuestras-50.json,13006,5,100,100,50,54,0.4232185530250892,"[1.0, 0.5508188795106544, 0.5777138815987077]","[0.12533323356430415, 0.7232204920618184, -0.6791492475341314]"
oertel_seed-13007_nperz-5_nz-100_nd-100_nmuestras-50.json,13007,5,100,100,50,54,0.33378810515865154,"[1.0, 0.49441954191304266, 0.5583917774126489]","[0.4257792915650727, -0.27960693618219223, -0.8605416643679445]"
oertel_seed-13008_nperz-5_nz-100_nd-100_nmuestras-50.json,13008,5,100,100,50,54,0.3636969212174594,"[1.0, 0.448018955783534, 0.5590564608280044]","[-0.09410831331851438, -0.8234099614098263, 0.5595888319252027]"
oertel_seed-13017_nperz-5_nz-100_nd-100_nmuestras-50.json,13017,5,100,100,50,54,0.43494492842222743,"[1.0, 0.46108815834794825, 0.4490348281403185]","[-0.03141075907812828, -0.4255691951871638, 0.9043805749361745]"
oertel_seed-13018_nperz-5_nz-100_nd-100_nmuestras-50.json,13018,5,100,100,50,54,0.35157875489766893,"[1.0, 0.5488570324621019, 0.4743188045632319]","[0.09410831331851438, -0.5851766405370117, -0.8054265483172015]"
oertel_seed-13019_nperz-5_nz-100_nd-100_nmuestras-50.json,13019,5,100,100,50,54,0.4207008238264306,"[1.0, 0.5675033597898145, 0.47094572771684484]","[-0.9408807689542255, -0.3064992339340166, -0.14422759170826624]"
oertel_seed-13020_nperz-5_nz-100_nd-100_nmuestras-50.json,13020,5,100,100,50,54,0.415602147531301,"[1.0, 0.5006261506827617, 0.39676776843320305]","[0.12533323356430415, -0.5316016406568811, -0.8376701476209044]"
