file,seed,n_per_z,nz,nd,n_muestras,n_candidatos,best_f,best_cp,best_u,best_index
oertel_seed-10_nperz-5_nz-100_nd-100_nmuestras-50.json,10,5,100,100,50,54,0.31922767671758057,"[1.0, 0.5035079499035159, 0.5018329451925527]","[0.9048270524660194, 0.1315730369465331, -0.4049401697464967]",0
oertel_seed-11_nperz-5_nz-100_nd-100_nmuestras-50.json,11,5,100,100,50,54,0.42290028030059823,"[1.0, 0.41983358724956377, 0.43703323680213524]","[0.9995065603657316, -0.024202405835337688, 0.020021971372615414]",0
oertel_seed-12_nperz-5_nz-100_nd-100_nmuestras-50.json,12,5,100,100,50,54,0.37449740971915035,"[1.0, 0.5145353493614765, 0.4736003513334134]","[-0.27899110603922916, -0.9221639627510074, 0.2679133974894986]",0
oertel_seed-13_nperz-5_nz-100_nd-100_nmuestras-50.json,13,5,100,100,50,54,0.3262413421660814,"[1.0, 0.46522142196867833, 0.5396377248740017]","[-0.8763066800438636, 0.3297830833768419, -0.3511833145651494]",0
oertel_seed-14_nperz-5_nz-100_nd-100_nmuestras-50.json,14,5,100,100,50,54,0.4238281626901607,"[1.0, 0.6033965411801644, 0.4164071008237414]","[-0.2181432413965427, -0.24270062940883746, -0.9452565422770496]",0
oertel_seed-15_nperz-5_nz-100_nd-100_nmuestras-50.json,15,5,100,100,50,54,0.41393343961198475,"[1.0, 0.47835178299141023, 0.422841425538157]","[-0.7705132427757891, 3.903096243727342e-17, 0.6374239897486899]",0
oertel_seed-16_nperz-5_nz-100_nd-100_nmuestras-50.json,16,5,100,100,50,54,0.37320027592288074,"[1.0, 0.4191838774434652, 0.479868713050272]","[-0.9995065603657316, -0.022897457931447825, -0.021502144221956006]",0
oertel_seed-17_nperz-5_nz-100_nd-100_nmuestras-50.json,17,5,100,100,50,54,0.4377352550670615,"[1.0, 0.47458429048221157, 0.4064424286365712]","[-0.12533323356430415, 0.8693967401315994, 0.47795490248857564]",0
oertel_seed-18_nperz-5_nz-100_nd-100_nmuestras-50.json,18,5,100,100,50,54,0.3937270021778144,"[1.0, 0.5392633999260963, 0.5323670291733021]","[0.06279051952931353, -0.9159436465712965, 0.39636420999241956]",0
oertel_seed-19_nperz-5_nz-100_nd-100_nmuestras-50.json,19,5,100,100,50,54,0.2902384525851314,"[1.0, 0.47299068538998706, 0.5903158279387319]","[0.9995065603657316, 0.027525458005412253, 0.015132248592212114]",0
oertel_seed-1_nperz-5_nz-100_nd-100_nmuestras-50.json,1,5,100,100,50,54,0.3245526460995736,"[1.0, 0.2841819259280955, 0.5516201777881942]","[-0.33873792024529137, -0.7249610923522983, 0.5997399736246176]",0
oertel_seed-20_nperz-5_nz-100_nd-100_nmuestras-50.json,20,5,100,100,50,54,0.3841951531058628,"[1.0, 0.5393903859434498, 0.5279705798167398]","[0.99556196460308, 0.06654462651354975, 0.06654462651354975]",0
oertel_seed-2_nperz-5_nz-100_nd-100_nmuestras-50.json,2,5,100,100,50,54,0.39842075095139323,"[1.0, 0.45431060647899657, 0.35613818084479254]","[0.06279051952931353, 0.9666718835119211, 0.24819915448033603]",0
oertel_seed-3_nperz-5_nz-100_nd-100_nmuestras-50.json,3,5,100,100,50,54,0.4202244216292106,"[1.0, 0.39725936516738974, 0.5256425586957733]","[-0.09410831331851428, -0.99556196460308, -0.0]",0
oertel_seed-4_nperz-5_nz-100_nd-100_nmuestras-50.json,4,5,100,100,50,54,0.4047581166306147,"[1.0, 0.5415803720133213, 0.5089688737549048]","[-0.9995065603657316, 0.018462780949435726, -0.025411837900422948]",0
oertel_seed-5_nperz-5_nz-100_nd-100_nmuestras-50.json,5,5,100,100,50,54,0.42969184776467273,"[1.0, 0.4351698382967877, 0.4887215578268173]","[-0.4257792915650727, 0.8888000777517893, 0.16954768256380914]",0
oertel_seed-6_nperz-5_nz-100_nd-100_nmuestras-50.json,6,5,100,100,50,54,0.39244569149199066,"[1.0, 0.512368063167797, 0.5672153691530117]","[-0.9995065603657316, 0.00393681200397114, -0.031163075860858275]",0
oertel_seed-7_nperz-5_nz-100_nd-100_nmuestras-50.json,7,5,100,100,50,54,0.4471798318631911,"[1.0, 0.5558643713586334, 0.46741954291137233]","[0.1873813145857246, 0.47322049206181876, -0.8607848795354713]",0
oertel_seed-8_nperz-5_nz-100_nd-100_nmuestras-50.json,8,5,100,100,50,54,0.44264495070024173,"[1.0, 0.4177158071827283, 0.6027424890510691]","[-0.12533323356430415, -0.7644375157153518, 0.6323977112002043]",0
oertel_seed-9_nperz-5_nz-100_nd-100_nmuestras-50.json,9,5,100,100,50,54,0.34569430316596517,"[1.0, 0.5767039238311921, 0.48217183973153943]","[-0.21814324139654234, -0.9639016071582615, 0.15266701657768242]",0
