file,seed,n_per_z,nz,nd,n_muestras,n_candidatos,best_f,best_cp,best_u
oertel_seed-15001_nperz-5_nz-100_nd-100_nmuestras-50.json,15001,5,100,100,50,54,0.43420335014409733,"[1.0, 0.5342591805647073, 0.5233122056820283]","[-0.1873813145857246, 0.9818025512669426, 0.03085438817815584]"
oertel_seed-15002_nperz-5_nz-100_nd-100_nmuestras-50.json,15002,5,100,100,50,54,0.3482564392352449,"[1.0, 0.39888096487360425, 0.46077935214181825]","[-0.9980267284282716, 0.055946762557795335, -0.028506299340018755]"
oertel_seed-15003_nperz-5_nz-100_nd-100_nmuestras-50.json,15003,5,100,100,50,54,0.40900427939645784,"[1.0, 0.4846888519491658, 0.5335376887726491]","[-0.7705132427757891, 0.6345950795193392, 0.05998689654400716]"
oertel_seed-15004_nperz-5_nz-100_nd-100_nmuestras-50.json,15004,5,100,100,50,54,0.4346770083780516,"[1.0, 0.5602334837225356, 0.5384603868872989]","[-0.06279051952931353, 0.24819915448033608, -0.9666718835119211]"
oertel_seed-15005_nperz-5_nz-100_nd-100_nmuestras-50.json,15005,5,100,100,50,54,0.4126489150946822,"[1.0, 0.3865541513080858, 0.4304540697351645]","[-0.99556196460308, 0.08950232461911901, -0.029081068127383133]"
oertel_seed-15006_nperz-5_nz-100_nd-100_nmuestras-50.json,15006,5,100,100,50,54,0.44120499624678267,"[1.0, 0.4896541804531736, 0.4469016899774938]","[0.30901699437494745, -0.26533630938700103, 0.9132935673201467]"
oertel_seed-15007_nperz-5_nz-100_nd-100_nmuestras-50.json,15007,5,100,100,50,54,0.42585352351739575,"[1.0, 0.4951945101408296, 0.5271090617773209]","[0.2789911060392295, -0.6573662633717452, 0.7000239699693694]"
oertel_seed-15008_nperz-5_nz-100_nd-100_nmuestras-50.json,15008,5,100,100,50,54,0.30033148591603304,"[1.0, 0.42749848858645967, 0.46123380622969307]","[-0.6129070536529766, 0.04961424373576075, 0.7885958219525107]"
oertel_seed-15009_nperz-5_nz-100_nd-100_nmuestras-50.json,15009,5,100,100,50,54,0.36704577212827305,"[1.0, 0.43322696235348246, 0.5760658042181754]","[-0.33873792024529137, -0.6222156163642706, 0.7057650799949835]"
oertel_seed-15010_nperz-5_nz-100_nd-100_nmuestras-50.json,15010,5,100,100,50,54,0.411040964151787,"[1.0, 0.40637971336938605, 0.43202929451866323]","[0.12533323356430415, -0.9609455936013647, -0.24672889312449112]"
oertel_seed-15011_nperz-5_nz-100_nd-100_nmuestras-50.json,15011,5,100,100,50,54,0.4068393283306672,"[1.0, 0.47547606648934293, 0.4408926068584268]","[-0.1564344650402308, -0.8800367553350504, 0.44840112333371035]"
oertel_seed-15012_nperz-5_nz-100_nd-100_nmuestras-50.json,15012,5,100,100,50,54,0.3983062922884899,"[1.0, 0.4494137886636308, 0.5613286494724855]","[-0.9995065603657316, -0.023561558089999483, -0.02077230767718885]"
oertel_seed-15013_nperz-5_nz-100_nd-100_nmuestras-50.json,15013,5,100,100,50,54,0.40475300032977246,"[1.0, 0.5171951587867736, 0.4488468624013311]","[0.30901699437494745, -0.9132935673201465, 0.2653363093870014]"
oertel_seed-15014_nperz-5_nz-100_nd-100_nmuestras-50.json,15014,5,100,100,50,54,0.45099603748829137,"[1.0, 0.44204464405817245, 0.4844018018824765]","[0.9980267284282716, -0.04298306842355028, 0.0457723188363609]"
oertel_seed-15015_nperz-5_nz-100_nd-100_nmuestras-50.json,15015,5,100,100,50,54,0.4605013575528504,"[1.0, 0.4061814489629868, 0.4634966225551535]","[-0.12533323356430415, 0.6080740984684594, 0.7839244040952457]"
oertel_seed-15024_nperz-5_nz-100_nd-100_nmuestras-50.json,15024,5,100,100,50,54,0.3003739847323388,"[1.0, 0.5514134470003829, 0.6763159578893809]","[-0.9177546256839811, -0.08663512817687069, -0.38758328343909887]"
oertel_seed-15025_nperz-5_nz-100_nd-100_nmuestras-50.json,15025,5,100,100,50,54,0.3845588117833122,"[1.0, 0.49382074079410937, 0.523582010160315]","[0.24868988716485485, 0.5189928108981797, -0.817801811111921]"
oertel_seed-15026_nperz-5_nz-100_nd-100_nmuestras-50.json,15026,5,100,100,50,54,0.39338167544602065,"[1.0, 0.5660228804620515, 0.41184725608701844]","[-0.031410759078128396, -0.42556919518716374, -0.9043805749361746]"
