file,seed,n_per_z,nz,nd,n_muestras,n_candidatos,best_f,best_cp,best_u,best_index
oertel_seed-1751_nperz-10_nz-100_nd-100_nmuestras-50.json,1751,10,100,100,50,54,0.4461838775969598,"[1.0, 0.5352756482440726, 0.5917915570118264]","[0.9995065603657316, 0.024819368728108287, 0.019251875799579096]",31
oertel_seed-1752_nperz-10_nz-100_nd-100_nmuestras-50.json,1752,10,100,100,50,54,0.46576668009468847,"[1.0, 0.5550436129131942, 0.5049429094395632]","[0.09410831331851428, -0.6583769398569421, 0.7467820501518182]",28
oertel_seed-1753_nperz-10_nz-100_nd-100_nmuestras-50.json,1753,10,100,100,50,54,0.4354548571824145,"[1.0, 0.5221381183652014, 0.5173332699081645]","[0.48175367410171543, 0.537094545362106, -0.692418115614959]",14
oertel_seed-1754_nperz-10_nz-100_nd-100_nmuestras-50.json,1754,10,100,100,50,54,0.42355435427351545,"[1.0, 0.4571606686476237, 0.5333793985843569]","[0.9995065603657316, 0.025411837900422948, 0.01846278094943573]",7
oertel_seed-1755_nperz-10_nz-100_nd-100_nmuestras-50.json,1755,10,100,100,50,54,0.4085673295800546,"[1.0, 0.49808411725014246, 0.49133829207844865]","[0.9995065603657316, 0.029553779154865265, 0.010640015203451083]",13
oertel_seed-1756_nperz-10_nz-100_nd-100_nmuestras-50.json,1756,10,100,100,50,54,0.4164440168770664,"[1.0, 0.5169969876605475, 0.4309789883449882]","[0.3681245526846781, -0.9005658478447124, 0.23122600936408486]",11
oertel_seed-1757_nperz-10_nz-100_nd-100_nmuestras-50.json,1757,10,100,100,50,54,0.4608237205836582,"[1.0, 0.3869389787496849, 0.4682901417529058]","[-0.03141075907812828, 0.9950707148713748, 0.09406187654680881]",28
oertel_seed-1758_nperz-10_nz-100_nd-100_nmuestras-50.json,1758,10,100,100,50,54,0.32797527326009535,"[1.0, 0.562029764075475, 0.4723679240714408]","[-0.5090414157503713, -0.569218915440439, 0.6456521225518181]",1
oertel_seed-1759_nperz-10_nz-100_nd-100_nmuestras-50.json,1759,10,100,100,50,54,0.41678343107373184,"[1.0, 0.4840612637566363, 0.5432865545230299]","[-0.24868988716485474, -0.7463061523792464, -0.6173981429700099]",22
oertel_seed-1760_nperz-10_nz-100_nd-100_nmuestras-50.json,1760,10,100,100,50,54,0.45913841611014,"[1.0, 0.5165479075365423, 0.49199144238967574]","[-0.9995065603657316, -0.016830726364690903, -0.026520981050879647]",22
oertel_seed-1761_nperz-10_nz-100_nd-100_nmuestras-50.json,1761,10,100,100,50,54,0.42254558593159225,"[1.0, 0.46189050186633746, 0.4472973525314009]","[0.30901699437494745, 0.8948307863707109, 0.3221589063655524]",1
oertel_seed-1762_nperz-10_nz-100_nd-100_nmuestras-50.json,1762,10,100,100,50,54,0.4728926750023124,"[1.0, 0.5159529470664963, 0.480428232344949]","[0.21814324139654234, 0.18286856577832614, -0.9586305930248564]",25
oertel_seed-1763_nperz-10_nz-100_nd-100_nmuestras-50.json,1763,10,100,100,50,54,0.4297693121981388,"[1.0, 0.4853300414656155, 0.49401962176886977]","[0.9995065603657316, -0.02597922865673825, 0.017655465563533833]",6
oertel_seed-1764_nperz-10_nz-100_nd-100_nmuestras-50.json,1764,10,100,100,50,54,0.47702703133779994,"[1.0, 0.5005126386057233, 0.528698639297462]","[-0.27899110603922916, -0.6121142324546712, 0.7399190017680559]",32
oertel_seed-1765_nperz-10_nz-100_nd-100_nmuestras-50.json,1765,10,100,100,50,54,0.45094609407462666,"[1.0, 0.4616477524231406, 0.44390348669194424]","[-0.36812455268467775, -0.7690000698954389, 0.5226119078355524]",20
oertel_seed-1766_nperz-10_nz-100_nd-100_nmuestras-50.json,1766,10,100,100,50,54,0.4394457478484254,"[1.0, 0.46593908117219074, 0.5263340497400887]","[0.9995065603657316, 0.024819368728108287, 0.019251875799579096]",29
oertel_seed-1767_nperz-10_nz-100_nd-100_nmuestras-50.json,1767,10,100,100,50,54,0.44723698524810035,"[1.0, 0.5443650158799268, 0.45394745605671283]","[0.36812455268467775, 0.9224449205862474, -0.11653189346843051]",34
oertel_seed-1768_nperz-10_nz-100_nd-100_nmuestras-50.json,1768,10,100,100,50,54,0.45950218817162514,"[1.0, 0.5429803086656702, 0.5264007717255045]","[-0.5620833778521307, 0.566175613489489, 0.6029157909958401]",31
oertel_seed-1769_nperz-10_nz-100_nd-100_nmuestras-50.json,1769,10,100,100,50,54,0.4760966937614331,"[1.0, 0.5036727782204254, 0.4886507974151551]","[0.9995065603657316, -0.012474716711115939, 0.028827369440197342]",22
