Punto[0.         0.57593103 0.40129462] -> F: 0.10462077686286979
Punto[1.         0.48016764 0.51824633] -> F: 0.31750378112179317
Punto[2.         0.44712551 0.20460352] -> F: 0.06490108260568918
Punto[1.         0.51152827 0.30294907] -> F: 0.2696104714563207
Punto[1.         0.48079485 0.51394038] -> F: 0.32170077745864367
Punto[1.         0.48140952 0.50972056] -> F: 0.3254415975785394
Punto[1.         0.48202419 0.50550073] -> F: 0.32925857049674345
Punto[1.         0.48263885 0.5012809 ] -> F: 0.3332983542168152
Punto[1.         0.48325352 0.49706108] -> F: 0.3375609487387547
Punto[1.         0.48386819 0.49284125] -> F: 0.3420463540625618
Punto[1.         0.48448286 0.48862142] -> F: 0.3467256713098069
Punto[1.         0.48509753 0.4844016 ] -> F: 0.3515720125890097
Punto[1.         0.4857122  0.48018177] -> F: 0.35661976637906323
Punto[1.         0.48632687 0.47596195] -> F: 0.36177557108965036
Punto[1.         0.48694153 0.47174212] -> F: 0.3670968632258955
Punto[1.         0.4875562  0.46752229] -> F: 0.3725196243569167
Punto[1.         0.48817087 0.46330247] -> F: 0.37807433121277667
Punto[1.         0.48878554 0.45908264] -> F: 0.38375754307866244
Punto[1.         0.48940021 0.45486281] -> F: 0.38885517580288564
Punto[1.         0.49001488 0.45064299] -> F: 0.38531574188607465
Punto[1.         0.49062954 0.44642316] -> F: 0.38176015981344197
Punto[1.         0.49124421 0.44220334] -> F: 0.3782238511775261
Punto[1.         0.49185888 0.43798351] -> F: 0.37470716448714825
Punto[1.         0.49247355 0.43376368] -> F: 0.3712100997423083
Punto[1.         0.49308822 0.42954386] -> F: 0.36773265694300644
Punto[1.         0.49370289 0.42532403] -> F: 0.3642647981131234
Punto[1.         0.49431755 0.4211042 ] -> F: 0.36079095195799016
Punto[1.         0.49493222 0.41688438] -> F: 0.35733713859467353
Punto[1.         0.49554689 0.41266455] -> F: 0.3539033580231734
Punto[1.         0.49616156 0.40844473] -> F: 0.35048961024349007
Punto[1.         0.49677623 0.4042249 ] -> F: 0.34709589525562323
Punto[1.         0.4973909  0.40000507] -> F: 0.3436897268234941
Punto[1.         0.49800556 0.39578525] -> F: 0.34030056952152327
Punto[1.         0.49862023 0.39156542] -> F: 0.3369318751312408
Punto[1.         0.4992349  0.38734559] -> F: 0.33358364365264676
Punto[1.         0.49984957 0.38312577] -> F: 0.3302558750857409
Punto[1.         0.50046424 0.37890594] -> F: 0.3269186737128856
Punto[1.         0.50107891 0.37468612] -> F: 0.3235960765366526
Punto[1.         0.50169358 0.37046629] -> F: 0.3202943936760536
Punto[1.         0.50230824 0.36624646] -> F: 0.31701362513108844
Punto[1.         0.50292291 0.36202664] -> F: 0.3137533046220699
Punto[1.         0.50353758 0.35780681] -> F: 0.3104779139676403
Punto[1.         0.50415225 0.35358698] -> F: 0.3072239126124873
Punto[1.         0.50476692 0.34936716] -> F: 0.30399130055661094
Punto[1.         0.50538159 0.34514733] -> F: 0.30078007780001126
Punto[1.         0.50599625 0.34092751] -> F: 0.2975744165510413
Punto[1.         0.50661092 0.33670768] -> F: 0.29437261128600417
Punto[1.         0.50722559 0.33248785] -> F: 0.29119658750135285
Punto[1.         0.50784026 0.32826803] -> F: 0.2880463451970874
Punto[1.         0.50845493 0.3240482 ] -> F: 0.2849218843732076
Punto[1.         0.5090696  0.31982837] -> F: 0.28182320502971364
Punto[1.         0.50968426 0.31560855] -> F: 0.2787503071666054
Punto[1.         0.51029893 0.31138872] -> F: 0.2756789071656818
Punto[1.        0.5109136 0.3071689] -> F: 0.2726315729943443
