Punto[0.         0.65214825 0.47322525] -> F: 0.10944033586337192
Punto[1.         0.49843946 0.43765616] -> F: 0.3690337064397303
Punto[2.         0.43306855 0.6464245 ] -> F: 0.11850531592924587
Punto[1.         0.5426084  0.55982487] -> F: 0.3700740669422631
Punto[1.         0.49932284 0.44009954] -> F: 0.3729696053194482
Punto[1.         0.50018855 0.44249404] -> F: 0.37680993719199884
Punto[1.         0.50105426 0.44488855] -> F: 0.3806700888802363
Punto[1.         0.50191997 0.44728306] -> F: 0.3845500603841612
Punto[1.         0.50278568 0.44967756] -> F: 0.3884498517037729
Punto[1.         0.50365139 0.45207207] -> F: 0.3923694628390719
Punto[1.         0.50451711 0.45446658] -> F: 0.3960744698587615
Punto[1.         0.50538282 0.45686108] -> F: 0.3995382850994212
Punto[1.         0.50624853 0.45925559] -> F: 0.4030290150678275
Punto[1.         0.50711424 0.4616501 ] -> F: 0.4065466597639804
Punto[1.         0.50797995 0.4640446 ] -> F: 0.41009121918788005
Punto[1.         0.50884566 0.46643911] -> F: 0.41366269333952604
Punto[1.         0.50971137 0.46883362] -> F: 0.4172610822189186
Punto[1.         0.51057708 0.47122812] -> F: 0.42088638582605764
Punto[1.         0.5114428  0.47362263] -> F: 0.42453860416094347
Punto[1.         0.51230851 0.47601714] -> F: 0.428217737223576
Punto[1.         0.51317422 0.47841164] -> F: 0.43119201302059423
Punto[1.         0.51403993 0.48080615] -> F: 0.42930458836987345
Punto[1.         0.51490564 0.48320066] -> F: 0.4274226453534753
Punto[1.         0.51577135 0.48559516] -> F: 0.42554618397140004
Punto[1.         0.51663706 0.48798967] -> F: 0.4236752042236475
Punto[1.         0.51750277 0.49038418] -> F: 0.42180970611021784
Punto[1.         0.51836849 0.49277868] -> F: 0.419949689631111
Punto[1.         0.5192342  0.49517319] -> F: 0.41809515478632714
Punto[1.         0.52009991 0.4975677 ] -> F: 0.41624610157586583
Punto[1.         0.52096562 0.4999622 ] -> F: 0.41440252999972743
Punto[1.         0.52183133 0.50235671] -> F: 0.4125644400579119
Punto[1.         0.52269704 0.50475122] -> F: 0.41073183175041894
Punto[1.         0.52356275 0.50714572] -> F: 0.408904705077249
Punto[1.         0.52442846 0.50954023] -> F: 0.407083060038402
Punto[1.         0.52529418 0.51193474] -> F: 0.40526689663387766
Punto[1.         0.52615989 0.51432925] -> F: 0.40345621486367605
Punto[1.         0.5270256  0.51672375] -> F: 0.4016510147277973
Punto[1.         0.52789131 0.51911826] -> F: 0.3998512962262415
Punto[1.         0.52875702 0.52151277] -> F: 0.39805705935900837
Punto[1.         0.52962273 0.52390727] -> F: 0.3962683041260981
Punto[1.         0.53048844 0.52630178] -> F: 0.3944850305275107
Punto[1.         0.53135415 0.52869629] -> F: 0.3927072385632459
Punto[1.         0.53221987 0.53109079] -> F: 0.39093492823330406
Punto[1.         0.53308558 0.5334853 ] -> F: 0.389168099537685
Punto[1.         0.53395129 0.53587981] -> F: 0.38740675247638867
Punto[1.         0.534817   0.53827431] -> F: 0.3856508870494153
Punto[1.         0.53568271 0.54066882] -> F: 0.38389929954490853
Punto[1.         0.53654842 0.54306333] -> F: 0.3821519047253058
Punto[1.         0.53741413 0.54545783] -> F: 0.38041000726120944
Punto[1.         0.53827984 0.54785234] -> F: 0.3786736071526193
Punto[1.         0.53914556 0.55024685] -> F: 0.37694270439953537
Punto[1.         0.54001127 0.55264135] -> F: 0.3752172990019578
Punto[1.         0.54087698 0.55503586] -> F: 0.3734973909598866
Punto[1.         0.54174269 0.55743037] -> F: 0.3717829802733217
