Punto[0.         0.28777846 0.56940261] -> F: 0.07789129693045824
Punto[1.         0.48582327 0.63645252] -> F: 0.32609233842047597
Punto[2.         0.47639443 0.71040803] -> F: 0.12371949239438645
Punto[1.         0.38208645 0.63990532] -> F: 0.35156054017053284
Punto[1.         0.48374853 0.63652157] -> F: 0.3314681009735884
Punto[1.         0.48171529 0.63658925] -> F: 0.3368313189725137
Punto[1.         0.47968205 0.63665692] -> F: 0.34222705300628625
Punto[1.         0.47764881 0.6367246 ] -> F: 0.34765530307490594
Punto[1.         0.47561557 0.63679227] -> F: 0.35254467727060224
Punto[1.         0.47358232 0.63685995] -> F: 0.357376246973149
Punto[1.         0.47154908 0.63692762] -> F: 0.36223323029651183
Punto[1.         0.46951584 0.6369953 ] -> F: 0.3670933643898891
Punto[1.         0.4674826  0.63706297] -> F: 0.37190057209490784
Punto[1.         0.46544936 0.63713065] -> F: 0.37673459843789475
Punto[1.         0.46341612 0.63719832] -> F: 0.38159544341885043
Punto[1.         0.46138287 0.637266  ] -> F: 0.3864831070377749
Punto[1.         0.45934963 0.63733367] -> F: 0.3913975892946681
Punto[1.         0.45731639 0.63740135] -> F: 0.3963388901895296
Punto[1.         0.45528315 0.63746902] -> F: 0.40130700972235955
Punto[1.         0.45324991 0.6375367 ] -> F: 0.4063019478931584
Punto[1.         0.45121667 0.63760437] -> F: 0.4113237047019255
Punto[1.         0.44918342 0.63767205] -> F: 0.41039467397047763
Punto[1.         0.44715018 0.63773972] -> F: 0.4088303603561404
Punto[1.         0.44511694 0.6378074 ] -> F: 0.40726922190580633
Punto[1.         0.4430837  0.63787507] -> F: 0.4056915294043741
Punto[1.         0.44105046 0.63794275] -> F: 0.40403665827710367
Punto[1.         0.43901721 0.63801042] -> F: 0.4023853849062697
Punto[1.         0.43698397 0.6380781 ] -> F: 0.4007377092918727
Punto[1.         0.43495073 0.63814577] -> F: 0.399093631433912
Punto[1.         0.43291749 0.63821345] -> F: 0.39742993630238643
Punto[1.         0.43088425 0.63828112] -> F: 0.39569201742705384
Punto[1.         0.42885101 0.6383488 ] -> F: 0.3939585119812449
Punto[1.         0.42681776 0.63841647] -> F: 0.39222941996495897
Punto[1.         0.42478452 0.63848415] -> F: 0.39050474137819624
Punto[1.         0.42275128 0.63855182] -> F: 0.38878447622095724
Punto[1.         0.42071804 0.6386195 ] -> F: 0.386984988600036
Punto[1.         0.4186848  0.63868717] -> F: 0.38517598601889086
Punto[1.         0.41665156 0.63875485] -> F: 0.3833703296624447
Punto[1.         0.41461831 0.63882252] -> F: 0.38156961493517144
Punto[1.         0.41258507 0.6388902 ] -> F: 0.3797225578103955
Punto[1.         0.41055183 0.63895787] -> F: 0.3778619028324531
Punto[1.         0.40851859 0.63902555] -> F: 0.37596374826344603
Punto[1.         0.40648535 0.63909322] -> F: 0.37406748570217685
Punto[1.         0.40445211 0.6391609 ] -> F: 0.3721749579021919
Punto[1.         0.40241886 0.63922857] -> F: 0.3702861648634912
Punto[1.         0.40038562 0.63929625] -> F: 0.36840110658607456
Punto[1.         0.39835238 0.63936392] -> F: 0.366519783069942
Punto[1.         0.39631914 0.6394316 ] -> F: 0.3646421943150935
Punto[1.         0.3942859  0.63949927] -> F: 0.36276834032152916
Punto[1.         0.39225266 0.63956695] -> F: 0.36089822108924885
Punto[1.         0.39021941 0.63963462] -> F: 0.3590318366182526
Punto[1.         0.38818617 0.6397023 ] -> F: 0.3571691869085405
Punto[1.         0.38615293 0.63976997] -> F: 0.35531027196011267
Punto[1.         0.38411969 0.63983765] -> F: 0.3534337835810516
