Punto[0.         0.38122847 0.61490111] -> F: 0.05421558603441115
Punto[1.         0.56382302 0.6170138 ] -> F: 0.3931843126476834
Punto[2.         0.66850181 0.51372475] -> F: 0.09519967342200401
Punto[1.         0.52486514 0.56431293] -> F: 0.3652215349588597
Punto[1.         0.56304386 0.61595979] -> F: 0.3959437163367658
Punto[1.         0.56228029 0.61492685] -> F: 0.3965008978832405
Punto[1.         0.56151671 0.61389391] -> F: 0.3968104320529253
Punto[1.         0.56075314 0.61286097] -> F: 0.3971222499055291
Punto[1.         0.55998956 0.61182804] -> F: 0.3974363514410511
Punto[1.         0.55922599 0.6107951 ] -> F: 0.3977527366594915
Punto[1.         0.55846242 0.60976216] -> F: 0.39807140556085124
Punto[1.         0.55769884 0.60872923] -> F: 0.3983923581451292
Punto[1.         0.55693527 0.60769629] -> F: 0.39871559441232596
Punto[1.         0.55617169 0.60666335] -> F: 0.399041114362441
Punto[1.         0.55540812 0.60563041] -> F: 0.39936891799547514
Punto[1.         0.55464454 0.60459748] -> F: 0.399699005311428
Punto[1.         0.55388097 0.60356454] -> F: 0.39996798842719383
Punto[1.         0.55311739 0.6025316 ] -> F: 0.4001984598281589
Punto[1.         0.55235382 0.60149867] -> F: 0.40042955055437274
Punto[1.         0.55159025 0.60046573] -> F: 0.4006612606058361
Punto[1.         0.55082667 0.59943279] -> F: 0.4008935899825487
Punto[1.         0.5500631  0.59839985] -> F: 0.40112653868451015
Punto[1.         0.54929952 0.59736692] -> F: 0.40136010671172084
Punto[1.         0.54853595 0.59633398] -> F: 0.4015180130696984
Punto[1.         0.54777237 0.59530104] -> F: 0.401665191530923
Punto[1.         0.5470088  0.59426811] -> F: 0.400519030803555
Punto[1.         0.54624522 0.59323517] -> F: 0.3993681056612301
Punto[1.         0.54548165 0.59220223] -> F: 0.3982221418058338
Punto[1.         0.54471807 0.59116929] -> F: 0.39708113923736615
Punto[1.         0.5439545  0.59013636] -> F: 0.3959375229347709
Punto[1.         0.54319093 0.58910342] -> F: 0.39472432428437587
Punto[1.         0.54242735 0.58807048] -> F: 0.39351585641529335
Punto[1.         0.54166378 0.58703755] -> F: 0.39231211932752325
Punto[1.         0.5409002  0.58600461] -> F: 0.39111311302106566
Punto[1.         0.54013663 0.58497167] -> F: 0.3899188374959206
Punto[1.         0.53937305 0.58393873] -> F: 0.3887292927520875
Punto[1.         0.53860948 0.5829058 ] -> F: 0.3875444787895672
Punto[1.         0.5378459  0.58187286] -> F: 0.3863643956083593
Punto[1.         0.53708233 0.58083992] -> F: 0.3851709540386804
Punto[1.         0.53631876 0.57980699] -> F: 0.38392734399708395
Punto[1.         0.53555518 0.57877405] -> F: 0.38268830899352746
Punto[1.         0.53479161 0.57774111] -> F: 0.38145384902801127
Punto[1.         0.53402803 0.57670817] -> F: 0.3802239641005353
Punto[1.         0.53326446 0.57567524] -> F: 0.3789986542110996
Punto[1.         0.53250088 0.5746423 ] -> F: 0.37777791935970406
Punto[1.         0.53173731 0.57360936] -> F: 0.3765617595463487
Punto[1.         0.53097373 0.57257643] -> F: 0.37533359080221335
Punto[1.         0.53021016 0.57154349] -> F: 0.37406047746069376
Punto[1.         0.52944659 0.57051055] -> F: 0.3727918339740935
Punto[1.         0.52868301 0.56947761] -> F: 0.37152766034241275
Punto[1.         0.52791944 0.56844468] -> F: 0.3702679565656518
Punto[1.         0.52715586 0.56741174] -> F: 0.36901272264381013
Punto[1.         0.52639229 0.5663788 ] -> F: 0.3677619585768878
Punto[1.         0.52562871 0.56534587] -> F: 0.3665156643648852
