Punto[0.         0.54930986 0.64957606] -> F: 0.08160804274911143
Punto[1.         0.49652577 0.55935405] -> F: 0.38921405456942354
Punto[2.         0.49847043 0.54086685] -> F: 0.16229790435284855
Punto[1.         0.52389015 0.59522146] -> F: 0.3793834206943842
Punto[1.         0.49707306 0.56007139] -> F: 0.38988720974463115
Punto[1.        0.4976094 0.5607744] -> F: 0.39055040654722173
Punto[1.         0.49814574 0.5614774 ] -> F: 0.391217072679377
Punto[1.         0.49868208 0.5621804 ] -> F: 0.3918872081410974
Punto[1.         0.49921843 0.5628834 ] -> F: 0.39256081293238254
Punto[1.         0.49975477 0.5635864 ] -> F: 0.3932040431073776
Punto[1.         0.50029111 0.5642894 ] -> F: 0.39381671710755106
Punto[1.         0.50082745 0.5649924 ] -> F: 0.39443140198363413
Punto[1.         0.50136379 0.5656954 ] -> F: 0.39504809773562716
Punto[1.         0.50190013 0.56639841] -> F: 0.39566680436352963
Punto[1.         0.50243648 0.56710141] -> F: 0.3962690442937324
Punto[1.         0.50297282 0.56780441] -> F: 0.3968359980176521
Punto[1.         0.50350916 0.56850741] -> F: 0.39740434296831395
Punto[1.         0.5040455  0.56921041] -> F: 0.3979740791457175
Punto[1.         0.50458184 0.56991341] -> F: 0.3985452065498633
Punto[1.         0.50511818 0.57061641] -> F: 0.39903977938731505
Punto[1.         0.50565453 0.57131941] -> F: 0.39886605766357974
Punto[1.         0.50619087 0.57202242] -> F: 0.3986930275525523
Punto[1.         0.50672721 0.57272542] -> F: 0.3985206890542329
Punto[1.         0.50726355 0.57342842] -> F: 0.39834904216862166
Punto[1.         0.50779989 0.57413142] -> F: 0.39804939790257715
Punto[1.         0.50833624 0.57483442] -> F: 0.39742781582027187
Punto[1.         0.50887258 0.57553742] -> F: 0.39680573374623695
Punto[1.         0.50940892 0.57624042] -> F: 0.39618310639195825
Punto[1.         0.50994526 0.57694342] -> F: 0.3955605595474751
Punto[1.         0.5104816  0.57764643] -> F: 0.39493809321278756
Punto[1.         0.51101794 0.57834943] -> F: 0.3943157073878953
Punto[1.         0.51155429 0.57905243] -> F: 0.39369340207279857
Punto[1.         0.51209063 0.57975543] -> F: 0.3930711772674973
Punto[1.         0.51262697 0.58045843] -> F: 0.39244903297199135
Punto[1.         0.51316331 0.58116143] -> F: 0.39182696918628107
Punto[1.         0.51369965 0.58186443] -> F: 0.3912049859103659
Punto[1.         0.51423599 0.58256743] -> F: 0.390581894347378
Punto[1.         0.51477234 0.58327044] -> F: 0.38995883617298177
Punto[1.         0.51530868 0.58397344] -> F: 0.3893358588287983
Punto[1.         0.51584502 0.58467644] -> F: 0.3887129623148276
Punto[1.         0.51638136 0.58537944] -> F: 0.3880901466310698
Punto[1.         0.5169177  0.58608244] -> F: 0.3874674117775244
Punto[1.         0.51745404 0.58678544] -> F: 0.3868447577541922
Punto[1.         0.51799039 0.58748844] -> F: 0.3862221845610723
Punto[1.         0.51852673 0.58819144] -> F: 0.3855996921981655
Punto[1.         0.51906307 0.58889445] -> F: 0.3849772806654714
Punto[1.         0.51959941 0.58959745] -> F: 0.38435494996298997
Punto[1.         0.52013575 0.59030045] -> F: 0.38373270009072125
Punto[1.         0.5206721  0.59100345] -> F: 0.3831105310486653
Punto[1.         0.52120844 0.59170645] -> F: 0.3824884428368222
Punto[1.         0.52174478 0.59240945] -> F: 0.381866439274314
Punto[1.         0.52228112 0.59311245] -> F: 0.3812448214864202
Punto[1.         0.52281746 0.59381545] -> F: 0.38062377912713397
Punto[1.         0.5233538  0.59451846] -> F: 0.38000331219645533
