Punto[0.         0.44324912 0.51273019] -> F: 0.16385295497516314
Punto[1.         0.44255797 0.40543858] -> F: 0.3731220388550836
Punto[2.         0.42511947 0.38797889] -> F: 0.06987745444651668
Punto[1.         0.43418429 0.45035454] -> F: 0.3059371499027794
Punto[1.        0.4423905 0.4063369] -> F: 0.37491600234409017
Punto[1.         0.44222638 0.40721726] -> F: 0.373468620615405
Punto[1.         0.44206225 0.40809761] -> F: 0.37202445508272286
Punto[1.         0.44189813 0.40897796] -> F: 0.3705835057460438
Punto[1.         0.441734   0.40985832] -> F: 0.36914577260536807
Punto[1.         0.44156988 0.41073867] -> F: 0.36771125566069535
Punto[1.         0.44140576 0.41161902] -> F: 0.3662799549120258
Punto[1.         0.44124163 0.41249937] -> F: 0.36485187035935984
Punto[1.         0.44107751 0.41337973] -> F: 0.36342348529434343
Punto[1.         0.44091338 0.41426008] -> F: 0.36198798978705615
Punto[1.         0.44074926 0.41514043] -> F: 0.360555773525209
Punto[1.         0.44058513 0.41602078] -> F: 0.3591268365088018
Punto[1.         0.44042101 0.41690114] -> F: 0.3577011787378343
Punto[1.         0.44025689 0.41778149] -> F: 0.3562788002123069
Punto[1.         0.44009276 0.41866184] -> F: 0.35485970093221963
Punto[1.         0.43992864 0.4195422 ] -> F: 0.35344388089757217
Punto[1.         0.43976451 0.42042255] -> F: 0.35203134010836473
Punto[1.         0.43960039 0.4213029 ] -> F: 0.3506220785645972
Punto[1.         0.43943627 0.42218325] -> F: 0.3492160962662698
Punto[1.         0.43927214 0.42306361] -> F: 0.3478133932133823
Punto[1.         0.43910802 0.42394396] -> F: 0.3464139694059347
Punto[1.         0.43894389 0.42482431] -> F: 0.3450178248439273
Punto[1.         0.43877977 0.42570467] -> F: 0.34362495952735955
Punto[1.         0.43861564 0.42658502] -> F: 0.3422353734562319
Punto[1.         0.43845152 0.42746537] -> F: 0.3408490666305444
Punto[1.         0.4382874  0.42834572] -> F: 0.33946603905029665
Punto[1.         0.43812327 0.42922608] -> F: 0.338086290715489
Punto[1.         0.43795915 0.43010643] -> F: 0.33670982162612123
Punto[1.         0.43779502 0.43098678] -> F: 0.3353366317821934
Punto[1.         0.4376309  0.43186714] -> F: 0.3339667211837057
Punto[1.         0.43746678 0.43274749] -> F: 0.3326000898306578
Punto[1.         0.43730265 0.43362784] -> F: 0.33123673772305007
Punto[1.         0.43713853 0.43450819] -> F: 0.32987666486088213
Punto[1.         0.4369744  0.43538855] -> F: 0.3285198712441542
Punto[1.         0.43681028 0.4362689 ] -> F: 0.32716635687286627
Punto[1.         0.43664615 0.43714925] -> F: 0.32581612174701846
Punto[1.         0.43648203 0.4380296 ] -> F: 0.32446916586661034
Punto[1.         0.43631791 0.43890996] -> F: 0.3231254892316424
Punto[1.         0.43615378 0.43979031] -> F: 0.32178509184211435
Punto[1.         0.43598966 0.44067066] -> F: 0.3204479736980263
Punto[1.         0.43582553 0.44155102] -> F: 0.3191141347993783
Punto[1.         0.43566141 0.44243137] -> F: 0.3177835751461701
Punto[1.         0.43549729 0.44331172] -> F: 0.31645629473840203
Punto[1.         0.43533316 0.44419207] -> F: 0.3151322935760737
Punto[1.         0.43516904 0.44507243] -> F: 0.31381157165918566
Punto[1.         0.43500491 0.44595278] -> F: 0.3124941289877373
Punto[1.         0.43484079 0.44683313] -> F: 0.3111800902191949
Punto[1.         0.43467666 0.44771349] -> F: 0.30986971788388645
Punto[1.         0.43451254 0.44859384] -> F: 0.30856302038592087
Punto[1.         0.43434842 0.44947419] -> F: 0.30725225440176973
