Punto[0.         0.41174756 0.33769754] -> F: 0.1232237836584225
Punto[1.         0.56653752 0.49850249] -> F: 0.38569506563664707
Punto[2.         0.68915061 0.53751722] -> F: 0.08091660126007447
Punto[1.         0.55044908 0.43760738] -> F: 0.3770931837590299
Punto[1.         0.56621575 0.49728459] -> F: 0.38754186645980343
Punto[1.         0.56590042 0.49609104] -> F: 0.38935200978603224
Punto[1.         0.56558508 0.4948975 ] -> F: 0.39116242881846824
Punto[1.         0.56526975 0.49370396] -> F: 0.39297312355711095
Punto[1.         0.56495442 0.49251041] -> F: 0.394784094001961
Punto[1.         0.56463908 0.49131687] -> F: 0.39662898742752734
Punto[1.         0.56432375 0.49012332] -> F: 0.39883660598448745
Punto[1.         0.56400842 0.48892978] -> F: 0.40143677581852594
Punto[1.         0.56369308 0.48773623] -> F: 0.4041376527629823
Punto[1.         0.56337775 0.48654269] -> F: 0.40689516311602775
Punto[1.         0.56306242 0.48534915] -> F: 0.4097093068776613
Punto[1.         0.56274708 0.4841556 ] -> F: 0.4125800840478839
Punto[1.         0.56243175 0.48296206] -> F: 0.41550749462669456
Punto[1.         0.56211642 0.48176851] -> F: 0.41849153861409394
Punto[1.         0.56180108 0.48057497] -> F: 0.4215251428416805
Punto[1.         0.56148575 0.47938142] -> F: 0.42344921418292375
Punto[1.         0.56117042 0.47818788] -> F: 0.42225185071488863
Punto[1.         0.56085508 0.47699434] -> F: 0.42107339363493
Punto[1.         0.56053975 0.47580079] -> F: 0.41991384294304795
Punto[1.         0.56022442 0.47460725] -> F: 0.4187731986392421
Punto[1.         0.55990908 0.4734137 ] -> F: 0.4172009845188674
Punto[1.         0.55959375 0.47222016] -> F: 0.4153575910747104
Punto[1.         0.55927842 0.47102662] -> F: 0.41366278055258265
Punto[1.         0.55896308 0.46983307] -> F: 0.4121165529524844
Punto[1.         0.55864775 0.46863953] -> F: 0.41071890827441593
Punto[1.         0.55833242 0.46744598] -> F: 0.4094698465183764
Punto[1.         0.55801708 0.46625244] -> F: 0.40834582412017306
Punto[1.         0.55770175 0.46505889] -> F: 0.40723547324608583
Punto[1.         0.55738642 0.46386535] -> F: 0.4061244575195872
Punto[1.         0.55707108 0.46267181] -> F: 0.40501277694067683
Punto[1.         0.55675575 0.46147826] -> F: 0.40374150015080323
Punto[1.         0.55644042 0.46028472] -> F: 0.4023555900914721
Punto[1.         0.55612508 0.45909117] -> F: 0.4010031556290573
Punto[1.         0.55580975 0.45789763] -> F: 0.3996841967635592
Punto[1.         0.55549442 0.45670408] -> F: 0.39839871349497774
Punto[1.         0.55517908 0.45551054] -> F: 0.3971467058233128
Punto[1.         0.55486375 0.454317  ] -> F: 0.3959281737485645
Punto[1.         0.55454842 0.45312345] -> F: 0.39474311727073275
Punto[1.         0.55423308 0.45192991] -> F: 0.39359122568304045
Punto[1.         0.55391775 0.45073636] -> F: 0.3922638408116897
Punto[1.         0.55360242 0.44954282] -> F: 0.39090039061873866
Punto[1.         0.55328708 0.44834927] -> F: 0.38955584681386396
Punto[1.         0.55297175 0.44715573] -> F: 0.3882302093970657
Punto[1.         0.55265642 0.44596219] -> F: 0.3869234783683439
Punto[1.         0.55234108 0.44476864] -> F: 0.3856356537276983
Punto[1.         0.55202575 0.4435751 ] -> F: 0.38436673547512923
Punto[1.         0.55171042 0.44238155] -> F: 0.3831167236106367
Punto[1.         0.55139508 0.44118801] -> F: 0.3817941990795792
Punto[1.         0.55107975 0.43999447] -> F: 0.38041421526816044
Punto[1.         0.55076442 0.43880092] -> F: 0.3790474062063847
