Punto[0.         0.42774549 0.36667205] -> F: 0.04742286008459886
Punto[1.         0.53236893 0.47975395] -> F: 0.33969880111922485
Punto[2.         0.63177656 0.4302906 ] -> F: 0.16731170420881913
Punto[1.         0.52976103 0.39848132] -> F: 0.30117203840830353
Punto[1.         0.53231677 0.4781285 ] -> F: 0.34072772140439095
Punto[1.         0.53226565 0.47653556] -> F: 0.3416565378471084
Punto[1.         0.53221454 0.47494261] -> F: 0.34231880570528533
Punto[1.         0.53216342 0.47334967] -> F: 0.34298113184097695
Punto[1.         0.53211231 0.47175673] -> F: 0.34361141080659674
Punto[1.         0.53206119 0.47016378] -> F: 0.34422896901618766
Punto[1.         0.53201008 0.46857084] -> F: 0.3448465705627714
Punto[1.         0.53195896 0.4669779 ] -> F: 0.3454226333912063
Punto[1.         0.53190785 0.46538495] -> F: 0.34599590678702297
Punto[1.         0.53185673 0.46379201] -> F: 0.34656921105898064
Punto[1.         0.53180562 0.46219907] -> F: 0.34714254620707935
Punto[1.         0.5317545  0.46060612] -> F: 0.3477159122313191
Punto[1.         0.53170339 0.45901318] -> F: 0.34828930913169975
Punto[1.         0.53165227 0.45742024] -> F: 0.34886273690822145
Punto[1.         0.53160116 0.45582729] -> F: 0.34943619556088445
Punto[1.         0.53155005 0.45423435] -> F: 0.34816049861546905
Punto[1.         0.53149893 0.4526414 ] -> F: 0.3468101109093505
Punto[1.         0.53144782 0.45104846] -> F: 0.34546011950518235
Punto[1.         0.5313967  0.44945552] -> F: 0.3441105244029647
Punto[1.         0.53134559 0.44786257] -> F: 0.3427613256026975
Punto[1.         0.53129447 0.44626963] -> F: 0.34141252310438086
Punto[1.         0.53124336 0.44467669] -> F: 0.34006411690801475
Punto[1.         0.53119224 0.44308374] -> F: 0.33871610701359905
Punto[1.         0.53114113 0.4414908 ] -> F: 0.3373684934211339
Punto[1.         0.53109001 0.43989786] -> F: 0.3360212761306193
Punto[1.         0.5310389  0.43830491] -> F: 0.3346744551420551
Punto[1.         0.53098778 0.43671197] -> F: 0.33332803045544146
Punto[1.         0.53093667 0.43511903] -> F: 0.3319820020707783
Punto[1.         0.53088555 0.43352608] -> F: 0.33063636998806567
Punto[1.         0.53083444 0.43193314] -> F: 0.3292911342073035
Punto[1.         0.53078332 0.4303402 ] -> F: 0.32794629472849185
Punto[1.         0.53073221 0.42874725] -> F: 0.32660185155163063
Punto[1.         0.53068109 0.42715431] -> F: 0.32525780467672
Punto[1.         0.53062998 0.42556136] -> F: 0.32391415410375973
Punto[1.         0.53057886 0.42396842] -> F: 0.3225708998327501
Punto[1.         0.53052775 0.42237548] -> F: 0.32122838113400515
Punto[1.         0.53047663 0.42078253] -> F: 0.31988710056577874
Punto[1.         0.53042552 0.41918959] -> F: 0.318547062764893
Punto[1.         0.5303744  0.41759665] -> F: 0.3172082677313479
Punto[1.         0.53032329 0.4160037 ] -> F: 0.31587071546514345
Punto[1.         0.53027217 0.41441076] -> F: 0.314531604586002
Punto[1.         0.53022106 0.41281782] -> F: 0.3131913654116359
Punto[1.         0.53016994 0.41122487] -> F: 0.311851522394642
Punto[1.         0.53011883 0.40963193] -> F: 0.3105122449344195
Punto[1.         0.53006772 0.40803899] -> F: 0.30917416342478893
Punto[1.         0.5300166  0.40644604] -> F: 0.3078373373456964
Punto[1.         0.52996549 0.4048531 ] -> F: 0.30650176669714196
Punto[1.         0.52991437 0.40326015] -> F: 0.30516745147912544
Punto[1.         0.52986326 0.40166721] -> F: 0.3038343916916468
Punto[1.         0.52981214 0.40007427] -> F: 0.30250258733470625
