Punto[0.         0.59277919 0.23745285] -> F: 0.07481574814353927
Punto[1.         0.60270121 0.50594268] -> F: 0.31624393275060747
Punto[2.         0.49623733 0.42573877] -> F: 0.09712810395688021
Punto[1.         0.54450826 0.33159581] -> F: 0.30182121520631844
Punto[1.         0.60153736 0.50245574] -> F: 0.3208717220781691
Punto[1.         0.60039677 0.49903854] -> F: 0.3254529001307683
Punto[1.         0.59925619 0.49562134] -> F: 0.3300594775290936
Punto[1.         0.59811561 0.49220415] -> F: 0.3346923930954577
Punto[1.         0.59697503 0.48878695] -> F: 0.33933876530352963
Punto[1.         0.59583445 0.48536975] -> F: 0.3438840029040164
Punto[1.         0.59469386 0.48195255] -> F: 0.34829786294660325
Punto[1.         0.59355328 0.47853535] -> F: 0.35267956964964153
Punto[1.         0.5924127  0.47511815] -> F: 0.35701387586595923
Punto[1.         0.59127212 0.47170095] -> F: 0.36133298408494857
Punto[1.         0.59013154 0.46828376] -> F: 0.365549527254068
Punto[1.         0.58899095 0.46486656] -> F: 0.369747073886552
Punto[1.         0.58785037 0.46144936] -> F: 0.3739086717462324
Punto[1.         0.58670979 0.45803216] -> F: 0.37818187093913613
Punto[1.         0.58556921 0.45461496] -> F: 0.3820549459325736
Punto[1.         0.58442863 0.45119776] -> F: 0.3867049784846238
Punto[1.         0.58328805 0.44778056] -> F: 0.3918842249648683
Punto[1.         0.58214746 0.44436336] -> F: 0.3964278158947958
Punto[1.         0.58100688 0.44094617] -> F: 0.3989544012719979
Punto[1.         0.5798663  0.43752897] -> F: 0.39583867853621024
Punto[1.         0.57872572 0.43411177] -> F: 0.3927407203558038
Punto[1.         0.57758514 0.43069457] -> F: 0.38965705020837055
Punto[1.         0.57644455 0.42727737] -> F: 0.386563642778825
Punto[1.         0.57530397 0.42386017] -> F: 0.38348836242683776
Punto[1.         0.57416339 0.42044297] -> F: 0.3804312091524087
Punto[1.         0.57302281 0.41702578] -> F: 0.37739218295553767
Punto[1.         0.57188223 0.41360858] -> F: 0.3743712838362249
Punto[1.         0.57074164 0.41019138] -> F: 0.3713467237964686
Punto[1.         0.56960106 0.40677418] -> F: 0.36833171415752114
Punto[1.         0.56846048 0.40335698] -> F: 0.36533520509585177
Punto[1.         0.5673199  0.39993978] -> F: 0.36235719661146054
Punto[1.         0.56617932 0.39652258] -> F: 0.35939768870434735
Punto[1.         0.56503873 0.39310539] -> F: 0.3564355800475674
Punto[1.         0.56389815 0.38968819] -> F: 0.353483014134593
Punto[1.         0.56275757 0.38627099] -> F: 0.35054933428793855
Punto[1.         0.56161699 0.38285379] -> F: 0.3476345405076041
Punto[1.         0.56047641 0.37943659] -> F: 0.3447381545990797
Punto[1.         0.55933583 0.37601939] -> F: 0.34183103317585806
Punto[1.         0.55819524 0.37260219] -> F: 0.338943196434032
Punto[1.         0.55705466 0.36918499] -> F: 0.3360746443736017
Punto[1.         0.55591408 0.3657678 ] -> F: 0.333225376994567
Punto[1.        0.5547735 0.3623506] -> F: 0.3303763832456682
Punto[1.         0.55363292 0.3589334 ] -> F: 0.32753598171228077
Punto[1.         0.55249233 0.3555162 ] -> F: 0.3247152778773938
Punto[1.         0.55135175 0.352099  ] -> F: 0.32191427174100723
Punto[1.         0.55021117 0.3486818 ] -> F: 0.31911764314058616
Punto[1.         0.54907059 0.3452646 ] -> F: 0.31632634966182693
Punto[1.         0.54793001 0.34184741] -> F: 0.31355518273375693
Punto[1.         0.54678942 0.33843021] -> F: 0.3108041423563762
Punto[1.         0.54564884 0.33501301] -> F: 0.3066570406488483
