Punto[0.         0.59691121 0.44866275] -> F: 0.16349975492563273
Punto[1.         0.4414105  0.49188997] -> F: 0.411145159402595
Punto[2.         0.30556578 0.53566501] -> F: 0.08892903809603486
Punto[1.         0.4512385  0.49216388] -> F: 0.40110912450289976
Punto[1.         0.44160706 0.49189545] -> F: 0.41094334576913344
Punto[1.         0.44179969 0.49190082] -> F: 0.4107456391739487
Punto[1.         0.44199232 0.49190619] -> F: 0.4105480026295676
Punto[1.         0.44218495 0.49191156] -> F: 0.4103504361359898
Punto[1.         0.44237758 0.49191693] -> F: 0.4101529396932157
Punto[1.         0.4425702  0.49192229] -> F: 0.40995551330124497
Punto[1.         0.44276283 0.49192766] -> F: 0.40975815696007784
Punto[1.         0.44295546 0.49193303] -> F: 0.4095608706697143
Punto[1.         0.44314809 0.4919384 ] -> F: 0.40936365443015416
Punto[1.         0.44334072 0.49194377] -> F: 0.40916650824139755
Punto[1.         0.44353335 0.49194914] -> F: 0.40896943210344444
Punto[1.         0.44372598 0.49195451] -> F: 0.40877242601629493
Punto[1.         0.44391861 0.49195987] -> F: 0.40857548997994864
Punto[1.         0.44411123 0.49196524] -> F: 0.40837862399440616
Punto[1.         0.44430386 0.49197061] -> F: 0.4081818280596671
Punto[1.         0.44449649 0.49197598] -> F: 0.4079851021757316
Punto[1.         0.44468912 0.49198135] -> F: 0.4077884463425996
Punto[1.         0.44488175 0.49198672] -> F: 0.407591860560271
Punto[1.         0.44507438 0.49199208] -> F: 0.407395344828746
Punto[1.         0.44526701 0.49199745] -> F: 0.4071988991480245
Punto[1.         0.44545963 0.49200282] -> F: 0.40700252351810645
Punto[1.         0.44565226 0.49200819] -> F: 0.40680621793899197
Punto[1.         0.44584489 0.49201356] -> F: 0.40660998241068097
Punto[1.         0.44603752 0.49201893] -> F: 0.4064138169331736
Punto[1.         0.44623015 0.4920243 ] -> F: 0.40621772150646956
Punto[1.         0.44642278 0.49202966] -> F: 0.40602169613056915
Punto[1.         0.44661541 0.49203503] -> F: 0.40582574080547223
Punto[1.         0.44680804 0.4920404 ] -> F: 0.40562985553117875
Punto[1.         0.44700066 0.49204577] -> F: 0.40543404030768887
Punto[1.         0.44719329 0.49205114] -> F: 0.40523799498694824
Punto[1.         0.44738592 0.49205651] -> F: 0.40504066973116093
Punto[1.         0.44757855 0.49206188] -> F: 0.4048434157129331
Punto[1.         0.44777118 0.49206724] -> F: 0.4046462329322648
Punto[1.         0.44796381 0.49207261] -> F: 0.4044491213891559
Punto[1.         0.44815644 0.49207798] -> F: 0.40425208108360644
Punto[1.         0.44834907 0.49208335] -> F: 0.4040551120156165
Punto[1.         0.44854169 0.49208872] -> F: 0.40385821418518586
Punto[1.         0.44873432 0.49209409] -> F: 0.4036613875923148
Punto[1.         0.44892695 0.49209946] -> F: 0.40346463223700313
Punto[1.         0.44911958 0.49210482] -> F: 0.403267948119251
Punto[1.         0.44931221 0.49211019] -> F: 0.4030713352390581
Punto[1.         0.44950484 0.49211556] -> F: 0.40287479359642486
Punto[1.         0.44969747 0.49212093] -> F: 0.4026783231913509
Punto[1.        0.4498901 0.4921263] -> F: 0.40248192402383653
Punto[1.         0.45008272 0.49213167] -> F: 0.4022855960938816
Punto[1.         0.45027535 0.49213703] -> F: 0.40208933940148595
Punto[1.         0.45046798 0.4921424 ] -> F: 0.4018931539466499
Punto[1.         0.45066061 0.49214777] -> F: 0.4016970397293732
Punto[1.         0.45085324 0.49215314] -> F: 0.40150099674965606
Punto[1.         0.45104587 0.49215851] -> F: 0.4013050250074982
