Punto[0.         0.61990612 0.50557568] -> F: 0.22635860380163864
Punto[1.         0.62523815 0.49791421] -> F: 0.32909211099083746
Punto[2.         0.61395438 0.40790333] -> F: 0.06714199047858772
Punto[1.         0.61693025 0.45673951] -> F: 0.3037955126463723
Punto[1.         0.62507199 0.49709072] -> F: 0.3297896988015265
Punto[1.         0.62490915 0.49628369] -> F: 0.33047951775417117
Punto[1.         0.62474632 0.49547667] -> F: 0.33112433738834357
Punto[1.         0.62458348 0.49466964] -> F: 0.3317658408085713
Punto[1.         0.62442065 0.49386262] -> F: 0.33240442492819094
Punto[1.         0.62425781 0.49305559] -> F: 0.3328351207374016
Punto[1.         0.62409498 0.49224857] -> F: 0.33221370944028916
Punto[1.         0.62393214 0.49144155] -> F: 0.3315925277783006
Punto[1.         0.62376931 0.49063452] -> F: 0.33096352218075675
Punto[1.         0.62360647 0.4898275 ] -> F: 0.3303347998657417
Punto[1.         0.62344364 0.48902047] -> F: 0.32970636083325555
Punto[1.         0.62328081 0.48821345] -> F: 0.32907820508329816
Punto[1.         0.62311797 0.48740643] -> F: 0.32845033261586953
Punto[1.         0.62295514 0.4865994 ] -> F: 0.3278151541958175
Punto[1.         0.6227923  0.48579238] -> F: 0.3271794130433197
Punto[1.         0.62262947 0.48498535] -> F: 0.32654396284800014
Punto[1.         0.62246663 0.48417833] -> F: 0.3259088036098587
Punto[1.        0.6223038 0.4833713] -> F: 0.3252739353288952
Punto[1.         0.62214096 0.48256428] -> F: 0.3246338804877315
Punto[1.         0.62197813 0.48175726] -> F: 0.3239908265997979
Punto[1.         0.62181529 0.48095023] -> F: 0.3233480717725016
Punto[1.         0.62165246 0.48014321] -> F: 0.32270561600584236
Punto[1.         0.62148962 0.47933618] -> F: 0.3220634592998204
Punto[1.         0.62132679 0.47852916] -> F: 0.32142011681821026
Punto[1.         0.62116395 0.47772213] -> F: 0.3207694177951643
Punto[1.         0.62100112 0.47691511] -> F: 0.3201190264177442
Punto[1.         0.62083828 0.47610809] -> F: 0.3194689426859497
Punto[1.         0.62067545 0.47530106] -> F: 0.3188191665997808
Punto[1.         0.62051261 0.47449404] -> F: 0.3181696981592378
Punto[1.         0.62034978 0.47368701] -> F: 0.3175158391314315
Punto[1.         0.62018694 0.47287999] -> F: 0.3168574355892918
Punto[1.         0.62002411 0.47207297] -> F: 0.31619934882021333
Punto[1.         0.61986128 0.47126594] -> F: 0.3155415788241962
Punto[1.         0.61969844 0.47045892] -> F: 0.31488412560124024
Punto[1.         0.61953561 0.46965189] -> F: 0.31422698915134545
Punto[1.         0.61937277 0.46884487] -> F: 0.313570169474512
Punto[1.         0.61920994 0.46803784] -> F: 0.31291366657073977
Punto[1.         0.6190471  0.46723082] -> F: 0.3122574804400287
Punto[1.         0.61888427 0.4664238 ] -> F: 0.3116016110823788
Punto[1.         0.61872143 0.46561677] -> F: 0.3109460584977904
Punto[1.         0.6185586  0.46480975] -> F: 0.31029082268626307
Punto[1.         0.61839576 0.46400272] -> F: 0.30963602064369555
Punto[1.         0.61823293 0.4631957 ] -> F: 0.3089823083403329
Punto[1.         0.61807009 0.46238868] -> F: 0.30832978777955194
Punto[1.         0.61790726 0.46158165] -> F: 0.3076784589613527
Punto[1.         0.61774442 0.46077463] -> F: 0.30702832188573503
Punto[1.         0.61758159 0.4599676 ] -> F: 0.3063793765526991
Punto[1.         0.61741875 0.45916058] -> F: 0.3057316229622448
Punto[1.         0.61725592 0.45835355] -> F: 0.30508506111437234
Punto[1.         0.61709308 0.45754653] -> F: 0.30443969100908147
