Punto[0.         0.58379458 0.55846423] -> F: 0.11901236674770975
Punto[1.         0.49205061 0.57781908] -> F: 0.3010662635059794
Punto[2.         0.73026351 0.40384501] -> F: 0.08110072016385951
Punto[1.         0.65702905 0.48115462] -> F: 0.3067985895997695
Punto[1.         0.49535018 0.57588579] -> F: 0.3081052413779507
Punto[1.         0.49858375 0.57399116] -> F: 0.3124573122435336
Punto[1.         0.50181733 0.57209654] -> F: 0.31705896799521005
Punto[1.         0.50505091 0.57020192] -> F: 0.3213955750305447
Punto[1.         0.50828448 0.56830729] -> F: 0.3253949139679574
Punto[1.         0.51151806 0.56641267] -> F: 0.32969835412730764
Punto[1.         0.51475164 0.56451805] -> F: 0.33443992945764456
Punto[1.         0.51798522 0.56262342] -> F: 0.33840074517419527
Punto[1.         0.52121879 0.5607288 ] -> F: 0.34312253616070376
Punto[1.         0.52445237 0.55883418] -> F: 0.3496000514085451
Punto[1.         0.52768595 0.55693955] -> F: 0.35664272338237873
Punto[1.         0.53091953 0.55504493] -> F: 0.3626940594389097
Punto[1.         0.5341531  0.55315031] -> F: 0.36909508324088164
Punto[1.         0.53738668 0.55125568] -> F: 0.3737894406872745
Punto[1.         0.54062026 0.54936106] -> F: 0.378040825623278
Punto[1.         0.54385384 0.54746644] -> F: 0.38249809709962057
Punto[1.         0.54708741 0.54557181] -> F: 0.38666781525134514
Punto[1.         0.55032099 0.54367719] -> F: 0.3908461691273464
Punto[1.         0.55355457 0.54178257] -> F: 0.395849892046481
Punto[1.         0.55678815 0.53988794] -> F: 0.394736655520237
Punto[1.         0.56002172 0.53799332] -> F: 0.3916409975539587
Punto[1.        0.5632553 0.5360987] -> F: 0.3885614484938154
Punto[1.         0.56648888 0.53420407] -> F: 0.3854980083398073
Punto[1.         0.56972246 0.53230945] -> F: 0.3824506770919344
Punto[1.         0.57295603 0.53041483] -> F: 0.37941945475019667
Punto[1.         0.57618961 0.5285202 ] -> F: 0.3764043413145941
Punto[1.         0.57942319 0.52662558] -> F: 0.3734053367851268
Punto[1.         0.58265676 0.52473096] -> F: 0.37041380257925466
Punto[1.         0.58589034 0.52283633] -> F: 0.3674323461619318
Punto[1.         0.58912392 0.52094171] -> F: 0.36446715930261925
Punto[1.         0.5923575  0.51904709] -> F: 0.3615182420013167
Punto[1.         0.59559107 0.51715246] -> F: 0.35858559425802417
Punto[1.         0.59882465 0.51525784] -> F: 0.3556692160727419
Punto[1.         0.60205823 0.51336322] -> F: 0.3527691074454698
Punto[1.         0.60529181 0.51146859] -> F: 0.3498852683762077
Punto[1.         0.60852538 0.50957397] -> F: 0.3470184246295493
Punto[1.         0.61175896 0.50767935] -> F: 0.3441738502030317
Punto[1.         0.61499254 0.50578472] -> F: 0.34135259750382824
Punto[1.         0.61822612 0.5038901 ] -> F: 0.33855466653193883
Punto[1.         0.62145969 0.50199548] -> F: 0.33578005728736376
Punto[1.         0.62469327 0.50010085] -> F: 0.33302876977010254
Punto[1.         0.62792685 0.49820623] -> F: 0.33030080398015577
Punto[1.         0.63116043 0.49631161] -> F: 0.32759615991752294
Punto[1.         0.634394   0.49441698] -> F: 0.32491483758220424
Punto[1.         0.63762758 0.49252236] -> F: 0.3222568369741997
Punto[1.         0.64086116 0.49062774] -> F: 0.3196221580935093
Punto[1.         0.64409474 0.48873311] -> F: 0.3170108009401331
Punto[1.         0.64732831 0.48683849] -> F: 0.31442276551407106
Punto[1.         0.65056189 0.48494387] -> F: 0.31185805181532295
Punto[1.         0.65379547 0.48304924] -> F: 0.3093166598438892
