Punto[0.         0.53938403 0.47556735] -> F: 0.07705703643774156
Punto[1.         0.42753376 0.49606227] -> F: 0.3032587917125423
Punto[2.         0.43135665 0.24450339] -> F: 0.11475550479610637
Punto[1.         0.48537034 0.36003537] -> F: 0.32272943511880736
Punto[1.         0.42869049 0.49334173] -> F: 0.3082165298168343
Punto[1.         0.42982409 0.49067561] -> F: 0.31334073888199715
Punto[1.         0.43095769 0.48800948] -> F: 0.3176668583917991
Punto[1.         0.43209128 0.48534335] -> F: 0.3217020782366099
Punto[1.         0.43322488 0.48267723] -> F: 0.32670556822690455
Punto[1.         0.43435848 0.4800111 ] -> F: 0.3329532379148682
Punto[1.         0.43549208 0.47734497] -> F: 0.3385938991007585
Punto[1.         0.43662567 0.47467884] -> F: 0.34394128056414325
Punto[1.         0.43775927 0.47201272] -> F: 0.34966197866203585
Punto[1.         0.43889287 0.46934659] -> F: 0.3557559933944361
Punto[1.         0.44002646 0.46668046] -> F: 0.3622233247613443
Punto[1.         0.44116006 0.46401433] -> F: 0.36803881210267164
Punto[1.         0.44229366 0.46134821] -> F: 0.37374097448525123
Punto[1.         0.44342725 0.45868208] -> F: 0.3796206777851768
Punto[1.         0.44456085 0.45601595] -> F: 0.3856779220024475
Punto[1.         0.44569445 0.45334982] -> F: 0.39172667078236795
Punto[1.         0.44682804 0.4506837 ] -> F: 0.39739236850221077
Punto[1.         0.44796164 0.44801757] -> F: 0.4031774363354164
Punto[1.         0.44909524 0.44535144] -> F: 0.40351393744592695
Punto[1.         0.45022884 0.44268531] -> F: 0.40152076145088084
Punto[1.         0.45136243 0.44001919] -> F: 0.3995228336571832
Punto[1.         0.45249603 0.43735306] -> F: 0.397528182786731
Punto[1.         0.45362963 0.43468693] -> F: 0.3955368088395243
Punto[1.         0.45476322 0.43202081] -> F: 0.3935166941327461
Punto[1.         0.45589682 0.42935468] -> F: 0.3911250118000856
Punto[1.         0.45703042 0.42668855] -> F: 0.3883838161185147
Punto[1.         0.45816401 0.42402242] -> F: 0.3857050137299729
Punto[1.         0.45929761 0.4213563 ] -> F: 0.38308895130304155
Punto[1.         0.46043121 0.41869017] -> F: 0.380535628837721
Punto[1.         0.4615648  0.41602404] -> F: 0.37804504633401087
Punto[1.         0.4626984  0.41335791] -> F: 0.37561720379191116
Punto[1.         0.463832   0.41069179] -> F: 0.37325210121142216
Punto[1.         0.4649656  0.40802566] -> F: 0.3709497385925439
Punto[1.         0.46609919 0.40535953] -> F: 0.36866930778036633
Punto[1.         0.46723279 0.4026934 ] -> F: 0.3664224130658887
Punto[1.         0.46836639 0.40002728] -> F: 0.3642296386830505
Punto[1.         0.46949998 0.39736115] -> F: 0.3620414379137971
Punto[1.         0.47063358 0.39469502] -> F: 0.35957148916494003
Punto[1.         0.47176718 0.3920289 ] -> F: 0.3566932375573103
Punto[1.         0.47290077 0.38936277] -> F: 0.3538541640545764
Punto[1.         0.47403437 0.38669664] -> F: 0.3510542686567378
Punto[1.         0.47516797 0.38403051] -> F: 0.3482935513637947
Punto[1.         0.47630156 0.38136439] -> F: 0.34557201217574707
Punto[1.         0.47743516 0.37869826] -> F: 0.342889651092595
Punto[1.         0.47856876 0.37603213] -> F: 0.34024646811433845
Punto[1.         0.47970236 0.373366  ] -> F: 0.33764246324097746
Punto[1.         0.48083595 0.37069988] -> F: 0.33507763647251165
Punto[1.         0.48196955 0.36803375] -> F: 0.3319424173023261
Punto[1.         0.48310315 0.36536762] -> F: 0.3288297200053223
Punto[1.         0.48423674 0.36270149] -> F: 0.3257587259441494
