Punto[0.         0.71147037 0.61032165] -> F: 0.07961325859981333
Punto[1.         0.60557844 0.54863535] -> F: 0.38312165009639493
Punto[2.         0.61239662 0.60336302] -> F: 0.12615864639488242
Punto[1.         0.66193349 0.60684234] -> F: 0.36401603762223095
Punto[1.         0.60670554 0.54979949] -> F: 0.38359153467363816
Punto[1.         0.6078101  0.55094035] -> F: 0.38405218823589654
Punto[1.         0.60891466 0.5520812 ] -> F: 0.38451300679111355
Punto[1.         0.61001922 0.55322206] -> F: 0.38497399033928925
Punto[1.         0.61112378 0.55436292] -> F: 0.38543513888042347
Punto[1.         0.61222833 0.55550377] -> F: 0.38589645241451614
Punto[1.         0.61333289 0.55664463] -> F: 0.3863579309415677
Punto[1.         0.61443745 0.55778549] -> F: 0.38681957446157744
Punto[1.         0.61554201 0.55892635] -> F: 0.38728138297454606
Punto[1.         0.61664657 0.5600672 ] -> F: 0.3877433564804731
Punto[1.         0.61775113 0.56120806] -> F: 0.38820549497935886
Punto[1.         0.61885569 0.56234892] -> F: 0.38866779847120314
Punto[1.         0.61996025 0.56348977] -> F: 0.38913026695600567
Punto[1.         0.62106481 0.56463063] -> F: 0.38959299770690636
Punto[1.         0.62216937 0.56577149] -> F: 0.39006682325654246
Punto[1.         0.62327393 0.56691234] -> F: 0.3905590960868569
Punto[1.         0.62437848 0.5680532 ] -> F: 0.3910698161978496
Punto[1.         0.62548304 0.56919406] -> F: 0.3915989835895204
Punto[1.         0.6265876  0.57033491] -> F: 0.3921465982618693
Punto[1.         0.62769216 0.57147577] -> F: 0.39271266021489637
Punto[1.         0.62879672 0.57261663] -> F: 0.39329716944860177
Punto[1.         0.62990128 0.57375749] -> F: 0.3939001259629855
Punto[1.         0.63100584 0.57489834] -> F: 0.39445104495252203
Punto[1.        0.6321104 0.5760392] -> F: 0.3948840868339608
Punto[1.         0.63321496 0.57718006] -> F: 0.3953252040999487
Punto[1.         0.63431952 0.57832091] -> F: 0.3957743967504857
Punto[1.         0.63542408 0.57946177] -> F: 0.3962316647855715
Punto[1.         0.63652863 0.58060263] -> F: 0.3955916292043368
Punto[1.         0.63763319 0.58174348] -> F: 0.3941803538474197
Punto[1.         0.63873775 0.58288434] -> F: 0.39277257154041173
Punto[1.         0.63984231 0.5840252 ] -> F: 0.39136828228331266
Punto[1.         0.64094687 0.58516606] -> F: 0.3899674860761227
Punto[1.         0.64205143 0.58630691] -> F: 0.38857018291884177
Punto[1.         0.64315599 0.58744777] -> F: 0.3871763728114699
Punto[1.         0.64426055 0.58858863] -> F: 0.38578605575400704
Punto[1.         0.64536511 0.58972948] -> F: 0.38439923174645324
Punto[1.         0.64646967 0.59087034] -> F: 0.3830159007888084
Punto[1.         0.64757423 0.5920112 ] -> F: 0.3816360628810728
Punto[1.         0.64867878 0.59315205] -> F: 0.3802597180232461
Punto[1.         0.64978334 0.59429291] -> F: 0.3788868662153285
Punto[1.         0.6508879  0.59543377] -> F: 0.3775175074573198
Punto[1.         0.65199246 0.59657463] -> F: 0.3761516417492202
Punto[1.         0.65309702 0.59771548] -> F: 0.37478926909102966
Punto[1.         0.65420158 0.59885634] -> F: 0.3734303894827482
Punto[1.         0.65530614 0.5999972 ] -> F: 0.3720750029243759
Punto[1.         0.6564107  0.60113805] -> F: 0.37072310941591236
Punto[1.         0.65751526 0.60227891] -> F: 0.36937470895735813
Punto[1.         0.65861982 0.60341977] -> F: 0.3680298015487127
Punto[1.         0.65972437 0.60456062] -> F: 0.36668838718997643
Punto[1.         0.66082893 0.60570148] -> F: 0.36535046588114906
