Punto[0.         0.64156293 0.32920042] -> F: 0.07912214778048086
Punto[1.         0.58480347 0.451452  ] -> F: 0.3422145366120017
Punto[2.         0.36726514 0.52926681] -> F: 0.1432700006019547
Punto[1.         0.50441403 0.42923361] -> F: 0.3529677557650048
Punto[1.         0.58319568 0.45100763] -> F: 0.3442009334853284
Punto[1.         0.58162005 0.45057215] -> F: 0.3461511339762924
Punto[1.         0.58004441 0.45013667] -> F: 0.34886892766299127
Punto[1.         0.57846878 0.44970119] -> F: 0.35186059135802444
Punto[1.         0.57689315 0.44926571] -> F: 0.35488938425502653
Punto[1.         0.57531751 0.44883023] -> F: 0.35795530635399714
Punto[1.         0.57374188 0.44839475] -> F: 0.36105835765493643
Punto[1.         0.57216625 0.44795927] -> F: 0.3641985381578447
Punto[1.         0.57059061 0.44752379] -> F: 0.3673758478627215
Punto[1.         0.56901498 0.44708831] -> F: 0.37059028676956735
Punto[1.         0.56743935 0.44665283] -> F: 0.37384185487838156
Punto[1.         0.56586372 0.44621735] -> F: 0.37713055218916475
Punto[1.         0.56428808 0.44578187] -> F: 0.3804563787019163
Punto[1.         0.56271245 0.44534639] -> F: 0.38381933441663696
Punto[1.         0.56113682 0.44491091] -> F: 0.38721941933332604
Punto[1.         0.55956118 0.44447543] -> F: 0.39065663345198404
Punto[1.         0.55798555 0.44403995] -> F: 0.3910301547156609
Punto[1.         0.55640992 0.44360447] -> F: 0.38996401714616663
Punto[1.         0.55483429 0.44316898] -> F: 0.3888998820974461
Punto[1.         0.55325865 0.4427335 ] -> F: 0.3878337312238738
Punto[1.         0.55168302 0.44229802] -> F: 0.38676157508433245
Punto[1.         0.55010739 0.44186254] -> F: 0.38569146722978376
Punto[1.         0.54853175 0.44142706] -> F: 0.38462275989979255
Punto[1.         0.54695612 0.44099158] -> F: 0.3835442670327985
Punto[1.         0.54538049 0.4405561 ] -> F: 0.38246787074912997
Punto[1.         0.54380485 0.44012062] -> F: 0.3813935710487871
Punto[1.         0.54222922 0.43968514] -> F: 0.3803124314337184
Punto[1.         0.54065359 0.43924966] -> F: 0.37922938038011256
Punto[1.         0.53907796 0.43881418] -> F: 0.37814847706039356
Punto[1.         0.53750232 0.4383787 ] -> F: 0.3770665753175045
Punto[1.         0.53592669 0.43794322] -> F: 0.375976445151456
Punto[1.         0.53435106 0.43750774] -> F: 0.37488851709057214
Punto[1.         0.53277542 0.43707226] -> F: 0.3738027911348529
Punto[1.         0.53119979 0.43663678] -> F: 0.3727097348877045
Punto[1.         0.52962416 0.4362013 ] -> F: 0.37161429454658357
Punto[1.         0.52804853 0.43576582] -> F: 0.3705211143322205
Punto[1.         0.52647289 0.43533034] -> F: 0.3694301942446149
Punto[1.         0.52489726 0.43489486] -> F: 0.368326702344636
Punto[1.         0.52332163 0.43445938] -> F: 0.3672255073346615
Punto[1.         0.52174599 0.4340239 ] -> F: 0.3661266346276368
Punto[1.         0.52017036 0.43358842] -> F: 0.36502702715385393
Punto[1.         0.51859473 0.43315294] -> F: 0.36391716703913796
Punto[1.         0.51701909 0.43271746] -> F: 0.3628096961544647
Punto[1.         0.51544346 0.43228198] -> F: 0.36170461449983404
Punto[1.         0.51386783 0.4318465 ] -> F: 0.36047667892162505
Punto[1.         0.5122922  0.43141102] -> F: 0.35926206258368687
Punto[1.         0.51071656 0.43097554] -> F: 0.358050851464008
Punto[1.         0.50914093 0.43054006] -> F: 0.3568108444293802
Punto[1.         0.5075653  0.43010458] -> F: 0.3554985796448044
Punto[1.         0.50598966 0.42966909] -> F: 0.35421755009001255
