Punto[0.         0.73902105 0.59294595] -> F: 0.1211604464539181
Punto[1.         0.60765998 0.57764177] -> F: 0.3541795447903636
Punto[2.         0.39017928 0.73885423] -> F: 0.1221419242396808
Punto[1.         0.56460016 0.66590009] -> F: 0.3860496785106672
Punto[1.         0.60679878 0.57940693] -> F: 0.35710033646558154
Punto[1.         0.60595481 0.5811368 ] -> F: 0.35997937445890554
Punto[1.         0.60511084 0.58286666] -> F: 0.36287490629927777
Punto[1.         0.60426687 0.58459652] -> F: 0.36578693198669876
Punto[1.         0.60342289 0.58632639] -> F: 0.3687154515211684
Punto[1.         0.60257892 0.58805625] -> F: 0.37166046490268645
Punto[1.         0.60173495 0.58978611] -> F: 0.37462197213125303
Punto[1.         0.60089098 0.59151598] -> F: 0.37759997320686833
Punto[1.         0.600047   0.59324584] -> F: 0.380594468129532
Punto[1.         0.59920303 0.5949757 ] -> F: 0.3836054568992444
Punto[1.         0.59835906 0.59670557] -> F: 0.38663293951600514
Punto[1.         0.59751509 0.59843543] -> F: 0.3896769159798143
Punto[1.         0.59667112 0.60016529] -> F: 0.39273738629067223
Punto[1.         0.59582714 0.60189515] -> F: 0.3956000068986569
Punto[1.         0.59498317 0.60362502] -> F: 0.3984445432008877
Punto[1.         0.5941392  0.60535488] -> F: 0.40130533998881335
Punto[1.         0.59329523 0.60708474] -> F: 0.4041823966894831
Punto[1.         0.59245125 0.60881461] -> F: 0.4070757003534077
Punto[1.         0.59160728 0.61054447] -> F: 0.40998524561646965
Punto[1.         0.59076331 0.61227433] -> F: 0.41291103247867006
Punto[1.         0.58991934 0.6140042 ] -> F: 0.4158530609400083
Punto[1.         0.58907536 0.61573406] -> F: 0.4188113310004846
Punto[1.         0.58823139 0.61746392] -> F: 0.4217858426600988
Punto[1.         0.58738742 0.61919379] -> F: 0.42477659591885086
Punto[1.         0.58654345 0.62092365] -> F: 0.4277009708611801
Punto[1.         0.58569947 0.62265351] -> F: 0.4305044075361225
Punto[1.         0.5848555  0.62438338] -> F: 0.4333239488550802
Punto[1.         0.58401153 0.62611324] -> F: 0.43453550591658213
Punto[1.         0.58316756 0.6278431 ] -> F: 0.43340290209352517
Punto[1.         0.58232358 0.62957297] -> F: 0.43230474283895315
Punto[1.         0.58147961 0.63130283] -> F: 0.43124417536766585
Punto[1.         0.58063564 0.63303269] -> F: 0.4302152119738347
Punto[1.         0.57979167 0.63476256] -> F: 0.42918960583399535
Punto[1.         0.5789477  0.63649242] -> F: 0.4274933564795702
Punto[1.         0.57810372 0.63822228] -> F: 0.425518067678819
Punto[1.         0.57725975 0.63995215] -> F: 0.42330713801958747
Punto[1.         0.57641578 0.64168201] -> F: 0.4211863431416323
Punto[1.         0.57557181 0.64341187] -> F: 0.419155683044954
Punto[1.         0.57472783 0.64514173] -> F: 0.417215157729552
Punto[1.         0.57388386 0.6468716 ] -> F: 0.41536476719542675
Punto[1.         0.57303989 0.64860146] -> F: 0.41358105959614816
Punto[1.         0.57219592 0.65033132] -> F: 0.4116757343403655
Punto[1.         0.57135194 0.65206119] -> F: 0.4091572998375784
Punto[1.         0.57050797 0.65379105] -> F: 0.4062519624626314
Punto[1.         0.569664   0.65552091] -> F: 0.40314830028028226
Punto[1.         0.56882003 0.65725078] -> F: 0.39974437278413527
Punto[1.         0.56797605 0.65898064] -> F: 0.39633448108466157
Punto[1.         0.56713208 0.6607105 ] -> F: 0.39291862518186116
Punto[1.         0.56628811 0.66244037] -> F: 0.3899227292605624
Punto[1.         0.56544414 0.66417023] -> F: 0.38788902353297733
