Punto[0.         0.54609117 0.34792027] -> F: 0.08816180712222432
Punto[1.         0.48889406 0.44156583] -> F: 0.4145105309878807
Punto[2.         0.48618987 0.45663861] -> F: 0.15396970684162747
Punto[1.         0.51614052 0.40227944] -> F: 0.3892077366528081
Punto[1.         0.48943899 0.4407801 ] -> F: 0.41438931703069504
Punto[1.         0.48997302 0.44001009] -> F: 0.4142707942979999
Punto[1.         0.49050705 0.43924007] -> F: 0.41415253581423406
Punto[1.         0.49104108 0.43847006] -> F: 0.4140345415793973
Punto[1.         0.49157511 0.43770005] -> F: 0.4139168115934898
Punto[1.         0.49210914 0.43693004] -> F: 0.4137993458565114
Punto[1.         0.49264317 0.43616002] -> F: 0.41368214436846235
Punto[1.         0.49317721 0.43539001] -> F: 0.41356520712934236
Punto[1.         0.49371124 0.43462   ] -> F: 0.4134485341391516
Punto[1.         0.49424527 0.43384998] -> F: 0.4133321253978901
Punto[1.         0.4947793  0.43307997] -> F: 0.4132159631791948
Punto[1.         0.49531333 0.43230996] -> F: 0.4130998534681313
Punto[1.         0.49584736 0.43153994] -> F: 0.4127851869068098
Punto[1.         0.49638139 0.43076993] -> F: 0.412205304643361
Punto[1.         0.49691542 0.42999992] -> F: 0.4116238505631321
Punto[1.         0.49744945 0.4292299 ] -> F: 0.41103420873106655
Punto[1.         0.49798348 0.42845989] -> F: 0.4104448883340962
Punto[1.         0.49851751 0.42768988] -> F: 0.40985588937222134
Punto[1.         0.49905154 0.42691986] -> F: 0.40926721184544174
Punto[1.         0.49958557 0.42614985] -> F: 0.4086700707333376
Punto[1.         0.5001196  0.42537984] -> F: 0.4080714756775204
Punto[1.         0.50065363 0.42460982] -> F: 0.4074732137143582
Punto[1.         0.50118766 0.42383981] -> F: 0.40687528484385105
Punto[1.         0.50172169 0.4230698 ] -> F: 0.40627317493348514
Punto[1.         0.50225572 0.42229979] -> F: 0.40566513161322276
Punto[1.         0.50278975 0.42152977] -> F: 0.405057433525219
Punto[1.         0.50332379 0.42075976] -> F: 0.40445008066947374
Punto[1.         0.50385782 0.41998975] -> F: 0.403843073045987
Punto[1.         0.50439185 0.41921973] -> F: 0.403226118754338
Punto[1.         0.50492588 0.41844972] -> F: 0.4026087824232852
Punto[1.         0.50545991 0.41767971] -> F: 0.40199180399760265
Punto[1.         0.50599394 0.41690969] -> F: 0.40137518347729045
Punto[1.         0.50652797 0.41613968] -> F: 0.40075480489745935
Punto[1.         0.507062   0.41536967] -> F: 0.40012759663223524
Punto[1.         0.50759603 0.41459965] -> F: 0.3995007595368829
Punto[1.         0.50813006 0.41382964] -> F: 0.3988742936114022
Punto[1.         0.50866409 0.41305963] -> F: 0.39824819885579305
Punto[1.         0.50919812 0.41228961] -> F: 0.3976143467709597
Punto[1.         0.50973215 0.4115196 ] -> F: 0.3969773833468117
Punto[1.         0.51026618 0.41074959] -> F: 0.39634080501380786
Punto[1.         0.51080021 0.40997958] -> F: 0.3957046117719482
Punto[1.         0.51133424 0.40920956] -> F: 0.3950688036212327
Punto[1.         0.51186827 0.40843955] -> F: 0.39442228291100834
Punto[1.         0.5124023  0.40766954] -> F: 0.3937752870801281
Punto[1.         0.51293633 0.40689952] -> F: 0.39312869099262476
Punto[1.         0.51347037 0.40612951] -> F: 0.39248249464849816
Punto[1.        0.5140044 0.4053595] -> F: 0.39183628844665536
Punto[1.         0.51453843 0.40458948] -> F: 0.39117852768146544
Punto[1.         0.51507246 0.40381947] -> F: 0.3905211821274276
Punto[1.         0.51560649 0.40304946] -> F: 0.38986425178454176
