Punto[0.         0.53240849 0.52454789] -> F: 0.15370137154328678
Punto[1.         0.54583814 0.45814646] -> F: 0.36368329251695436
Punto[2.         0.41798361 0.48926427] -> F: 0.10117547308354675
Punto[1.         0.47519605 0.50690608] -> F: 0.38896664714259566
Punto[1.         0.5444253  0.45912165] -> F: 0.36605632500596524
Punto[1.         0.54304072 0.46007734] -> F: 0.3683922596078988
Punto[1.         0.54165613 0.46103303] -> F: 0.3707384522981645
Punto[1.         0.54027155 0.46198871] -> F: 0.3730949030767621
Punto[1.         0.53888696 0.4629444 ] -> F: 0.3754616119436916
Punto[1.         0.53750238 0.46390009] -> F: 0.3778385788989533
Punto[1.         0.53611779 0.46485578] -> F: 0.38022580394254707
Punto[1.         0.53473321 0.46581147] -> F: 0.38262328707447274
Punto[1.         0.53334862 0.46676716] -> F: 0.3850310282947305
Punto[1.         0.53196404 0.46772285] -> F: 0.38734408251698793
Punto[1.         0.53057945 0.46867853] -> F: 0.38966092524632057
Punto[1.         0.52919487 0.46963422] -> F: 0.39198802606398503
Punto[1.         0.52781028 0.47058991] -> F: 0.3943253849699816
Punto[1.        0.5264257 0.4715456] -> F: 0.39667300196430993
Punto[1.         0.52504111 0.47250129] -> F: 0.39903087704697066
Punto[1.         0.52365653 0.47345698] -> F: 0.40139497060434554
Punto[1.         0.52227194 0.47441267] -> F: 0.40376215865767057
Punto[1.         0.52088736 0.47536835] -> F: 0.40613929082541467
Punto[1.         0.51950277 0.47632404] -> F: 0.4085263671075772
Punto[1.         0.51811819 0.47727973] -> F: 0.4109233875041591
Punto[1.         0.5167336  0.47823542] -> F: 0.41333035201515933
Punto[1.         0.51534902 0.47919111] -> F: 0.4157472606405783
Punto[1.         0.51396443 0.4801468 ] -> F: 0.4181741133804165
Punto[1.         0.51257985 0.48110248] -> F: 0.4206109102346732
Punto[1.         0.51119526 0.48205817] -> F: 0.42305765120334854
Punto[1.         0.50981068 0.48301386] -> F: 0.425514336286443
Punto[1.         0.50842609 0.48396955] -> F: 0.42477051840186186
Punto[1.         0.50704151 0.48492524] -> F: 0.4235531957161092
Punto[1.         0.50565692 0.48588093] -> F: 0.42236208024268007
Punto[1.         0.50427234 0.48683662] -> F: 0.4203243727448181
Punto[1.         0.50288775 0.4877923 ] -> F: 0.4183663100536822
Punto[1.         0.50150317 0.48874799] -> F: 0.4165015329327034
Punto[1.         0.50011858 0.48970368] -> F: 0.41473004138188146
Punto[1.         0.498734   0.49065937] -> F: 0.4130518354012171
Punto[1.         0.49734941 0.49161506] -> F: 0.41146691499070964
Punto[1.         0.49596483 0.49257075] -> F: 0.4098377751788285
Punto[1.         0.49458024 0.49352644] -> F: 0.4082269773354498
Punto[1.         0.49319566 0.49448212] -> F: 0.40668926313919385
Punto[1.         0.49181107 0.49543781] -> F: 0.4052246325900609
Punto[1.         0.49042649 0.4963935 ] -> F: 0.40383308568805093
Punto[1.         0.4890419  0.49734919] -> F: 0.4025146224331638
Punto[1.         0.48765732 0.49830488] -> F: 0.40126331994042547
Punto[1.         0.48627273 0.49926057] -> F: 0.4000237606466014
Punto[1.         0.48488815 0.50021626] -> F: 0.39878234690428527
Punto[1.         0.48350356 0.50117194] -> F: 0.3975390787134771
Punto[1.         0.48211898 0.50212763] -> F: 0.3962090585292401
Punto[1.         0.48073439 0.50308332] -> F: 0.3947068745913866
Punto[1.         0.47934981 0.50403901] -> F: 0.3932315414837954
Punto[1.         0.47796522 0.5049947 ] -> F: 0.39178305920646656
Punto[1.         0.47658063 0.50595039] -> F: 0.39036142775939997
