Punto[0.         0.54161678 0.42499229] -> F: 0.14488746587673343
Punto[1.         0.51178167 0.4728462 ] -> F: 0.44587577505866255
Punto[2.         0.40649973 0.56033987] -> F: 0.11983205047281799
Punto[1.         0.47405825 0.49266608] -> F: 0.44395355431777367
Punto[1.        0.5110272 0.4732426] -> F: 0.44722867980376974
Punto[1.         0.51028782 0.47363107] -> F: 0.44855591522778093
Punto[1.         0.50954844 0.47401954] -> F: 0.44988452539758
Punto[1.         0.50880906 0.47440801] -> F: 0.45121451031316695
Punto[1.         0.50806968 0.47479648] -> F: 0.45254586997454194
Punto[1.         0.5073303  0.47518495] -> F: 0.4538786043817046
Punto[1.         0.50659092 0.47557342] -> F: 0.45521271353465514
Punto[1.         0.50585155 0.47596189] -> F: 0.45654819743339353
Punto[1.         0.50511217 0.47635036] -> F: 0.45788505607792
Punto[1.         0.50437279 0.47673883] -> F: 0.4592232894682343
Punto[1.         0.50363341 0.4771273 ] -> F: 0.45900065121868466
Punto[1.         0.50289403 0.47751577] -> F: 0.458695373990869
Punto[1.         0.50215465 0.47790424] -> F: 0.45838034356436286
Punto[1.         0.50141527 0.47829271] -> F: 0.45806414689879005
Punto[1.         0.50067589 0.47868118] -> F: 0.45774802132059544
Punto[1.         0.49993651 0.47906965] -> F: 0.4574256038344847
Punto[1.         0.49919714 0.47945812] -> F: 0.45709894917362326
Punto[1.         0.49845776 0.47984659] -> F: 0.45677237048394764
Punto[1.         0.49771838 0.48023506] -> F: 0.456439281991055
Punto[1.         0.496979   0.48062352] -> F: 0.4561021831590931
Punto[1.         0.49623962 0.48101199] -> F: 0.45576516534845024
Punto[1.         0.49550024 0.48140046] -> F: 0.45542139684037775
Punto[1.         0.49476086 0.48178893] -> F: 0.4550738465837489
Punto[1.         0.49402148 0.4821774 ] -> F: 0.454726382576129
Punto[1.         0.4932821  0.48256587] -> F: 0.45437196568047217
Punto[1.         0.49254273 0.48295434] -> F: 0.4540139354862611
Punto[1.         0.49180335 0.48334281] -> F: 0.45365599695900355
Punto[1.         0.49106397 0.48373128] -> F: 0.4532910055023949
Punto[1.         0.49032459 0.48411975] -> F: 0.4529224452360116
Punto[1.         0.48958521 0.48450822] -> F: 0.4525539822590755
Punto[1.         0.48884583 0.48489669] -> F: 0.452178535495211
Punto[1.         0.48810645 0.48528516] -> F: 0.45179937284999505
Punto[1.         0.48736707 0.48567363] -> F: 0.4514203133373221
Punto[1.         0.48662769 0.4860621 ] -> F: 0.451034580980297
Punto[1.         0.48588832 0.48645057] -> F: 0.45064472072805944
Punto[1.         0.48514894 0.48683904] -> F: 0.45025496969006534
Punto[1.         0.48440956 0.48722751] -> F: 0.4498591789697556
Punto[1.         0.48367018 0.48761598] -> F: 0.44945850199723
Punto[1.         0.4829308  0.48800445] -> F: 0.44905794057943654
Punto[1.         0.48219142 0.48839292] -> F: 0.44865238562458687
Punto[1.         0.48145204 0.48878139] -> F: 0.44824074773619865
Punto[1.         0.48071266 0.48916986] -> F: 0.44782923202446184
Punto[1.         0.47997329 0.48955833] -> F: 0.4474142859860394
Punto[1.         0.47923391 0.4899468 ] -> F: 0.44699151644814344
Punto[1.         0.47849453 0.49033527] -> F: 0.4465688760156743
Punto[1.         0.47775515 0.49072374] -> F: 0.446145006474791
Punto[1.         0.47701577 0.49111221] -> F: 0.4457109062703339
Punto[1.         0.47627639 0.49150067] -> F: 0.44527694243553617
Punto[1.         0.47553701 0.49188914] -> F: 0.4448431149703978
Punto[1.         0.47479763 0.49227761] -> F: 0.44439907056099076
