Punto[0.         0.61418546 0.39402741] -> F: 0.0870494979196744
Punto[1.         0.52185258 0.53093512] -> F: 0.40053859976473977
Punto[2.         0.55256893 0.64258942] -> F: 0.09066369403090857
Punto[1.         0.58337719 0.51830841] -> F: 0.42319207039216805
Punto[1.         0.52308307 0.53068258] -> F: 0.4031741914173066
Punto[1.         0.52428895 0.5304351 ] -> F: 0.4057727304410856
Punto[1.         0.52549483 0.53018762] -> F: 0.4083824627921895
Punto[1.         0.52670072 0.52994013] -> F: 0.410894745643896
Punto[1.         0.5279066  0.52969265] -> F: 0.413428369311852
Punto[1.         0.52911248 0.52944517] -> F: 0.4159833337960573
Punto[1.         0.53031836 0.52919768] -> F: 0.4185596390965117
Punto[1.         0.53152425 0.5289502 ] -> F: 0.42115728521321566
Punto[1.         0.53273013 0.52870272] -> F: 0.42377627214616864
Punto[1.         0.53393601 0.52845523] -> F: 0.4264165998953713
Punto[1.         0.53514189 0.52820775] -> F: 0.42907826846082275
Punto[1.         0.53634778 0.52796027] -> F: 0.4317612778425236
Punto[1.         0.53755366 0.52771278] -> F: 0.4344656280404743
Punto[1.         0.53875954 0.5274653 ] -> F: 0.4371482000492658
Punto[1.         0.53996542 0.52721782] -> F: 0.4397319338901227
Punto[1.         0.54117131 0.52697033] -> F: 0.44232780943181327
Punto[1.         0.54237719 0.52672285] -> F: 0.44493582667433706
Punto[1.         0.54358307 0.52647537] -> F: 0.4472145142055588
Punto[1.         0.54478895 0.52622788] -> F: 0.44931743400676943
Punto[1.         0.54599484 0.5259804 ] -> F: 0.4513330921548701
Punto[1.         0.54720072 0.52573292] -> F: 0.45335866285919196
Punto[1.         0.5484066  0.52548543] -> F: 0.4553616078898164
Punto[1.         0.54961248 0.52523795] -> F: 0.4555707119370794
Punto[1.         0.55081837 0.52499047] -> F: 0.4545692519782512
Punto[1.         0.55202425 0.52474298] -> F: 0.4535441764481911
Punto[1.         0.55323013 0.5244955 ] -> F: 0.45251867389516537
Punto[1.         0.55443601 0.52424802] -> F: 0.4514609381842351
Punto[1.         0.5556419  0.52400053] -> F: 0.4503644744984487
Punto[1.         0.55684778 0.52375305] -> F: 0.4492642048669967
Punto[1.         0.55805366 0.52350556] -> F: 0.4481216045088622
Punto[1.         0.55925954 0.52325808] -> F: 0.44698506922389997
Punto[1.         0.56046543 0.5230106 ] -> F: 0.4458545990121102
Punto[1.         0.56167131 0.52276311] -> F: 0.44473019387349283
Punto[1.         0.56287719 0.52251563] -> F: 0.44361185380804774
Punto[1.         0.56408307 0.52226815] -> F: 0.442499578815775
Punto[1.         0.56528896 0.52202066] -> F: 0.4413933688966748
Punto[1.         0.56649484 0.52177318] -> F: 0.4402932240507468
Punto[1.         0.56770072 0.5215257 ] -> F: 0.4391662316022947
Punto[1.         0.5689066  0.52127821] -> F: 0.4380259518374435
Punto[1.         0.57011249 0.52103073] -> F: 0.43676298751505743
Punto[1.         0.57131837 0.52078325] -> F: 0.4355200364473731
Punto[1.         0.57252425 0.52053576] -> F: 0.43429709863439075
Punto[1.         0.57373013 0.52028828] -> F: 0.43309417407611017
Punto[1.         0.57493602 0.5200408 ] -> F: 0.43191126277253167
Punto[1.         0.5761419  0.51979331] -> F: 0.4306543564557361
Punto[1.         0.57734778 0.51954583] -> F: 0.4293805389266414
Punto[1.         0.57855366 0.51929835] -> F: 0.4281187626716132
Punto[1.         0.57975955 0.51905086] -> F: 0.426869027690652
Punto[1.         0.58096543 0.51880338] -> F: 0.42563133398375713
Punto[1.         0.58217131 0.5185559 ] -> F: 0.4244056815509294
