Punto[0.         0.45696231 0.65944481] -> F: 0.14264805224932356
Punto[1.         0.47852357 0.5287898 ] -> F: 0.40070376814494757
Punto[2.         0.37839192 0.3683275 ] -> F: 0.09416368954638847
Punto[1.         0.41767711 0.51388616] -> F: 0.38874682245597847
Punto[1.         0.47730664 0.52849173] -> F: 0.40270398526155265
Punto[1.         0.47611405 0.52819962] -> F: 0.40381486075166917
Punto[1.         0.47492146 0.5279075 ] -> F: 0.40493998220618177
Punto[1.         0.47372887 0.52761539] -> F: 0.4059227622934774
Punto[1.         0.47253628 0.52732328] -> F: 0.4067819043168309
Punto[1.         0.47134369 0.52703117] -> F: 0.40764008218364567
Punto[1.         0.4701511  0.52673906] -> F: 0.40849729589392214
Punto[1.         0.46895851 0.52644695] -> F: 0.4093535454476597
Punto[1.         0.46776592 0.52615484] -> F: 0.41020883084485893
Punto[1.         0.46657333 0.52586272] -> F: 0.4110631520855193
Punto[1.         0.46538074 0.52557061] -> F: 0.4119165091696413
Punto[1.         0.46418815 0.5252785 ] -> F: 0.4127689020972246
Punto[1.         0.46299556 0.52498639] -> F: 0.4136203308682693
Punto[1.         0.46180297 0.52469428] -> F: 0.4144707954827753
Punto[1.         0.46061037 0.52440217] -> F: 0.41532029594074293
Punto[1.         0.45941778 0.52411006] -> F: 0.41616883224217194
Punto[1.         0.45822519 0.52381794] -> F: 0.41707030857240096
Punto[1.         0.4570326  0.52352583] -> F: 0.41817042319300035
Punto[1.         0.45584001 0.52323372] -> F: 0.41947729427769737
Punto[1.         0.45464742 0.52294161] -> F: 0.41947895332830154
Punto[1.         0.45345483 0.5226495 ] -> F: 0.41848769196421187
Punto[1.         0.45226224 0.52235739] -> F: 0.41749504439976587
Punto[1.         0.45106965 0.52206528] -> F: 0.416503177150075
Punto[1.         0.44987706 0.52177316] -> F: 0.4155120902151395
Punto[1.         0.44868447 0.52148105] -> F: 0.4145217835949592
Punto[1.         0.44749188 0.52118894] -> F: 0.41353225728953424
Punto[1.         0.44629929 0.52089683] -> F: 0.4125435112988645
Punto[1.         0.4451067  0.52060472] -> F: 0.41155554562295005
Punto[1.         0.44391411 0.52031261] -> F: 0.41056836026179094
Punto[1.         0.44272151 0.5200205 ] -> F: 0.40958195521538704
Punto[1.         0.44152892 0.51972838] -> F: 0.4085886715231272
Punto[1.         0.44033633 0.51943627] -> F: 0.4075946512018972
Punto[1.         0.43914374 0.51914416] -> F: 0.4066014258193853
Punto[1.         0.43795115 0.51885205] -> F: 0.4056089953755916
Punto[1.         0.43675856 0.51855994] -> F: 0.404617359870516
Punto[1.         0.43556597 0.51826783] -> F: 0.40362651930415855
Punto[1.         0.43437338 0.51797572] -> F: 0.4026364736765192
Punto[1.         0.43318079 0.5176836 ] -> F: 0.40164722298759786
Punto[1.         0.4319882  0.51739149] -> F: 0.4006587672373949
Punto[1.         0.43079561 0.51709938] -> F: 0.3996711064259099
Punto[1.         0.42960302 0.51680727] -> F: 0.39867501330196176
Punto[1.         0.42841043 0.51651516] -> F: 0.3976797015095673
Punto[1.         0.42721784 0.51622305] -> F: 0.3966851996434125
Punto[1.         0.42602525 0.51593094] -> F: 0.3956915077034973
Punto[1.         0.42483266 0.51563883] -> F: 0.3946986256898219
Punto[1.         0.42364006 0.51534671] -> F: 0.39370655360238616
Punto[1.         0.42244747 0.5150546 ] -> F: 0.3927152914411902
Punto[1.         0.42125488 0.51476249] -> F: 0.3917248392062339
Punto[1.         0.42006229 0.51447038] -> F: 0.39073519689751723
Punto[1.         0.4188697  0.51417827] -> F: 0.3897441854744313
