Punto[0.         0.44632149 0.42991374] -> F: 0.12139088943418559
Punto[1.         0.41623882 0.49813827] -> F: 0.40711388577631435
Punto[2.         0.44720975 0.59682163] -> F: 0.147238343244778
Punto[1.         0.44676562 0.51336768] -> F: 0.42032368205818893
Punto[1.         0.41684935 0.49844286] -> F: 0.4082439005359739
Punto[1.         0.41744768 0.49874136] -> F: 0.40936529964884405
Punto[1.         0.41804601 0.49903985] -> F: 0.410463096754936
Punto[1.         0.41864433 0.49933835] -> F: 0.4113419479812793
Punto[1.         0.41924266 0.49963684] -> F: 0.4122197963835487
Punto[1.         0.41984098 0.49993534] -> F: 0.4130966419617446
Punto[1.         0.42043931 0.50023384] -> F: 0.4139724847158668
Punto[1.         0.42103763 0.50053233] -> F: 0.4148473246459153
Punto[1.         0.42163596 0.50083083] -> F: 0.41572116175189017
Punto[1.         0.42223428 0.50112933] -> F: 0.41659399603379116
Punto[1.         0.42283261 0.50142782] -> F: 0.41747796779029683
Punto[1.         0.42343093 0.50172632] -> F: 0.41849111836097835
Punto[1.         0.42402926 0.50202482] -> F: 0.4196632560417241
Punto[1.         0.42462758 0.50232331] -> F: 0.4209943808325337
Punto[1.         0.42522591 0.50262181] -> F: 0.42248449273340677
Punto[1.         0.42582423 0.50292031] -> F: 0.4240992963754693
Punto[1.         0.42642256 0.5032188 ] -> F: 0.4257222185838462
Punto[1.         0.42702088 0.5035173 ] -> F: 0.4273436387626127
Punto[1.         0.42761921 0.5038158 ] -> F: 0.42896355691176913
Punto[1.         0.42821753 0.50411429] -> F: 0.43058197303131535
Punto[1.         0.42881586 0.50441279] -> F: 0.4321988871212516
Punto[1.         0.42941419 0.50471129] -> F: 0.4338142991815776
Punto[1.         0.43001251 0.50500978] -> F: 0.43542820921229325
Punto[1.         0.43061084 0.50530828] -> F: 0.437040617213399
Punto[1.         0.43120916 0.50560678] -> F: 0.43865152318489486
Punto[1.         0.43180749 0.50590527] -> F: 0.44026092712678
Punto[1.         0.43240581 0.50620377] -> F: 0.43967901952581057
Punto[1.         0.43300414 0.50650226] -> F: 0.43897403045504724
Punto[1.         0.43360246 0.50680076] -> F: 0.4382699992637563
Punto[1.         0.43420079 0.50709926] -> F: 0.43756692595193725
Punto[1.         0.43479911 0.50739775] -> F: 0.4368648105195906
Punto[1.         0.43539744 0.50769625] -> F: 0.4361592780710224
Punto[1.         0.43599576 0.50799475] -> F: 0.435454403772188
Punto[1.         0.43659409 0.50829324] -> F: 0.4347428320782407
Punto[1.         0.43719241 0.50859174] -> F: 0.4339380247898956
Punto[1.         0.43779074 0.50889024] -> F: 0.4331343039107896
Punto[1.         0.43838906 0.50918873] -> F: 0.4323316694409221
Punto[1.         0.43898739 0.50948723] -> F: 0.43153012138029345
Punto[1.         0.43958572 0.50978573] -> F: 0.4307296597289033
Punto[1.         0.44018404 0.51008422] -> F: 0.42993028448675213
Punto[1.         0.44078237 0.51038272] -> F: 0.4291319956538394
Punto[1.         0.44138069 0.51068122] -> F: 0.4283347932301655
Punto[1.         0.44197902 0.51097971] -> F: 0.4274890633993628
Punto[1.         0.44257734 0.51127821] -> F: 0.4265893283668053
Punto[1.         0.44317567 0.51157671] -> F: 0.4256907540099368
Punto[1.         0.44377399 0.5118752 ] -> F: 0.424793340328757
Punto[1.         0.44437232 0.5121737 ] -> F: 0.42389708732326586
Punto[1.         0.44497064 0.5124722 ] -> F: 0.4230019949934634
Punto[1.         0.44556897 0.51277069] -> F: 0.4221080633393497
Punto[1.         0.44616729 0.51306919] -> F: 0.4212152923609248
