Punto[0.         0.32666433 0.39869079] -> F: 0.06753089944918178
Punto[1.         0.45830787 0.57680068] -> F: 0.3547955537834217
Punto[2.         0.47931602 0.55845196] -> F: 0.16248868372512554
Punto[1.         0.40299018 0.47857137] -> F: 0.3255442233227093
Punto[1.         0.45720152 0.5748361 ] -> F: 0.35898531895705194
Punto[1.         0.45611729 0.5729108 ] -> F: 0.3630961484016174
Punto[1.         0.45503306 0.57098551] -> F: 0.36721149316068485
Punto[1.         0.45394884 0.56906021] -> F: 0.3713258856763859
Punto[1.         0.45286461 0.56713492] -> F: 0.3754452526899596
Punto[1.         0.45178038 0.56520963] -> F: 0.3795695942014054
Punto[1.         0.45069616 0.56328433] -> F: 0.38369891021072333
Punto[1.         0.44961193 0.56135904] -> F: 0.38306993205670725
Punto[1.         0.4485277  0.55943374] -> F: 0.3817992126322721
Punto[1.         0.44744348 0.55750845] -> F: 0.3805294550663594
Punto[1.         0.44635925 0.55558315] -> F: 0.3792606593589693
Punto[1.         0.44527502 0.55365786] -> F: 0.37798962273518905
Punto[1.         0.4441908  0.55173256] -> F: 0.37670557746311095
Punto[1.         0.44310657 0.54980727] -> F: 0.3754225203175171
Punto[1.         0.44202234 0.54788197] -> F: 0.37414045129840756
Punto[1.         0.44093812 0.54595668] -> F: 0.37285261527757857
Punto[1.         0.43985389 0.54403139] -> F: 0.37155599328825123
Punto[1.         0.43876966 0.54210609] -> F: 0.3702603851269359
Punto[1.         0.43768543 0.5401808 ] -> F: 0.3689657907936325
Punto[1.         0.43660121 0.5382555 ] -> F: 0.3676596488381269
Punto[1.         0.43551698 0.53633021] -> F: 0.3663511336912029
Punto[1.         0.43443275 0.53440491] -> F: 0.36504365757098345
Punto[1.         0.43334853 0.53247962] -> F: 0.3637325044810854
Punto[1.         0.4322643  0.53055432] -> F: 0.3624116569648359
Punto[1.         0.43118007 0.52862903] -> F: 0.3610918732308314
Punto[1.         0.43009585 0.52670374] -> F: 0.35977315327907194
Punto[1.         0.42901162 0.52477844] -> F: 0.3584412615662003
Punto[1.         0.42792739 0.52285315] -> F: 0.35710969234566525
Punto[1.         0.42684317 0.52092785] -> F: 0.35577921127605483
Punto[1.         0.42575894 0.51900256] -> F: 0.3544395176491901
Punto[1.         0.42467471 0.51707726] -> F: 0.3530966377030784
Punto[1.         0.42359049 0.51515197] -> F: 0.3517548699430918
Punto[1.         0.42250626 0.51322667] -> F: 0.3504061938259516
Punto[1.         0.42142203 0.51130138] -> F: 0.34905243458490914
Punto[1.         0.42033781 0.50937608] -> F: 0.347699811282624
Punto[1.         0.41925358 0.50745079] -> F: 0.3463412059897763
Punto[1.         0.41816935 0.5055255 ] -> F: 0.3449769590376793
Punto[1.         0.41708513 0.5036002 ] -> F: 0.3436138715432595
Punto[1.         0.4160009  0.50167491] -> F: 0.3422445769081723
Punto[1.         0.41491667 0.49974961] -> F: 0.34087019698791826
Punto[1.         0.41383244 0.49782432] -> F: 0.33949699985772913
Punto[1.         0.41274822 0.49589902] -> F: 0.3381164041997967
Punto[1.         0.41166399 0.49397373] -> F: 0.33673221180272267
Punto[1.         0.41057976 0.49204843] -> F: 0.3353492253874371
Punto[1.         0.40949554 0.49012314] -> F: 0.3339568348652243
Punto[1.         0.40841131 0.48819785] -> F: 0.3325631184546308
Punto[1.         0.40732708 0.48627255] -> F: 0.3311702791727275
Punto[1.         0.40624286 0.48434726] -> F: 0.32976604496075984
Punto[1.         0.40515863 0.48242196] -> F: 0.3283630628710102
Punto[1.         0.4040744  0.48049667] -> F: 0.3269575164367304
