Punto[0.         0.71943481 0.53604779] -> F: 0.03991866269256291
Punto[1.         0.54093517 0.54416828] -> F: 0.30254541187593387
Punto[2.         0.53819868 0.58144611] -> F: 0.2163405259088264
Punto[1.         0.62881675 0.55874695] -> F: 0.24145820672638219
Punto[1.         0.5426928  0.54445986] -> F: 0.30321135933306753
Punto[1.         0.54441528 0.5447456 ] -> F: 0.3034483905659867
Punto[1.         0.54613776 0.54503134] -> F: 0.30222707108876706
Punto[1.         0.54786024 0.54531708] -> F: 0.3010014854781567
Punto[1.         0.54958272 0.54560282] -> F: 0.29977715868748794
Punto[1.         0.5513052  0.54588857] -> F: 0.29855409071676053
Punto[1.         0.55302767 0.54617431] -> F: 0.29732310572995363
Punto[1.         0.55475015 0.54646005] -> F: 0.29609102784914
Punto[1.         0.55647263 0.54674579] -> F: 0.2948602327109253
Punto[1.         0.55819511 0.54703153] -> F: 0.2936300425756309
Punto[1.         0.55991759 0.54731727] -> F: 0.2923901228786276
Punto[1.         0.56164007 0.54760302] -> F: 0.2911515104727078
Punto[1.         0.56336255 0.54788876] -> F: 0.28991420535787177
Punto[1.         0.56508503 0.5481745 ] -> F: 0.28867464653370767
Punto[1.         0.56680751 0.54846024] -> F: 0.28742810000944824
Punto[1.         0.56852998 0.54874598] -> F: 0.2861828860247682
Punto[1.         0.57025246 0.54903173] -> F: 0.28493900457966786
Punto[1.         0.57197494 0.54931747] -> F: 0.2836902644542178
Punto[1.         0.57369742 0.54960321] -> F: 0.2824369970346242
Punto[1.         0.5754199  0.54988895] -> F: 0.28118508818437593
Punto[1.         0.57714238 0.55017469] -> F: 0.2799345379034731
Punto[1.         0.57886486 0.55046044] -> F: 0.27867687262228086
Punto[1.         0.58058734 0.55074618] -> F: 0.2774167621722474
Punto[1.         0.58230982 0.55103192] -> F: 0.2761580371920709
Punto[1.         0.5840323  0.55131766] -> F: 0.2749006976817512
Punto[1.         0.58575477 0.5516034 ] -> F: 0.27363444607154735
Punto[1.         0.58747725 0.55188915] -> F: 0.27236734028032444
Punto[1.         0.58919973 0.55217489] -> F: 0.27110164782924756
Punto[1.         0.59092221 0.55246063] -> F: 0.2698373687183169
Punto[1.         0.59264469 0.55274637] -> F: 0.2685629703997918
Punto[1.         0.59436717 0.55303211] -> F: 0.2672886842607149
Punto[1.         0.59608965 0.55331786] -> F: 0.26601584041202253
Punto[1.         0.59781213 0.5536036 ] -> F: 0.26474443885371457
Punto[1.         0.59953461 0.55388934] -> F: 0.2634624575352501
Punto[1.         0.60125708 0.55417508] -> F: 0.2621807703447838
Punto[1.         0.60297956 0.55446082] -> F: 0.26090055559808184
Punto[1.         0.60470204 0.55474657] -> F: 0.2596218132951441
Punto[1.         0.60642452 0.55503231] -> F: 0.2583329665550416
Punto[1.         0.608147   0.55531805] -> F: 0.25704361834535916
Punto[1.         0.60986948 0.55560379] -> F: 0.25575577407442207
Punto[1.         0.61159196 0.55588953] -> F: 0.2544694337422305
Punto[1.         0.61331444 0.55617527] -> F: 0.25317463102443105
Punto[1.         0.61503692 0.55646102] -> F: 0.251877318322562
Punto[1.         0.61675939 0.55674676] -> F: 0.2505815425524576
Punto[1.         0.61848187 0.5570325 ] -> F: 0.24928730371411773
Punto[1.         0.62020435 0.55731824] -> F: 0.24798769481981991
Punto[1.         0.62192683 0.55760398] -> F: 0.24668206559937883
Punto[1.         0.62364931 0.55788973] -> F: 0.24537800797944936
Punto[1.         0.62537179 0.55817547] -> F: 0.24407552196003196
Punto[1.         0.62709427 0.55846121] -> F: 0.2427725590697039
