Punto[0.         0.44562359 0.54634866] -> F: 0.10918362139939962
Punto[1.         0.52940713 0.5163477 ] -> F: 0.3827546153288592
Punto[2.         0.46600597 0.43402321] -> F: 0.14333506395118084
Punto[1.         0.45581478 0.49018593] -> F: 0.3958811066360266
Punto[1.         0.52793528 0.51582447] -> F: 0.3864052166920679
Punto[1.         0.52649287 0.5153117 ] -> F: 0.38998892824164083
Punto[1.         0.52505046 0.51479893] -> F: 0.3935787001643004
Punto[1.         0.52360805 0.51428616] -> F: 0.3971745324600463
Punto[1.         0.52216564 0.51377338] -> F: 0.40077642512887857
Punto[1.         0.52072323 0.51326061] -> F: 0.4042623374389221
Punto[1.         0.51928082 0.51274784] -> F: 0.4077533476609725
Punto[1.         0.51783841 0.51223507] -> F: 0.41124997768138427
Punto[1.        0.516396  0.5117223] -> F: 0.41475222750015783
Punto[1.         0.51495359 0.51120953] -> F: 0.41817412344693217
Punto[1.         0.51351118 0.51069676] -> F: 0.42157545286328546
Punto[1.         0.51206877 0.51018399] -> F: 0.4249820202719165
Punto[1.         0.51062636 0.50967122] -> F: 0.42839382567282425
Punto[1.         0.50918395 0.50915845] -> F: 0.4317293889134816
Punto[1.         0.50774154 0.50864568] -> F: 0.4350485886176161
Punto[1.         0.50629913 0.50813291] -> F: 0.4383726917608601
Punto[1.         0.50485672 0.50762014] -> F: 0.4376358657671935
Punto[1.         0.50341431 0.50710737] -> F: 0.4363718655630514
Punto[1.        0.5019719 0.5065946] -> F: 0.4351103780912208
Punto[1.         0.50052949 0.50608182] -> F: 0.4338514033517016
Punto[1.         0.49908708 0.50556905] -> F: 0.432594941344494
Punto[1.         0.49764467 0.50505628] -> F: 0.43134099206959764
Punto[1.         0.49620226 0.50454351] -> F: 0.4300895555270128
Punto[1.         0.49475985 0.50403074] -> F: 0.42884063171673936
Punto[1.         0.49331744 0.50351797] -> F: 0.42759422063877767
Punto[1.         0.49187503 0.5030052 ] -> F: 0.4263503222931272
Punto[1.         0.49043262 0.50249243] -> F: 0.4251089366797881
Punto[1.         0.48899021 0.50197966] -> F: 0.4238700637987605
Punto[1.         0.4875478  0.50146689] -> F: 0.42263370365004443
Punto[1.         0.48610539 0.50095412] -> F: 0.42139985623363974
Punto[1.         0.48466298 0.50044135] -> F: 0.4201685215495465
Punto[1.         0.48322057 0.49992858] -> F: 0.41893969959776467
Punto[1.         0.48177816 0.49941581] -> F: 0.4177133903782944
Punto[1.         0.48033575 0.49890303] -> F: 0.41648959389113555
Punto[1.         0.47889334 0.49839026] -> F: 0.4152633920840907
Punto[1.         0.47745093 0.49787749] -> F: 0.4140327852416617
Punto[1.         0.47600852 0.49736472] -> F: 0.41280474026615604
Punto[1.         0.47456611 0.49685195] -> F: 0.41157925715757376
Punto[1.         0.4731237  0.49633918] -> F: 0.4103563359159148
Punto[1.         0.47168129 0.49582641] -> F: 0.4091359765411791
Punto[1.         0.47023888 0.49531364] -> F: 0.40791817903336675
Punto[1.         0.46879647 0.49480087] -> F: 0.40670294339247776
Punto[1.         0.46735406 0.4942881 ] -> F: 0.4054902696185121
Punto[1.         0.46591165 0.49377533] -> F: 0.40428015771146975
Punto[1.         0.46446924 0.49326256] -> F: 0.4030726076713508
Punto[1.         0.46302683 0.49274979] -> F: 0.4018676194981551
Punto[1.         0.46158442 0.49223702] -> F: 0.4006651931918827
Punto[1.         0.46014201 0.49172424] -> F: 0.39946532875253365
Punto[1.         0.4586996  0.49121147] -> F: 0.398268026180108
Punto[1.         0.45725719 0.4906987 ] -> F: 0.39707328547460574
