Punto[0.         0.40409109 0.67190099] -> F: 0.09705595792171504
Punto[1.         0.44125122 0.58672584] -> F: 0.39898238604323427
Punto[2.         0.41468167 0.5539675 ] -> F: 0.17498298387077943
Punto[1.         0.40938638 0.61293425] -> F: 0.3903367389844865
Punto[1.         0.44061393 0.58725001] -> F: 0.39951853254242325
Punto[1.         0.43998938 0.58776369] -> F: 0.4000482554631568
Punto[1.         0.43936482 0.58827738] -> F: 0.40058223430762596
Punto[1.         0.43874027 0.58879106] -> F: 0.4011204690758304
Punto[1.         0.43811572 0.58930475] -> F: 0.40166295976777033
Punto[1.         0.43749117 0.58981843] -> F: 0.40220970638344566
Punto[1.         0.43686662 0.59033212] -> F: 0.4027607089228563
Punto[1.         0.43624207 0.5908458 ] -> F: 0.4033159673860026
Punto[1.         0.43561752 0.59135949] -> F: 0.4038754817728842
Punto[1.         0.43499297 0.59187317] -> F: 0.4044392520835013
Punto[1.         0.43436842 0.59238686] -> F: 0.4050072783178535
Punto[1.         0.43374387 0.59290054] -> F: 0.4055795604759414
Punto[1.         0.43311932 0.59341423] -> F: 0.4061560985577645
Punto[1.         0.43249476 0.59392791] -> F: 0.4067368925633231
Punto[1.         0.43187021 0.59444159] -> F: 0.4073219424926174
Punto[1.         0.43124566 0.59495528] -> F: 0.40789779866958453
Punto[1.         0.43062111 0.59546896] -> F: 0.40846135931156474
Punto[1.         0.42999656 0.59598265] -> F: 0.40890818488959974
Punto[1.         0.42937201 0.59649633] -> F: 0.4084092254213699
Punto[1.         0.42874746 0.59701002] -> F: 0.40789964652083294
Punto[1.         0.42812291 0.5975237 ] -> F: 0.4073871910982439
Punto[1.         0.42749836 0.59803739] -> F: 0.4068749226441236
Punto[1.         0.42687381 0.59855107] -> F: 0.40636284115847177
Punto[1.         0.42624926 0.59906476] -> F: 0.4058509466412887
Punto[1.         0.4256247  0.59957844] -> F: 0.4053295803775902
Punto[1.         0.42500015 0.60009213] -> F: 0.40480396926333273
Punto[1.         0.4243756  0.60060581] -> F: 0.4042785555647336
Punto[1.         0.42375105 0.6011195 ] -> F: 0.4037533392817926
Punto[1.         0.4231265  0.60163318] -> F: 0.4032283204145099
Punto[1.         0.42250195 0.60214687] -> F: 0.4026960718194309
Punto[1.         0.4218774  0.60266055] -> F: 0.40215707938373685
Punto[1.         0.42125285 0.60317424] -> F: 0.40161829532978865
Punto[1.         0.4206283  0.60368792] -> F: 0.4010797196575865
Punto[1.         0.42000375 0.60420161] -> F: 0.4005413523671301
Punto[1.         0.41937919 0.60471529] -> F: 0.39999934936295856
Punto[1.         0.41875464 0.60522898] -> F: 0.3994467123422916
Punto[1.         0.41813009 0.60574266] -> F: 0.3988942952402161
Punto[1.         0.41750554 0.60625635] -> F: 0.398342098056732
Punto[1.         0.41688099 0.60677003] -> F: 0.39779012079183923
Punto[1.         0.41625644 0.60728372] -> F: 0.39723836344553803
Punto[1.         0.41563189 0.6077974 ] -> F: 0.39667317465499635
Punto[1.         0.41500734 0.60831109] -> F: 0.3961068209983416
Punto[1.         0.41438279 0.60882477] -> F: 0.39549566857888496
Punto[1.         0.41375824 0.60933846] -> F: 0.3948491051090223
Punto[1.         0.41313369 0.60985214] -> F: 0.39420302657360623
Punto[1.         0.41250913 0.61036582] -> F: 0.3935574329726365
Punto[1.         0.41188458 0.61087951] -> F: 0.39291232430611356
Punto[1.         0.41126003 0.61139319] -> F: 0.39226770057403704
Punto[1.         0.41063548 0.61190688] -> F: 0.391623561776407
Punto[1.         0.41001093 0.61242056] -> F: 0.3909799079132234
