Punto[0.         0.37599233 0.57738023] -> F: 0.11200757716947884
Punto[1.         0.45318218 0.54580256] -> F: 0.40065470573417655
Punto[2.         0.45588902 0.51322542] -> F: 0.16493461721055086
Punto[1.         0.41594068 0.54530282] -> F: 0.41113802965998747
Punto[1.         0.45243735 0.54579256] -> F: 0.4018371263322243
Punto[1.         0.45170742 0.54578277] -> F: 0.4029998688909789
Punto[1.         0.45097748 0.54577297] -> F: 0.40416654171762695
Punto[1.         0.45024755 0.54576318] -> F: 0.4053371448121682
Punto[1.         0.44951762 0.54575338] -> F: 0.4065116781746031
Punto[1.         0.44878768 0.54574359] -> F: 0.40769014180493135
Punto[1.         0.44805775 0.54573379] -> F: 0.408872535703153
Punto[1.         0.44732782 0.545724  ] -> F: 0.4100588598692683
Punto[1.         0.44659788 0.5457142 ] -> F: 0.41124911430327676
Punto[1.         0.44586795 0.54570441] -> F: 0.41244329900517884
Punto[1.         0.44513802 0.54569461] -> F: 0.41364141397497417
Punto[1.         0.44440808 0.54568482] -> F: 0.4148434592126631
Punto[1.         0.44367815 0.54567503] -> F: 0.4160494347182454
Punto[1.         0.44294822 0.54566523] -> F: 0.4172593404917208
Punto[1.         0.44221828 0.54565544] -> F: 0.41847317653308996
Punto[1.         0.44148835 0.54564564] -> F: 0.4196909428423527
Punto[1.         0.44075841 0.54563585] -> F: 0.4209126394195086
Punto[1.         0.44002848 0.54562605] -> F: 0.422138266264558
Punto[1.         0.43929855 0.54561626] -> F: 0.42336615473749434
Punto[1.         0.43856861 0.54560646] -> F: 0.42458065546033236
Punto[1.         0.43783868 0.54559667] -> F: 0.42579851499773635
Punto[1.         0.43710875 0.54558687] -> F: 0.4270197333497063
Punto[1.         0.43637881 0.54557708] -> F: 0.4278629626847945
Punto[1.         0.43564888 0.54556728] -> F: 0.4272919478505694
Punto[1.         0.43491895 0.54555749] -> F: 0.42672031513619835
Punto[1.         0.43418901 0.54554769] -> F: 0.42614806454168147
Punto[1.         0.43345908 0.5455379 ] -> F: 0.4255751960670188
Punto[1.         0.43272915 0.5455281 ] -> F: 0.4249353623255243
Punto[1.         0.43199921 0.54551831] -> F: 0.4243015104540236
Punto[1.         0.43126928 0.54550851] -> F: 0.42368249383747497
Punto[1.         0.43053935 0.54549872] -> F: 0.4230783124758781
Punto[1.         0.42980941 0.54548892] -> F: 0.4224889663692332
Punto[1.         0.42907948 0.54547913] -> F: 0.42191310613457367
Punto[1.         0.42834955 0.54546934] -> F: 0.42133925014268897
Punto[1.         0.42761961 0.54545954] -> F: 0.4207647820062702
Punto[1.         0.42688968 0.54544975] -> F: 0.4201897017253173
Punto[1.         0.42615974 0.54543995] -> F: 0.4196140092998302
Punto[1.         0.42542981 0.54543016] -> F: 0.41903770472980906
Punto[1.         0.42469988 0.54542036] -> F: 0.4184607880152538
Punto[1.         0.42396994 0.54541057] -> F: 0.4178832591561644
Punto[1.         0.42324001 0.54540077] -> F: 0.41730511815254095
Punto[1.         0.42251008 0.54539098] -> F: 0.41672636500438326
Punto[1.         0.42178014 0.54538118] -> F: 0.4161469997116916
Punto[1.         0.42105021 0.54537139] -> F: 0.41556702227446574
Punto[1.         0.42032028 0.54536159] -> F: 0.41498643269270563
Punto[1.         0.41959034 0.5453518 ] -> F: 0.41439154567290204
Punto[1.         0.41886041 0.545342  ] -> F: 0.41376763911408054
Punto[1.         0.41813048 0.54533221] -> F: 0.41315000292919557
Punto[1.         0.41740054 0.54532241] -> F: 0.412538637118247
Punto[1.         0.41667061 0.54531262] -> F: 0.41193354168123514
