Punto[0.         0.48285996 0.49263648] -> F: 0.11972770456957951
Punto[1.         0.47313928 0.5831869 ] -> F: 0.3463221947484884
Punto[2.         0.62283795 0.69946957] -> F: 0.13342173104595853
Punto[1.         0.55284895 0.59605302] -> F: 0.4101542575858065
Punto[1.         0.47473348 0.58344422] -> F: 0.3494113319778761
Punto[1.         0.47629579 0.58369639] -> F: 0.352561179665038
Punto[1.         0.4778581  0.58394857] -> F: 0.3558322832494872
Punto[1.         0.47942041 0.58420075] -> F: 0.35922464273122395
Punto[1.         0.48098272 0.58445292] -> F: 0.3624763126793916
Punto[1.         0.48254502 0.5847051 ] -> F: 0.3656473048977745
Punto[1.         0.48410733 0.58495728] -> F: 0.3688896173105093
Punto[1.         0.48566964 0.58520945] -> F: 0.3722032499175954
Punto[1.         0.48723195 0.58546163] -> F: 0.375588202719034
Punto[1.         0.48879426 0.5857138 ] -> F: 0.3790256703745177
Punto[1.         0.49035657 0.58596598] -> F: 0.3822775607238189
Punto[1.         0.49191888 0.58621816] -> F: 0.385581325934682
Punto[1.         0.49348119 0.58647033] -> F: 0.38893696600710703
Punto[1.         0.4950435  0.58672251] -> F: 0.39234448094109403
Punto[1.         0.49660581 0.58697468] -> F: 0.395803870736643
Punto[1.         0.49816812 0.58722686] -> F: 0.3991048069202336
Punto[1.         0.49973043 0.58747904] -> F: 0.4015455972910546
Punto[1.         0.50129274 0.58773121] -> F: 0.40448194392535636
Punto[1.         0.50285505 0.58798339] -> F: 0.4079520181231928
Punto[1.         0.50441736 0.58823556] -> F: 0.4116875178958262
Punto[1.         0.50597967 0.58848774] -> F: 0.41491650217510656
Punto[1.         0.50754198 0.58873992] -> F: 0.4181345300211221
Punto[1.         0.50910429 0.58899209] -> F: 0.4214738137644253
Punto[1.         0.5106666  0.58924427] -> F: 0.4249343534050162
Punto[1.         0.51222891 0.58949644] -> F: 0.4285161489428945
Punto[1.         0.51379122 0.58974862] -> F: 0.43208962791409994
Punto[1.         0.51535352 0.5900008 ] -> F: 0.4354415803355052
Punto[1.         0.51691583 0.59025297] -> F: 0.43869191538882335
Punto[1.         0.51847814 0.59050515] -> F: 0.43760162553863174
Punto[1.         0.52004045 0.59075732] -> F: 0.43651302829303246
Punto[1.         0.52160276 0.5910095 ] -> F: 0.43542702935266864
Punto[1.         0.52316507 0.59126168] -> F: 0.4343436287175408
Punto[1.         0.52472738 0.59151385] -> F: 0.43325653089950616
Punto[1.         0.52628969 0.59176603] -> F: 0.43214588131179793
Punto[1.         0.527852   0.59201821] -> F: 0.43103798903758983
Punto[1.         0.52941431 0.59227038] -> F: 0.429932854076882
Punto[1.         0.53097662 0.59252256] -> F: 0.4288304764296743
Punto[1.         0.53253893 0.59277473] -> F: 0.42771304117974956
Punto[1.         0.53410124 0.59302691] -> F: 0.42658394183862236
Punto[1.         0.53566355 0.59327909] -> F: 0.4254577647198632
Punto[1.         0.53722586 0.59353126] -> F: 0.42433450982347193
Punto[1.         0.53878817 0.59378344] -> F: 0.42321324515372893
Punto[1.         0.54035048 0.59403561] -> F: 0.42206357555671686
Punto[1.         0.54191279 0.59428779] -> F: 0.4209169995915086
Punto[1.         0.5434751  0.59453997] -> F: 0.4197735172581039
Punto[1.         0.54503741 0.59479214] -> F: 0.4186331285565032
Punto[1.         0.54659972 0.59504432] -> F: 0.4174759483514782
Punto[1.         0.54816202 0.59529649] -> F: 0.41630957024971504
Punto[1.         0.54972433 0.59554867] -> F: 0.4151464643653306
Punto[1.         0.55128664 0.59580085] -> F: 0.4133730217512195
