Punto[0.         0.54588204 0.42691755] -> F: 0.08724171644049859
Punto[1.         0.60652965 0.5160316 ] -> F: 0.3263271881989513
Punto[2.         0.48539569 0.49576884] -> F: 0.1382414484906386
Punto[1.         0.51563887 0.4613432 ] -> F: 0.3543361842267172
Punto[1.         0.60471184 0.51493783] -> F: 0.33091575888769653
Punto[1.         0.60293038 0.51386594] -> F: 0.3358003001265706
Punto[1.         0.60114892 0.51279405] -> F: 0.3400745140002106
Punto[1.         0.59936746 0.51172215] -> F: 0.34437292069878706
Punto[1.         0.597586   0.51065026] -> F: 0.34878966854383686
Punto[1.         0.59580454 0.50957837] -> F: 0.3533247575353607
Punto[1.         0.59402308 0.50850648] -> F: 0.35797818767335793
Punto[1.         0.59224162 0.50743458] -> F: 0.36231344245243835
Punto[1.         0.59046016 0.50636269] -> F: 0.3667061527806215
Punto[1.        0.5886787 0.5052908] -> F: 0.3711696437858067
Punto[1.         0.58689724 0.5042189 ] -> F: 0.3757039154679935
Punto[1.         0.58511578 0.50314701] -> F: 0.380229733975906
Punto[1.         0.58333432 0.50207512] -> F: 0.38460484205280654
Punto[1.         0.58155286 0.50100323] -> F: 0.3890317528597059
Punto[1.         0.5797714  0.49993133] -> F: 0.39351046639660475
Punto[1.         0.57798994 0.49885944] -> F: 0.3980409826635022
Punto[1.         0.57620849 0.49778755] -> F: 0.4024854054629284
Punto[1.         0.57442703 0.49671566] -> F: 0.40114573177297963
Punto[1.         0.57264557 0.49564376] -> F: 0.39980049800149875
Punto[1.         0.57086411 0.49457187] -> F: 0.3984587862030041
Punto[1.         0.56908265 0.49349998] -> F: 0.3971205963774958
Punto[1.         0.56730119 0.49242809] -> F: 0.39578592852497363
Punto[1.         0.56551973 0.49135619] -> F: 0.3944130182858813
Punto[1.         0.56373827 0.4902843 ] -> F: 0.39304350088129736
Punto[1.         0.56195681 0.48921241] -> F: 0.3916777321699996
Punto[1.         0.56017535 0.48814051] -> F: 0.3903157121519882
Punto[1.         0.55839389 0.48706862] -> F: 0.3889465587463815
Punto[1.         0.55661243 0.48599673] -> F: 0.3875493086755211
Punto[1.         0.55483097 0.48492484] -> F: 0.38615604805387727
Punto[1.         0.55304951 0.48385294] -> F: 0.3847667768814499
Punto[1.         0.55126805 0.48278105] -> F: 0.383381495158239
Punto[1.         0.54948659 0.48170916] -> F: 0.3819758091508288
Punto[1.         0.54770513 0.48063727] -> F: 0.38055505207485363
Punto[1.         0.54592368 0.47956537] -> F: 0.37913854097977673
Punto[1.         0.54414222 0.47849348] -> F: 0.37772627586559826
Punto[1.         0.54236076 0.47742159] -> F: 0.376318256732318
Punto[1.         0.5405793  0.47634969] -> F: 0.3748745106426161
Punto[1.         0.53879784 0.4752778 ] -> F: 0.3734306726878371
Punto[1.         0.53701638 0.47420591] -> F: 0.37199135505469494
Punto[1.         0.53523492 0.47313402] -> F: 0.37055655774318935
Punto[1.         0.53345346 0.47206212] -> F: 0.36911444727215914
Punto[1.         0.531672   0.47099023] -> F: 0.36764308651465094
Punto[1.         0.52989054 0.46991834] -> F: 0.36617654061894944
Punto[1.         0.52810908 0.46884645] -> F: 0.3647148095850548
Punto[1.         0.52632762 0.46777455] -> F: 0.3632578934129667
Punto[1.         0.52454616 0.46670266] -> F: 0.3617759536860998
Punto[1.         0.5227647  0.46563077] -> F: 0.36028192456197783
Punto[1.         0.52098324 0.46455888] -> F: 0.3587934219935044
Punto[1.         0.51920178 0.46348698] -> F: 0.3573105275724127
Punto[1.         0.51742032 0.46241509] -> F: 0.3558332412987026
