Punto[0.         0.43475212 0.41953896] -> F: 0.04082949888953151
Punto[1.         0.35545253 0.3894932 ] -> F: 0.36078531136127306
Punto[2.         0.48581112 0.2327226 ] -> F: 0.13760495509283802
Punto[1.         0.46028162 0.32613078] -> F: 0.2477060865096071
Punto[1.         0.35754911 0.38822595] -> F: 0.36578274258376703
Punto[1.         0.35960376 0.38698405] -> F: 0.37071689149837533
Punto[1.         0.36165841 0.38574214] -> F: 0.37433656786131003
Punto[1.         0.36371306 0.38450024] -> F: 0.37700032269437117
Punto[1.         0.36576771 0.38325834] -> F: 0.3760283349211355
Punto[1.         0.36782236 0.38201643] -> F: 0.37482263446632813
Punto[1.         0.36987701 0.38077453] -> F: 0.373564291064077
Punto[1.         0.37193166 0.37953263] -> F: 0.3722534758474665
Punto[1.         0.37398631 0.37829072] -> F: 0.37089055394201986
Punto[1.         0.37604096 0.37704882] -> F: 0.36947601709663974
Punto[1.         0.37809561 0.37580692] -> F: 0.36699353247304684
Punto[1.         0.38015026 0.37456501] -> F: 0.3636883236586638
Punto[1.         0.38220491 0.37332311] -> F: 0.3603971520004422
Punto[1.         0.38425956 0.37208121] -> F: 0.3571227247994343
Punto[1.         0.38631421 0.3708393 ] -> F: 0.35386504205564034
Punto[1.         0.38836886 0.3695974 ] -> F: 0.3506241037690603
Punto[1.         0.39042352 0.36835549] -> F: 0.347399909939694
Punto[1.         0.39247817 0.36711359] -> F: 0.34419246056754155
Punto[1.         0.39453282 0.36587169] -> F: 0.3410017556526029
Punto[1.         0.39658747 0.36462978] -> F: 0.3378277951948783
Punto[1.         0.39864212 0.36338788] -> F: 0.3346705791943674
Punto[1.         0.40069677 0.36214598] -> F: 0.33153010765107055
Punto[1.         0.40275142 0.36090407] -> F: 0.32840638056498733
Punto[1.         0.40480607 0.35966217] -> F: 0.325299397936118
Punto[1.         0.40686072 0.35842027] -> F: 0.3222091597644625
Punto[1.         0.40891537 0.35717836] -> F: 0.3191356660500209
Punto[1.         0.41097002 0.35593646] -> F: 0.3160789167927932
Punto[1.         0.41302467 0.35469456] -> F: 0.31303891199277933
Punto[1.         0.41507932 0.35345265] -> F: 0.31001565164997924
Punto[1.         0.41713397 0.35221075] -> F: 0.30700913576439315
Punto[1.         0.41918862 0.35096885] -> F: 0.3040193643360207
Punto[1.         0.42124327 0.34972694] -> F: 0.30104633736486225
Punto[1.         0.42329792 0.34848504] -> F: 0.29809005485091755
Punto[1.         0.42535257 0.34724314] -> F: 0.2951505167941869
Punto[1.         0.42740722 0.34600123] -> F: 0.29222772319466994
Punto[1.         0.42946187 0.34475933] -> F: 0.2893216740523669
Punto[1.         0.43151652 0.34351743] -> F: 0.2864323693672776
Punto[1.         0.43357117 0.34227552] -> F: 0.28355980913940226
Punto[1.         0.43562582 0.34103362] -> F: 0.28070399336874075
Punto[1.         0.43768047 0.33979172] -> F: 0.27786492205529306
Punto[1.         0.43973512 0.33854981] -> F: 0.2750425951990592
Punto[1.         0.44178977 0.33730791] -> F: 0.2722370128000392
Punto[1.         0.44384442 0.33606601] -> F: 0.2694481748582332
Punto[1.         0.44589907 0.3348241 ] -> F: 0.266676081373641
Punto[1.         0.44795372 0.3335822 ] -> F: 0.2639207323462625
Punto[1.         0.45000837 0.3323403 ] -> F: 0.261182127776098
Punto[1.         0.45206302 0.33109839] -> F: 0.2584602676631473
Punto[1.         0.45411767 0.32985649] -> F: 0.2557538792417589
Punto[1.         0.45617232 0.32861459] -> F: 0.2530543979882322
Punto[1.         0.45822697 0.32737268] -> F: 0.2503718004108482
