Punto[0.         0.49845901 0.51578201] -> F: 0.19333152405293652
Punto[1.         0.50524614 0.50716918] -> F: 0.355186762710721
Punto[2.         0.53860343 0.59146204] -> F: 0.06313244925413222
Punto[1.         0.51853122 0.55362203] -> F: 0.32723144841439555
Punto[1.         0.50551185 0.50809824] -> F: 0.35577059798963634
Punto[1.         0.50577223 0.50900872] -> F: 0.35632475719476175
Punto[1.         0.50603262 0.50991919] -> F: 0.3568857285016409
Punto[1.         0.50629301 0.51082967] -> F: 0.3574535119102741
Punto[1.         0.5065534  0.51174014] -> F: 0.3580281074206611
Punto[1.         0.50681378 0.51265062] -> F: 0.35860951503280214
Punto[1.         0.50707417 0.5135611 ] -> F: 0.35919773474669725
Punto[1.         0.50733456 0.51447157] -> F: 0.35877027913288595
Punto[1.         0.50759495 0.51538205] -> F: 0.35813757853911193
Punto[1.         0.50785533 0.51629252] -> F: 0.35750668082581727
Punto[1.         0.50811572 0.517203  ] -> F: 0.35687448025991503
Punto[1.         0.50837611 0.51811347] -> F: 0.35617769655058007
Punto[1.         0.5086365  0.51902395] -> F: 0.3554829575037505
Punto[1.         0.50889688 0.51993443] -> F: 0.35478337499696344
Punto[1.         0.50915727 0.5208449 ] -> F: 0.35408457669982957
Punto[1.         0.50941766 0.52175538] -> F: 0.3533876794444841
Punto[1.         0.50967805 0.52266585] -> F: 0.3526926832309273
Punto[1.         0.50993843 0.52357633] -> F: 0.35199958805915893
Punto[1.         0.51019882 0.5244868 ] -> F: 0.35130839392917945
Punto[1.         0.51045921 0.52539728] -> F: 0.3506191008409883
Punto[1.         0.51071959 0.52630776] -> F: 0.3499278311425262
Punto[1.         0.51097998 0.52721823] -> F: 0.34923545380878845
Punto[1.         0.51124037 0.52812871] -> F: 0.34854485637591204
Punto[1.         0.51150076 0.52903918] -> F: 0.34785603884389654
Punto[1.         0.51176114 0.52994966] -> F: 0.3471612407960537
Punto[1.         0.51202153 0.53086013] -> F: 0.346424854632365
Punto[1.         0.51228192 0.53177061] -> F: 0.3456839531770124
Punto[1.         0.51254231 0.53268109] -> F: 0.3449379341627617
Punto[1.         0.51280269 0.53359156] -> F: 0.3441946017565485
Punto[1.         0.51306308 0.53450204] -> F: 0.3434539559583723
Punto[1.         0.51332347 0.53541251] -> F: 0.34271599676823333
Punto[1.         0.51358386 0.53632299] -> F: 0.3419807241861315
Punto[1.         0.51384424 0.53723346] -> F: 0.341248138212067
Punto[1.         0.51410463 0.53814394] -> F: 0.3405077650084871
Punto[1.         0.51436502 0.53905442] -> F: 0.3397671990004376
Punto[1.         0.51462541 0.53996489] -> F: 0.33902905967122376
Punto[1.         0.51488579 0.54087537] -> F: 0.33829189740633103
Punto[1.         0.51514618 0.54178584] -> F: 0.33749256258356697
Punto[1.         0.51540657 0.54269632] -> F: 0.3366981022732997
Punto[1.         0.51566696 0.54360679] -> F: 0.33590851647552944
Punto[1.         0.51592734 0.54451727] -> F: 0.33512380519025625
Punto[1.         0.51618773 0.54542775] -> F: 0.3343439684174798
Punto[1.         0.51644812 0.54633822] -> F: 0.3335672993386261
Punto[1.         0.51670851 0.5472487 ] -> F: 0.33277098839548896
Punto[1.         0.51696889 0.54815917] -> F: 0.33197872154449953
Punto[1.         0.51722928 0.54906965] -> F: 0.3311904987856575
Punto[1.         0.51748967 0.54998012] -> F: 0.3304063201189631
Punto[1.         0.51775006 0.5508906 ] -> F: 0.3296261855444164
Punto[1.         0.51801044 0.55180108] -> F: 0.3288500950620173
Punto[1.         0.51827083 0.55271155] -> F: 0.32806497940469975
