Punto[0.         0.38200007 0.49453099] -> F: 0.12100744670276876
Punto[1.         0.48231593 0.58887357] -> F: 0.4105535048178964
Punto[2.         0.59379586 0.55753217] -> F: 0.10462257193864476
Punto[1.         0.48789796 0.52603158] -> F: 0.42673648516322465
Punto[1.         0.48242757 0.58761673] -> F: 0.41296975344495396
Punto[1.         0.48253697 0.58638503] -> F: 0.41534378551983836
Punto[1.         0.48264638 0.58515332] -> F: 0.417712621325385
Punto[1.         0.48275579 0.58392162] -> F: 0.42007984409376314
Punto[1.         0.4828652  0.58268992] -> F: 0.42245310707796985
Punto[1.         0.48297461 0.58145821] -> F: 0.42483241027800495
Punto[1.         0.48308401 0.58022651] -> F: 0.4272177536938681
Punto[1.         0.48319342 0.57899481] -> F: 0.42960913732555994
Punto[1.         0.48330283 0.57776311] -> F: 0.4320065611730801
Punto[1.         0.48341224 0.5765314 ] -> F: 0.4344100252364286
Punto[1.         0.48352165 0.5752997 ] -> F: 0.43681952951560565
Punto[1.         0.48363105 0.574068  ] -> F: 0.4392350740106113
Punto[1.         0.48374046 0.57283629] -> F: 0.441656658721445
Punto[1.         0.48384987 0.57160459] -> F: 0.4440842836481074
Punto[1.         0.48395928 0.57037289] -> F: 0.4465179487905979
Punto[1.         0.48406869 0.56914118] -> F: 0.44895765414891714
Punto[1.         0.48417809 0.56790948] -> F: 0.4514033997230645
Punto[1.         0.4842875  0.56667778] -> F: 0.4538551855130405
Punto[1.         0.48439691 0.56544608] -> F: 0.45631301151884485
Punto[1.         0.48450632 0.56421437] -> F: 0.4587768777404776
Punto[1.         0.48461573 0.56298267] -> F: 0.46124678417793885
Punto[1.         0.48472513 0.56175097] -> F: 0.46326743129581044
Punto[1.         0.48483454 0.56051926] -> F: 0.4624051334131624
Punto[1.         0.48494395 0.55928756] -> F: 0.4615386775316796
Punto[1.         0.48505336 0.55805586] -> F: 0.46066806365136204
Punto[1.         0.48516277 0.55682415] -> F: 0.45979329177220957
Punto[1.         0.48527217 0.55559245] -> F: 0.4589143618942222
Punto[1.         0.48538158 0.55436075] -> F: 0.45803127401739996
Punto[1.         0.48549099 0.55312905] -> F: 0.45710229180412604
Punto[1.         0.4856004  0.55189734] -> F: 0.4561552081289518
Punto[1.         0.48570981 0.55066564] -> F: 0.45522545876781856
Punto[1.         0.48581921 0.54943394] -> F: 0.4543130437207265
Punto[1.         0.48592862 0.54820223] -> F: 0.4534092086643259
Punto[1.         0.48603803 0.54697053] -> F: 0.451931609367179
Punto[1.         0.48614744 0.54573883] -> F: 0.45029573515200355
Punto[1.         0.48625685 0.54450713] -> F: 0.4486898720074435
Punto[1.         0.48636625 0.54327542] -> F: 0.44711401993349875
Punto[1.         0.48647566 0.54204372] -> F: 0.44556817893016903
Punto[1.         0.48658507 0.54081202] -> F: 0.4438468653346178
Punto[1.         0.48669448 0.53958031] -> F: 0.4420550617896537
Punto[1.         0.48680389 0.53834861] -> F: 0.44025951534884983
Punto[1.         0.48691329 0.53711691] -> F: 0.4384784042049985
Punto[1.        0.4870227 0.5358852] -> F: 0.4368343498847118
Punto[1.         0.48713211 0.5346535 ] -> F: 0.4353502277724068
Punto[1.         0.48724152 0.5334218 ] -> F: 0.43402603786808336
Punto[1.         0.48735092 0.5321901 ] -> F: 0.43286178017174115
Punto[1.         0.48746033 0.53095839] -> F: 0.4317847864064095
Punto[1.         0.48756974 0.52972669] -> F: 0.4305487097070234
Punto[1.         0.48767915 0.52849499] -> F: 0.4292284556563779
Punto[1.         0.48778856 0.52726328] -> F: 0.42795771414177824
