Punto[0.         0.48107721 0.77367837] -> F: 0.12766612527709434
Punto[1.         0.53910936 0.59000332] -> F: 0.3827787823239418
Punto[2.         0.42665845 0.4319536 ] -> F: 0.07682877811505032
Punto[1.         0.45386783 0.60281598] -> F: 0.3577933185777504
Punto[1.         0.53740453 0.59025957] -> F: 0.3841270513047954
Punto[1.         0.53573379 0.5905107 ] -> F: 0.3854632081267177
Punto[1.         0.53406306 0.59076183] -> F: 0.3868140681367935
Punto[1.         0.53239232 0.59101296] -> F: 0.3881796313350229
Punto[1.         0.53072159 0.59126409] -> F: 0.3894890535510011
Punto[1.         0.52905086 0.59151521] -> F: 0.390611135575519
Punto[1.         0.52738012 0.59176634] -> F: 0.3917579051768233
Punto[1.         0.52570939 0.59201747] -> F: 0.3929293623549145
Punto[1.         0.52403865 0.5922686 ] -> F: 0.39412550710979266
Punto[1.         0.52236792 0.59251973] -> F: 0.3953463394414576
Punto[1.         0.52069719 0.59277085] -> F: 0.3965918593499095
Punto[1.         0.51902645 0.59302198] -> F: 0.39786206683514813
Punto[1.         0.51735572 0.59327311] -> F: 0.39915696189717387
Punto[1.         0.51568498 0.59352424] -> F: 0.40047654453598625
Punto[1.         0.51401425 0.59377537] -> F: 0.4018208147515855
Punto[1.         0.51234352 0.5940265 ] -> F: 0.40318977254397176
Punto[1.         0.51067278 0.59427762] -> F: 0.40399327963408727
Punto[1.         0.50900205 0.59452875] -> F: 0.4025721080454563
Punto[1.         0.50733131 0.59477988] -> F: 0.4011547151964991
Punto[1.         0.50566058 0.59503101] -> F: 0.3997411010872161
Punto[1.         0.50398985 0.59528214] -> F: 0.3983312657176071
Punto[1.         0.50231911 0.59553326] -> F: 0.396925209087672
Punto[1.         0.50064838 0.59578439] -> F: 0.39552293119741094
Punto[1.         0.49897764 0.59603552] -> F: 0.39412443204682396
Punto[1.         0.49730691 0.59628665] -> F: 0.39272971163591086
Punto[1.         0.49563618 0.59653778] -> F: 0.39133876996467176
Punto[1.         0.49396544 0.59678891] -> F: 0.3899516070331069
Punto[1.         0.49229471 0.59704003] -> F: 0.3885682228412157
Punto[1.         0.49062397 0.59729116] -> F: 0.38718861738899885
Punto[1.         0.48895324 0.59754229] -> F: 0.38581279067645585
Punto[1.         0.48728251 0.59779342] -> F: 0.38444074270358697
Punto[1.         0.48561177 0.59804455] -> F: 0.383072473470392
Punto[1.         0.48394104 0.59829567] -> F: 0.38170798297687114
Punto[1.        0.4822703 0.5985468] -> F: 0.3803472712230242
Punto[1.         0.48059957 0.59879793] -> F: 0.37899033820885125
Punto[1.         0.47892884 0.59904906] -> F: 0.37763718393435236
Punto[1.         0.4772581  0.59930019] -> F: 0.37628780839952747
Punto[1.         0.47558737 0.59955131] -> F: 0.37494221160437663
Punto[1.         0.47391663 0.59980244] -> F: 0.3736003935488997
Punto[1.         0.4722459  0.60005357] -> F: 0.37226235423309695
Punto[1.         0.47057517 0.6003047 ] -> F: 0.3709280936569681
Punto[1.         0.46890443 0.60055583] -> F: 0.3695976118205132
Punto[1.         0.4672337  0.60080696] -> F: 0.3682709087237325
Punto[1.         0.46556296 0.60105808] -> F: 0.3669479843666257
Punto[1.         0.46389223 0.60130921] -> F: 0.3656288387491929
Punto[1.         0.4622215  0.60156034] -> F: 0.36431347187143404
Punto[1.         0.46055076 0.60181147] -> F: 0.3630018837333494
Punto[1.         0.45888003 0.6020626 ] -> F: 0.3616940743349386
Punto[1.         0.4572093  0.60231372] -> F: 0.36039004367620187
Punto[1.         0.45553856 0.60256485] -> F: 0.35908979175713907
