Punto[0.         0.44793829 0.25547237] -> F: 0.11399571082489417
Punto[1.         0.45538921 0.49873444] -> F: 0.336684779978016
Punto[2.         0.72603999 0.64528918] -> F: 0.05709642836065077
Punto[1.         0.58698914 0.45038077] -> F: 0.26938587974300465
Punto[1.         0.45802121 0.49776736] -> F: 0.3419017144745369
Punto[1.         0.46060057 0.49681963] -> F: 0.34651132665156953
Punto[1.         0.46317992 0.4958719 ] -> F: 0.35094944469383293
Punto[1.         0.46575928 0.49492417] -> F: 0.35577323600049193
Punto[1.         0.46833864 0.49397644] -> F: 0.36098270057154647
Punto[1.         0.470918   0.49302871] -> F: 0.3659588420095749
Punto[1.         0.47349736 0.49208097] -> F: 0.37099286423732086
Punto[1.         0.47607672 0.49113324] -> F: 0.37658903878513866
Punto[1.         0.47865608 0.49018551] -> F: 0.3827473656530288
Punto[1.         0.48123543 0.48923778] -> F: 0.3878587762871062
Punto[1.         0.48381479 0.48829005] -> F: 0.39267084680942915
Punto[1.         0.48639415 0.48734231] -> F: 0.3961604469231199
Punto[1.         0.48897351 0.48639458] -> F: 0.3929207623789753
Punto[1.         0.49155287 0.48544685] -> F: 0.38968438211538525
Punto[1.         0.49413223 0.48449912] -> F: 0.3864331944489505
Punto[1.         0.49671159 0.48355139] -> F: 0.3831832485971741
Punto[1.         0.49929095 0.48260366] -> F: 0.3799366484937637
Punto[1.         0.5018703  0.48165592] -> F: 0.3766887558842093
Punto[1.         0.50444966 0.48070819] -> F: 0.37342827671018225
Punto[1.         0.50702902 0.47976046] -> F: 0.37017118593675274
Punto[1.         0.50960838 0.47881273] -> F: 0.3669174835639202
Punto[1.         0.51218774 0.477865  ] -> F: 0.3636564180901289
Punto[1.         0.5147671  0.47691726] -> F: 0.3603885129405912
Punto[1.         0.51734646 0.47596953] -> F: 0.35712404016739185
Punto[1.         0.51992581 0.4750218 ] -> F: 0.3538629997705308
Punto[1.         0.52250517 0.47407407] -> F: 0.3505893367985124
Punto[1.         0.52508453 0.47312634] -> F: 0.3473137141044497
Punto[1.         0.52766389 0.47217861] -> F: 0.34404156923920753
Punto[1.         0.53024325 0.47123087] -> F: 0.34077290220278617
Punto[1.         0.53282261 0.47028314] -> F: 0.3374873820873875
Punto[1.         0.53540197 0.46933541] -> F: 0.33420369254279514
Punto[1.         0.53798133 0.46838768] -> F: 0.330923527925954
Punto[1.         0.54056068 0.46743995] -> F: 0.32764620130060895
Punto[1.         0.54314004 0.46649221] -> F: 0.3243504585841174
Punto[1.         0.5457194  0.46554448] -> F: 0.3210582897297006
Punto[1.         0.54829876 0.46459675] -> F: 0.3177696947373582
Punto[1.         0.55087812 0.46364902] -> F: 0.31448329820876514
Punto[1.         0.55345748 0.46270129] -> F: 0.3111838365557391
Punto[1.         0.55603684 0.46175356] -> F: 0.30790319354519224
Punto[1.         0.55861619 0.46080582] -> F: 0.3046415957402257
Punto[1.         0.56119555 0.45985809] -> F: 0.30138032770676737
Punto[1.         0.56377491 0.45891036] -> F: 0.2981131758868732
Punto[1.         0.56635427 0.45796263] -> F: 0.294853823592219
Punto[1.         0.56893363 0.4570149 ] -> F: 0.291613571659527
Punto[1.         0.57151299 0.45606716] -> F: 0.2883930369926673
Punto[1.         0.57409235 0.45511943] -> F: 0.2851922195916399
Punto[1.         0.57667171 0.4541717 ] -> F: 0.2820111194564446
Punto[1.         0.57925106 0.45322397] -> F: 0.2788497365870814
Punto[1.         0.58183042 0.45227624] -> F: 0.27570807098355055
Punto[1.         0.58440978 0.45132851] -> F: 0.27254493712337813
