Punto[0.         0.36089322 0.39475742] -> F: 0.1252092972704777
Punto[1.         0.55445466 0.5027945 ] -> F: 0.370817258514001
Punto[2.         0.54675625 0.61380842] -> F: 0.08633796925565676
Punto[1.         0.45382473 0.50428292] -> F: 0.35586654549009683
Punto[1.         0.55244206 0.50282426] -> F: 0.37392539059589536
Punto[1.         0.55046971 0.50285344] -> F: 0.3768699432286358
Punto[1.         0.54849737 0.50288261] -> F: 0.38004200624368006
Punto[1.         0.54652502 0.50291178] -> F: 0.38316928318053906
Punto[1.         0.54455267 0.50294096] -> F: 0.3861060839492082
Punto[1.         0.54258033 0.50297013] -> F: 0.3890598577298619
Punto[1.         0.54060798 0.5029993 ] -> F: 0.39203060452249994
Punto[1.         0.53863563 0.50302848] -> F: 0.39501832432712264
Punto[1.         0.53666329 0.50305765] -> F: 0.39802301714372956
Punto[1.         0.53469094 0.50308682] -> F: 0.40104468297232054
Punto[1.         0.53271859 0.503116  ] -> F: 0.4040099287720244
Punto[1.         0.53074625 0.50314517] -> F: 0.40688967815487415
Punto[1.         0.5287739  0.50317434] -> F: 0.40978428108346315
Punto[1.         0.52680156 0.50320351] -> F: 0.41249183773218523
Punto[1.         0.52482921 0.50323269] -> F: 0.41315948563251764
Punto[1.         0.52285686 0.50326186] -> F: 0.4115561895799047
Punto[1.         0.52088452 0.50329103] -> F: 0.4099581300705974
Punto[1.         0.51891217 0.50332021] -> F: 0.40836530710459545
Punto[1.         0.51693982 0.50334938] -> F: 0.40677772068189877
Punto[1.         0.51496748 0.50337855] -> F: 0.4051953708025078
Punto[1.         0.51299513 0.50340773] -> F: 0.4036182574664221
Punto[1.         0.51102278 0.5034369 ] -> F: 0.4020463806736418
Punto[1.         0.50905044 0.50346607] -> F: 0.400479740424167
Punto[1.         0.50707809 0.50349525] -> F: 0.39891833671799753
Punto[1.         0.50510574 0.50352442] -> F: 0.39736216955513365
Punto[1.         0.5031334  0.50355359] -> F: 0.3958112389355751
Punto[1.         0.50116105 0.50358277] -> F: 0.39426554485932197
Punto[1.         0.4991887  0.50361194] -> F: 0.39272508732637434
Punto[1.         0.49721636 0.50364111] -> F: 0.39117864870439145
Punto[1.         0.49524401 0.50367028] -> F: 0.3896351118849481
Punto[1.         0.49327166 0.50369946] -> F: 0.38809690521809426
Punto[1.         0.49129932 0.50372863] -> F: 0.3865640287038299
Punto[1.         0.48932697 0.5037578 ] -> F: 0.3850364823421551
Punto[1.         0.48735463 0.50378698] -> F: 0.38351426613306966
Punto[1.         0.48538228 0.50381615] -> F: 0.3819973800765737
Punto[1.         0.48340993 0.50384532] -> F: 0.380452125062833
Punto[1.         0.48143759 0.5038745 ] -> F: 0.37889389136185203
Punto[1.         0.47946524 0.50390367] -> F: 0.3773466482570304
Punto[1.         0.47749289 0.50393284] -> F: 0.37581039574836783
Punto[1.         0.47552055 0.50396202] -> F: 0.37428449669430314
Punto[1.         0.4735482  0.50399119] -> F: 0.37276255404454994
Punto[1.         0.47157585 0.50402036] -> F: 0.3712429139527426
Punto[1.         0.46960351 0.50404954] -> F: 0.3695068112149631
Punto[1.         0.46763116 0.50407871] -> F: 0.36777731166343863
Punto[1.         0.46565881 0.50410788] -> F: 0.36605855836421347
Punto[1.         0.46368647 0.50413706] -> F: 0.36435055131728766
Punto[1.         0.46171412 0.50416623] -> F: 0.36263491907121065
Punto[1.         0.45974177 0.5041954 ] -> F: 0.3609263397816935
Punto[1.         0.45776943 0.50422457] -> F: 0.3592287510883354
Punto[1.         0.45579708 0.50425375] -> F: 0.3575421529911366
