Punto[0.         0.49850835 0.63536719] -> F: 0.05935152101776782
Punto[1.         0.56964708 0.45509613] -> F: 0.366778664409643
Punto[2.         0.49782558 0.29259878] -> F: 0.14655610045764048
Punto[1.         0.49816697 0.46398299] -> F: 0.32279127916246697
Punto[1.         0.56821748 0.45527386] -> F: 0.3679068437059587
Punto[1.         0.56681646 0.45544805] -> F: 0.3689888332873099
Punto[1.         0.56541545 0.45562223] -> F: 0.3699931315974923
Punto[1.         0.56401444 0.45579641] -> F: 0.3701576445240988
Punto[1.         0.56261343 0.45597059] -> F: 0.37032242539703686
Punto[1.         0.56121242 0.45614478] -> F: 0.37048747421630657
Punto[1.         0.55981141 0.45631896] -> F: 0.3706527909819079
Punto[1.         0.5584104  0.45649314] -> F: 0.37081837569384085
Punto[1.         0.55700939 0.45666732] -> F: 0.37098422835210537
Punto[1.         0.55560838 0.45684151] -> F: 0.37115034895670157
Punto[1.         0.55420737 0.45701569] -> F: 0.3713167375076295
Punto[1.         0.55280636 0.45718987] -> F: 0.371483394004889
Punto[1.         0.55140535 0.45736405] -> F: 0.37165031844848007
Punto[1.         0.55000434 0.45753824] -> F: 0.37181751083840286
Punto[1.         0.54860333 0.45771242] -> F: 0.3719849711746571
Punto[1.         0.54720232 0.4578866 ] -> F: 0.372152699457243
Punto[1.         0.54580131 0.45806078] -> F: 0.37122668259481045
Punto[1.         0.5444003  0.45823497] -> F: 0.3698239870725209
Punto[1.         0.54299929 0.45840915] -> F: 0.368422257268303
Punto[1.         0.54159828 0.45858333] -> F: 0.36702149318215627
Punto[1.         0.54019727 0.45875751] -> F: 0.36562169481408113
Punto[1.         0.53879626 0.4589317 ] -> F: 0.36422286216407757
Punto[1.         0.53739525 0.45910588] -> F: 0.3628249952321451
Punto[1.         0.53599424 0.45928006] -> F: 0.3614280940182843
Punto[1.         0.53459323 0.45945424] -> F: 0.3600292657080039
Punto[1.         0.53319222 0.45962843] -> F: 0.35862573415554455
Punto[1.         0.53179121 0.45980261] -> F: 0.3572231802188915
Punto[1.         0.5303902  0.45997679] -> F: 0.35582160389804485
Punto[1.         0.52898919 0.46015097] -> F: 0.3544210051930046
Punto[1.         0.52758818 0.46032515] -> F: 0.35302138410377093
Punto[1.         0.52618717 0.46049934] -> F: 0.3516227406303435
Punto[1.         0.52478616 0.46067352] -> F: 0.3502250747727226
Punto[1.         0.52338515 0.4608477 ] -> F: 0.3488283455970247
Punto[1.         0.52198414 0.46102188] -> F: 0.34742380112131016
Punto[1.         0.52058313 0.46119607] -> F: 0.3460202466802138
Punto[1.         0.51918212 0.46137025] -> F: 0.34461768227373574
Punto[1.         0.51778111 0.46154443] -> F: 0.3432161079018756
Punto[1.         0.5163801  0.46171861] -> F: 0.34181552356463357
Punto[1.         0.51497909 0.4618928 ] -> F: 0.34041592926200986
Punto[1.         0.51357808 0.46206698] -> F: 0.3390173249940041
Punto[1.         0.51217707 0.46224116] -> F: 0.3376197107606167
Punto[1.         0.51077606 0.46241534] -> F: 0.33621588437886374
Punto[1.         0.50937505 0.46258953] -> F: 0.33468159313801027
Punto[1.         0.50797404 0.46276371] -> F: 0.33317740755526687
Punto[1.         0.50657303 0.46293789] -> F: 0.33170332763063365
Punto[1.         0.50517202 0.46311207] -> F: 0.33020895598301386
Punto[1.         0.50377101 0.46328626] -> F: 0.32857113779170133
Punto[1.         0.50237    0.46346044] -> F: 0.3270633968194095
Punto[1.         0.50096899 0.46363462] -> F: 0.3256360402385343
Punto[1.         0.49956798 0.4638088 ] -> F: 0.3242122892701188
