Punto[0.         0.45708076 0.63160153] -> F: 0.10140892661082018
Punto[1.         0.51009304 0.5966661 ] -> F: 0.3896927279334053
Punto[2.         0.56064791 0.54917695] -> F: 0.19492604390233167
Punto[1.         0.50886433 0.59038924] -> F: 0.38935895570487483
Punto[1.         0.51006847 0.59654056] -> F: 0.38971019721731276
Punto[1.         0.51004439 0.59641754] -> F: 0.38972731697109125
Punto[1.         0.5100203  0.59629451] -> F: 0.3897444365818776
Punto[1.         0.50999622 0.59617148] -> F: 0.38976155604967205
Punto[1.         0.50997214 0.59604846] -> F: 0.3897786753744746
Punto[1.         0.50994806 0.59592543] -> F: 0.38979579455628505
Punto[1.         0.50992397 0.5958024 ] -> F: 0.38981291359510356
Punto[1.         0.50989989 0.59567938] -> F: 0.38983003249093
Punto[1.         0.50987581 0.59555635] -> F: 0.38984715124376446
Punto[1.         0.50985173 0.59543332] -> F: 0.3898642698536072
Punto[1.         0.50982764 0.5953103 ] -> F: 0.38988138832045777
Punto[1.         0.50980356 0.59518727] -> F: 0.38989850664431647
Punto[1.         0.50977948 0.59506425] -> F: 0.3899156248251831
Punto[1.         0.50975539 0.59494122] -> F: 0.3899327428630578
Punto[1.         0.50973131 0.59481819] -> F: 0.38994986075794064
Punto[1.         0.50970723 0.59469517] -> F: 0.3899669785098313
Punto[1.         0.50968315 0.59457214] -> F: 0.3899840961187301
Punto[1.         0.50965906 0.59444911] -> F: 0.39000121358463674
Punto[1.         0.50963498 0.59432609] -> F: 0.3900183309075516
Punto[1.         0.5096109  0.59420306] -> F: 0.39003544808747465
Punto[1.         0.50958682 0.59408003] -> F: 0.39005256512440556
Punto[1.         0.50956273 0.59395701] -> F: 0.3900696820183445
Punto[1.         0.50953865 0.59383398] -> F: 0.39008679876929153
Punto[1.         0.50951457 0.59371095] -> F: 0.39010391537724637
Punto[1.         0.50949048 0.59358793] -> F: 0.3901210318422095
Punto[1.        0.5094664 0.5934649] -> F: 0.3901381481641805
Punto[1.         0.50944232 0.59334187] -> F: 0.39015526434315945
Punto[1.         0.50941824 0.59321885] -> F: 0.39017238037914664
Punto[1.         0.50939415 0.59309582] -> F: 0.39018949627214194
Punto[1.         0.50937007 0.5929728 ] -> F: 0.3902066120221449
Punto[1.         0.50934599 0.59284977] -> F: 0.39022372762915625
Punto[1.         0.5093219  0.59272674] -> F: 0.39024084309317547
Punto[1.         0.50929782 0.59260372] -> F: 0.39025795841420274
Punto[1.         0.50927374 0.59248069] -> F: 0.3902750735922379
Punto[1.         0.50924966 0.59235766] -> F: 0.3902921886272812
Punto[1.         0.50922557 0.59223464] -> F: 0.39030930351933246
Punto[1.         0.50920149 0.59211161] -> F: 0.39032641826839204
Punto[1.         0.50917741 0.59198858] -> F: 0.3903019271651865
Punto[1.         0.50915333 0.59186556] -> F: 0.3902293681453268
Punto[1.         0.50912924 0.59174253] -> F: 0.39015681291774756
Punto[1.         0.50910516 0.5916195 ] -> F: 0.39008426148244857
Punto[1.         0.50908108 0.59149648] -> F: 0.39001171383942984
Punto[1.         0.50905699 0.59137345] -> F: 0.38993916998869144
Punto[1.         0.50903291 0.59125042] -> F: 0.38986662993023335
Punto[1.         0.50900883 0.5911274 ] -> F: 0.38979409366405554
Punto[1.         0.50898475 0.59100437] -> F: 0.389721561190158
Punto[1.         0.50896066 0.59088135] -> F: 0.38964903250854077
Punto[1.         0.50893658 0.59075832] -> F: 0.3895765076192038
Punto[1.         0.5089125  0.59063529] -> F: 0.3895039865221472
Punto[1.         0.50888842 0.59051227] -> F: 0.38943146921737093
