Punto[0.         0.50386653 0.37174551] -> F: 0.1339860876388439
Punto[1.         0.52840254 0.45202758] -> F: 0.35785049852924256
Punto[2.         0.40882239 0.57929012] -> F: 0.07117339392984985
Punto[1.         0.45634446 0.47551782] -> F: 0.36282213592949314
Punto[1.         0.52696138 0.45249739] -> F: 0.3595480268291832
Punto[1.         0.52554904 0.45295779] -> F: 0.36130431782042416
Punto[1.        0.5241367 0.4534182] -> F: 0.3632112494349319
Punto[1.         0.52272436 0.45387861] -> F: 0.3653086030793157
Punto[1.         0.52131203 0.45433902] -> F: 0.3675955740290579
Punto[1.         0.51989969 0.45479943] -> F: 0.37000658283104537
Punto[1.         0.51848735 0.45525984] -> F: 0.3725249761979617
Punto[1.         0.51707501 0.45572025] -> F: 0.3751855693308986
Punto[1.         0.51566267 0.45618066] -> F: 0.37798741955919407
Punto[1.         0.51425033 0.45664106] -> F: 0.38091006034578223
Punto[1.         0.51283799 0.45710147] -> F: 0.3838470952385512
Punto[1.         0.51142566 0.45756188] -> F: 0.38678235855135684
Punto[1.         0.51001332 0.45802229] -> F: 0.38959512868642554
Punto[1.         0.50860098 0.4584827 ] -> F: 0.39224407852653964
Punto[1.         0.50718864 0.45894311] -> F: 0.3949148965682523
Punto[1.         0.5057763  0.45940352] -> F: 0.3963941497173811
Punto[1.         0.50436396 0.45986392] -> F: 0.3978745959247893
Punto[1.         0.50295163 0.46032433] -> F: 0.39939253782312684
Punto[1.         0.50153929 0.46078474] -> F: 0.40095666177390815
Punto[1.         0.50012695 0.46124515] -> F: 0.40173722683037494
Punto[1.         0.49871461 0.46170556] -> F: 0.40050348393949137
Punto[1.         0.49730227 0.46216597] -> F: 0.39925587720151956
Punto[1.         0.49588993 0.46262638] -> F: 0.3980089083012605
Punto[1.         0.49447759 0.46308678] -> F: 0.39676257723871433
Punto[1.         0.49306526 0.46354719] -> F: 0.3955097301828709
Punto[1.         0.49165292 0.4640076 ] -> F: 0.3942558570777517
Punto[1.         0.49024058 0.46446801] -> F: 0.39300263088306847
Punto[1.         0.48882824 0.46492842] -> F: 0.3917500515988215
Punto[1.         0.4874159  0.46538883] -> F: 0.3904981192250105
Punto[1.         0.48600356 0.46584924] -> F: 0.38924683376163544
Punto[1.         0.48459123 0.46630965] -> F: 0.3879961952086967
Punto[1.         0.48317889 0.46677005] -> F: 0.386746203566194
Punto[1.         0.48176655 0.46723046] -> F: 0.38548866471444815
Punto[1.         0.48035421 0.46769087] -> F: 0.38423054171319954
Punto[1.         0.47894187 0.46815128] -> F: 0.38297307543204556
Punto[1.         0.47752953 0.46861169] -> F: 0.38171626587098645
Punto[1.         0.47611719 0.4690721 ] -> F: 0.380460113030022
Punto[1.         0.47470486 0.46953251] -> F: 0.37920461690915225
Punto[1.         0.47329252 0.46999291] -> F: 0.3779497775083774
Punto[1.         0.47188018 0.47045332] -> F: 0.37669559482769704
Punto[1.         0.47046784 0.47091373] -> F: 0.37543769692955997
Punto[1.         0.4690555  0.47137414] -> F: 0.37417470337857806
Punto[1.         0.46764316 0.47183455] -> F: 0.37291237720962245
Punto[1.         0.46623083 0.47229496] -> F: 0.3716507184226933
Punto[1.         0.46481849 0.47275537] -> F: 0.3703897270177908
Punto[1.         0.46340615 0.47321578] -> F: 0.3691294029949146
Punto[1.         0.46199381 0.47367618] -> F: 0.3678697463540651
Punto[1.         0.46058147 0.47413659] -> F: 0.366610757095242
Punto[1.         0.45916913 0.474597  ] -> F: 0.36535243521844546
Punto[1.         0.45775679 0.47505741] -> F: 0.3640900451311651
