Punto[0.         0.27784394 0.39291184] -> F: 0.07279604892293381
Punto[1.         0.47492179 0.57546625] -> F: 0.3500630116208386
Punto[2.         0.4980658  0.66460584] -> F: 0.12104615851578479
Punto[1.         0.38795487 0.52875884] -> F: 0.3390983853289212
Punto[1.         0.47318245 0.5745321 ] -> F: 0.35350603348019294
Punto[1.         0.4714779  0.57361664] -> F: 0.3568159554781548
Punto[1.         0.46977335 0.57270117] -> F: 0.360036741156477
Punto[1.         0.46806879 0.57178571] -> F: 0.3634266071987475
Punto[1.         0.46636424 0.57087024] -> F: 0.36698712941799694
Punto[1.         0.46465969 0.56995478] -> F: 0.3702403235071016
Punto[1.         0.46295514 0.56903931] -> F: 0.3735629167061406
Punto[1.         0.46125059 0.56812385] -> F: 0.3781769483171593
Punto[1.         0.45954604 0.56720838] -> F: 0.38293578006477824
Punto[1.         0.45784149 0.56629292] -> F: 0.3873495831689195
Punto[1.         0.45613693 0.56537745] -> F: 0.39193404245003943
Punto[1.         0.45443238 0.56446199] -> F: 0.39668915790813797
Punto[1.         0.45272783 0.56354652] -> F: 0.4013344105432744
Punto[1.         0.45102328 0.56263106] -> F: 0.40593068677686683
Punto[1.         0.44931873 0.56171559] -> F: 0.41062089810969066
Punto[1.         0.44761418 0.56080012] -> F: 0.4152855464219594
Punto[1.         0.44590962 0.55988466] -> F: 0.41303411441135934
Punto[1.         0.44420507 0.55896919] -> F: 0.4107870739289577
Punto[1.         0.44250052 0.55805373] -> F: 0.408544424974754
Punto[1.         0.44079597 0.55713826] -> F: 0.4063061675487488
Punto[1.         0.43909142 0.5562228 ] -> F: 0.40407230165094193
Punto[1.         0.43738687 0.55530733] -> F: 0.4018428272813332
Punto[1.         0.43568231 0.55439187] -> F: 0.3996177444399226
Punto[1.         0.43397776 0.5534764 ] -> F: 0.3973970531267104
Punto[1.         0.43227321 0.55256094] -> F: 0.3951807533416965
Punto[1.         0.43056866 0.55164547] -> F: 0.3929688450848806
Punto[1.         0.42886411 0.55073001] -> F: 0.3907613283562633
Punto[1.         0.42715956 0.54981454] -> F: 0.3885582031558439
Punto[1.         0.42545501 0.54889908] -> F: 0.386359469483623
Punto[1.         0.42375045 0.54798361] -> F: 0.38416512733960034
Punto[1.         0.4220459  0.54706815] -> F: 0.38197517672377596
Punto[1.         0.42034135 0.54615268] -> F: 0.3797896176361497
Punto[1.         0.4186368  0.54523722] -> F: 0.3776084500767218
Punto[1.         0.41693225 0.54432175] -> F: 0.3754316740454922
Punto[1.         0.4152277  0.54340628] -> F: 0.3732592895424607
Punto[1.         0.41352314 0.54249082] -> F: 0.3710912965676277
Punto[1.         0.41181859 0.54157535] -> F: 0.3689276951209927
Punto[1.         0.41011404 0.54065989] -> F: 0.36676848520255606
Punto[1.         0.40840949 0.53974442] -> F: 0.3646136668123177
Punto[1.         0.40670494 0.53882896] -> F: 0.36246323995027757
Punto[1.         0.40500039 0.53791349] -> F: 0.3603172046164357
Punto[1.         0.40329583 0.53699803] -> F: 0.35817556081079227
Punto[1.         0.40159128 0.53608256] -> F: 0.3560383085333467
Punto[1.         0.39988673 0.5351671 ] -> F: 0.3539054477840997
Punto[1.         0.39818218 0.53425163] -> F: 0.3517769785630509
Punto[1.         0.39647763 0.53333617] -> F: 0.3496529008702003
Punto[1.         0.39477308 0.5324207 ] -> F: 0.34753321470554793
Punto[1.         0.39306853 0.53150524] -> F: 0.3454179200690939
Punto[1.         0.39136397 0.53058977] -> F: 0.3433070169608381
Punto[1.         0.38965942 0.52967431] -> F: 0.3412005053807806
