Punto[0.         0.50894054 0.54264588] -> F: 0.07859961496127704
Punto[1.         0.53230277 0.52321563] -> F: 0.3780902629185342
Punto[2.         0.52178055 0.56917065] -> F: 0.1822679523684948
Punto[1.         0.51536054 0.55590826] -> F: 0.36659128500325144
Punto[1.         0.53196392 0.52386948] -> F: 0.3778745127997892
Punto[1.         0.53163185 0.52451026] -> F: 0.3776631736956352
Punto[1.         0.53129979 0.52515104] -> F: 0.37745192963387697
Punto[1.         0.53096772 0.52579181] -> F: 0.37724078061451444
Punto[1.         0.53063565 0.52643259] -> F: 0.3770297266375476
Punto[1.         0.53030358 0.52707336] -> F: 0.37681876770297645
Punto[1.         0.52997152 0.52771414] -> F: 0.3766079038108011
Punto[1.         0.52963945 0.52835491] -> F: 0.3763971349610216
Punto[1.         0.52930738 0.52899569] -> F: 0.37618646115363774
Punto[1.         0.52897531 0.52963646] -> F: 0.3759758823886497
Punto[1.         0.52864325 0.53027724] -> F: 0.37576539866605724
Punto[1.         0.52831118 0.53091802] -> F: 0.3755550099858606
Punto[1.         0.52797911 0.53155879] -> F: 0.3753434595731451
Punto[1.         0.52764704 0.53219957] -> F: 0.3751168893510516
Punto[1.         0.52731498 0.53284034] -> F: 0.3748904295574302
Punto[1.         0.52698291 0.53348112] -> F: 0.37466408019228087
Punto[1.         0.52665084 0.53412189] -> F: 0.37443784125560353
Punto[1.         0.52631877 0.53476267] -> F: 0.37421171274739823
Punto[1.         0.52598671 0.53540344] -> F: 0.3739856946676652
Punto[1.         0.52565464 0.53604422] -> F: 0.373759787016404
Punto[1.         0.52532257 0.536685  ] -> F: 0.3735339897936149
Punto[1.         0.5249905  0.53732577] -> F: 0.37330830299929796
Punto[1.         0.52465843 0.53796655] -> F: 0.373082726633453
Punto[1.         0.52432637 0.53860732] -> F: 0.37285726069608
Punto[1.        0.5239943 0.5392481] -> F: 0.3726319051871792
Punto[1.         0.52366223 0.53988887] -> F: 0.37240666010675044
Punto[1.         0.52333016 0.54052965] -> F: 0.3721815254547937
Punto[1.         0.5229981  0.54117043] -> F: 0.371956501231309
Punto[1.         0.52266603 0.5418112 ] -> F: 0.37173158743629636
Punto[1.         0.52233396 0.54245198] -> F: 0.37150678406975585
Punto[1.         0.52200189 0.54309275] -> F: 0.3712820911316873
Punto[1.         0.52166983 0.54373353] -> F: 0.3710575086220908
Punto[1.         0.52133776 0.5443743 ] -> F: 0.37083303654096644
Punto[1.         0.52100569 0.54501508] -> F: 0.3706086748883141
Punto[1.         0.52067362 0.54565585] -> F: 0.37038442366413377
Punto[1.         0.52034156 0.54629663] -> F: 0.3701602828684255
Punto[1.         0.52000949 0.54693741] -> F: 0.36993625250118933
Punto[1.         0.51967742 0.54757818] -> F: 0.3696997976948139
Punto[1.         0.51934535 0.54821896] -> F: 0.36945992014256646
Punto[1.         0.51901329 0.54885973] -> F: 0.36922016945554526
Punto[1.         0.51868122 0.54950051] -> F: 0.36898054563375043
Punto[1.         0.51834915 0.55014128] -> F: 0.3687410486771819
Punto[1.         0.51801708 0.55078206] -> F: 0.36850167858583976
Punto[1.         0.51768502 0.55142284] -> F: 0.36826243535972397
Punto[1.         0.51735295 0.55206361] -> F: 0.36802331899883456
Punto[1.         0.51702088 0.55270439] -> F: 0.3677843295031715
Punto[1.         0.51668881 0.55334516] -> F: 0.36754546687273487
Punto[1.         0.51635675 0.55398594] -> F: 0.3673067311075245
Punto[1.         0.51602468 0.55462671] -> F: 0.3670681222075405
Punto[1.         0.51569261 0.55526749] -> F: 0.36682964017278286
