Punto[0.         0.56009813 0.44193927] -> F: 0.11190732239240754
Punto[1.         0.43265842 0.41452982] -> F: 0.30785155903948086
Punto[2.         0.48687294 0.56411217] -> F: 0.09712102341237071
Punto[1.         0.52348553 0.50302572] -> F: 0.3769319013644929
Punto[1.         0.43447497 0.41629974] -> F: 0.311337411755123
Punto[1.         0.43625518 0.41803426] -> F: 0.31487393609021647
Punto[1.         0.43803539 0.41976878] -> F: 0.3183767246115148
Punto[1.        0.4398156 0.4215033] -> F: 0.3217142199092166
Punto[1.         0.44159581 0.42323782] -> F: 0.32528387286895916
Punto[1.         0.44337602 0.42497234] -> F: 0.3290856834907427
Punto[1.         0.44515623 0.42670686] -> F: 0.3324551921155197
Punto[1.         0.44693644 0.42844138] -> F: 0.3373833235049991
Punto[1.         0.44871666 0.4301759 ] -> F: 0.34188406132833854
Punto[1.         0.45049687 0.43191042] -> F: 0.34661450259828536
Punto[1.         0.45227708 0.43364494] -> F: 0.35157710153027316
Punto[1.         0.45405729 0.43537946] -> F: 0.35677185812430173
Punto[1.         0.4558375  0.43711398] -> F: 0.3613767051685246
Punto[1.         0.45761771 0.4388485 ] -> F: 0.3650795216825338
Punto[1.         0.45939792 0.44058302] -> F: 0.3688179080558084
Punto[1.         0.46117814 0.44231754] -> F: 0.3722439470744954
Punto[1.         0.46295835 0.44405206] -> F: 0.37590214375522324
Punto[1.         0.46473856 0.44578658] -> F: 0.379792498097992
Punto[1.         0.46651877 0.4475211 ] -> F: 0.3836713457079379
Punto[1.         0.46829898 0.44925562] -> F: 0.38723854265200464
Punto[1.         0.47007919 0.45099013] -> F: 0.3928565070985434
Punto[1.         0.4718594  0.45272465] -> F: 0.39767549208947534
Punto[1.         0.47363962 0.45445917] -> F: 0.40272663474244835
Punto[1.         0.47541983 0.45619369] -> F: 0.4080099350574624
Punto[1.         0.47720004 0.45792821] -> F: 0.41352539303451724
Punto[1.         0.47898025 0.45966273] -> F: 0.4188087847218881
Punto[1.         0.48076046 0.46139725] -> F: 0.42406084538110456
Punto[1.         0.48254067 0.46313177] -> F: 0.42649452321859743
Punto[1.         0.48432088 0.46486629] -> F: 0.4250332594638379
Punto[1.         0.48610109 0.46660081] -> F: 0.4235602185215241
Punto[1.         0.48788131 0.46833533] -> F: 0.42206059458663076
Punto[1.         0.48966152 0.47006985] -> F: 0.42056234915808005
Punto[1.         0.49144173 0.47180437] -> F: 0.4190236429914762
Punto[1.         0.49322194 0.47353889] -> F: 0.4174898500321911
Punto[1.         0.49500215 0.47527341] -> F: 0.41592300264459864
Punto[1.         0.49678236 0.47700793] -> F: 0.41434957857409693
Punto[1.         0.49856257 0.47874245] -> F: 0.41275952066318783
Punto[1.         0.50034279 0.48047697] -> F: 0.41114544329247593
Punto[1.         0.502123   0.48221149] -> F: 0.4095343713733025
Punto[1.         0.50390321 0.48394601] -> F: 0.4078784257113745
Punto[1.         0.50568342 0.48568053] -> F: 0.40622844495711835
Punto[1.         0.50746363 0.48741505] -> F: 0.4045499093985289
Punto[1.         0.50924384 0.48914957] -> F: 0.402857031094629
Punto[1.         0.51102405 0.49088409] -> F: 0.4011618118894473
Punto[1.         0.51280426 0.4926186 ] -> F: 0.3994243762135697
Punto[1.         0.51458448 0.49435312] -> F: 0.3974168807975627
Punto[1.         0.51636469 0.49608764] -> F: 0.3921884281463805
Punto[1.         0.5181449  0.49782216] -> F: 0.3877584819704204
Punto[1.         0.51992511 0.49955668] -> F: 0.3843050684326625
Punto[1.         0.52170532 0.5012912 ] -> F: 0.38073155241022805
