Punto[0.         0.41777443 0.43555676] -> F: 0.10524919421103665
Punto[1.         0.37805985 0.50123243] -> F: 0.4049682202654848
Punto[2.         0.27990396 0.57449427] -> F: 0.14996218582984933
Punto[1.         0.34883919 0.50502552] -> F: 0.40798887681681373
Punto[1.         0.37747544 0.50130829] -> F: 0.4062185335499813
Punto[1.         0.37690272 0.50138264] -> F: 0.40739962090301624
Punto[1.         0.37632999 0.50145698] -> F: 0.40830018167171356
Punto[1.         0.37575727 0.50153133] -> F: 0.40829730765776656
Punto[1.         0.37518454 0.50160567] -> F: 0.40829443463393267
Punto[1.         0.37461182 0.50168002] -> F: 0.4082915626002123
Punto[1.         0.37403909 0.50175436] -> F: 0.4082886915566048
Punto[1.         0.37346637 0.5018287 ] -> F: 0.40828582150311105
Punto[1.         0.37289364 0.50190305] -> F: 0.4082829524397302
Punto[1.         0.37232092 0.50197739] -> F: 0.4082800843664626
Punto[1.         0.37174819 0.50205174] -> F: 0.40827721728330824
Punto[1.         0.37117547 0.50212608] -> F: 0.40827435119026706
Punto[1.         0.37060274 0.50220043] -> F: 0.408271486087339
Punto[1.         0.37003002 0.50227477] -> F: 0.4082686219745241
Punto[1.         0.36945729 0.50234912] -> F: 0.40826575885182276
Punto[1.         0.36888457 0.50242346] -> F: 0.40826289671923466
Punto[1.         0.36831184 0.5024978 ] -> F: 0.4082600355767594
Punto[1.         0.36773912 0.50257215] -> F: 0.40825717542439754
Punto[1.         0.36716639 0.50264649] -> F: 0.4082543162621491
Punto[1.         0.36659367 0.50272084] -> F: 0.4082514580900137
Punto[1.         0.36602094 0.50279518] -> F: 0.4082486009079916
Punto[1.         0.36544822 0.50286953] -> F: 0.4082457447160827
Punto[1.         0.36487549 0.50294387] -> F: 0.4082428895142872
Punto[1.         0.36430277 0.50301822] -> F: 0.4082400353026045
Punto[1.         0.36373004 0.50309256] -> F: 0.4082371820810352
Punto[1.         0.36315732 0.5031669 ] -> F: 0.40823432984957925
Punto[1.         0.36258459 0.50324125] -> F: 0.40823147860823633
Punto[1.         0.36201187 0.50331559] -> F: 0.4082286283570068
Punto[1.         0.36143914 0.50338994] -> F: 0.40822577909589053
Punto[1.         0.36086642 0.50346428] -> F: 0.40822293082488736
Punto[1.         0.36029369 0.50353863] -> F: 0.4082200835439974
Punto[1.         0.35972097 0.50361297] -> F: 0.4082172372532208
Punto[1.         0.35914824 0.50368732] -> F: 0.4082143919525573
Punto[1.         0.35857552 0.50376166] -> F: 0.408211547642007
Punto[1.         0.35800279 0.50383601] -> F: 0.40820870432156986
Punto[1.         0.35743007 0.50391035] -> F: 0.40820586199124625
Punto[1.         0.35685734 0.50398469] -> F: 0.4082030206510358
Punto[1.         0.35628462 0.50405904] -> F: 0.40820018030093835
Punto[1.         0.35571189 0.50413338] -> F: 0.40819734094095417
Punto[1.         0.35513917 0.50420773] -> F: 0.40819450257108336
Punto[1.         0.35456644 0.50428207] -> F: 0.4081916651913257
Punto[1.         0.35399372 0.50435642] -> F: 0.4081888288016812
Punto[1.         0.35342099 0.50443076] -> F: 0.4081859934021499
Punto[1.         0.35284827 0.50450511] -> F: 0.4081831589927321
Punto[1.         0.35227554 0.50457945] -> F: 0.40818032557342726
Punto[1.         0.35170282 0.50465379] -> F: 0.40815650430550754
Punto[1.         0.35113009 0.50472814] -> F: 0.4081309634531159
Punto[1.         0.35055737 0.50480248] -> F: 0.40810543895987045
Punto[1.         0.34998464 0.50487683] -> F: 0.408079930825771
Punto[1.         0.34941192 0.50495117] -> F: 0.4080368312007486
