Punto[0.         0.61964228 0.50212291] -> F: 0.10699710052421582
Punto[1.         0.52452374 0.40075585] -> F: 0.33958022666073956
Punto[2.         0.53717677 0.45298128] -> F: 0.1011629069449419
Punto[1.         0.57840953 0.4775521 ] -> F: 0.3572035708817531
Punto[1.         0.52560146 0.40229177] -> F: 0.342358443130896
Punto[1.         0.52665762 0.40379698] -> F: 0.3461181491581473
Punto[1.         0.52771378 0.40530219] -> F: 0.35064853816342
Punto[1.         0.52876994 0.40680739] -> F: 0.3552268337248211
Punto[1.        0.5298261 0.4083126] -> F: 0.35872572562072036
Punto[1.         0.53088226 0.40981781] -> F: 0.36084420368231546
Punto[1.         0.53193842 0.41132301] -> F: 0.3629658712293917
Punto[1.         0.53299459 0.41282822] -> F: 0.3650907282619491
Punto[1.         0.53405075 0.41433343] -> F: 0.36721877477998804
Punto[1.         0.53510691 0.41583863] -> F: 0.36935348407828844
Punto[1.         0.53616307 0.41734384] -> F: 0.3715878217759573
Punto[1.         0.53721923 0.41884904] -> F: 0.37385303786641105
Punto[1.         0.53827539 0.42035425] -> F: 0.37600305453814703
Punto[1.         0.53933155 0.42185946] -> F: 0.3781562869095249
Punto[1.         0.54038772 0.42336466] -> F: 0.38031273498054485
Punto[1.         0.54144388 0.42486987] -> F: 0.3824723987512065
Punto[1.         0.54250004 0.42637508] -> F: 0.38463530703909377
Punto[1.         0.5435562  0.42788028] -> F: 0.38732076361039014
Punto[1.         0.54461236 0.42938549] -> F: 0.3910327987764011
Punto[1.         0.54566852 0.4308907 ] -> F: 0.3955990858900515
Punto[1.         0.54672468 0.4323959 ] -> F: 0.4002594641993312
Punto[1.         0.54778085 0.43390111] -> F: 0.40483776774283114
Punto[1.         0.54883701 0.43540632] -> F: 0.4071413925283075
Punto[1.         0.54989317 0.43691152] -> F: 0.4093447303105407
Punto[1.         0.55094933 0.43841673] -> F: 0.4092797400749361
Punto[1.         0.55200549 0.43992193] -> F: 0.4086519890176964
Punto[1.         0.55306165 0.44142714] -> F: 0.40802609549814123
Punto[1.         0.55411781 0.44293235] -> F: 0.4072200961496383
Punto[1.         0.55517398 0.44443755] -> F: 0.4063753851861955
Punto[1.         0.55623014 0.44594276] -> F: 0.40553236559347805
Punto[1.         0.5572863  0.44744797] -> F: 0.40463284047675163
Punto[1.         0.55834246 0.44895317] -> F: 0.4036949052944774
Punto[1.         0.55939862 0.45045838] -> F: 0.40275886181014514
Punto[1.         0.56045478 0.45196359] -> F: 0.40161933371957376
Punto[1.         0.56151094 0.45346879] -> F: 0.39867881807459604
Punto[1.        0.5625671 0.454974 ] -> F: 0.3963586182655437
Punto[1.         0.56362327 0.45647921] -> F: 0.3942594700566502
Punto[1.         0.56467943 0.45798441] -> F: 0.39215715817035524
Punto[1.         0.56573559 0.45948962] -> F: 0.38995247771799724
Punto[1.         0.56679175 0.46099482] -> F: 0.3876341945036941
Punto[1.         0.56784791 0.46250003] -> F: 0.3854898572651194
Punto[1.         0.56890407 0.46400524] -> F: 0.38336581243866785
Punto[1.         0.56996023 0.46551044] -> F: 0.38123857812673473
Punto[1.         0.5710164  0.46701565] -> F: 0.3791081543293205
Punto[1.         0.57207256 0.46852086] -> F: 0.37697454104642497
Punto[1.         0.57312872 0.47002606] -> F: 0.37483773827804806
Punto[1.         0.57418488 0.47153127] -> F: 0.372478361109242
Punto[1.         0.57524104 0.47303648] -> F: 0.3701356173541683
Punto[1.         0.5762972  0.47454168] -> F: 0.36535631722236045
Punto[1.         0.57735336 0.47604689] -> F: 0.3609658873901822
