Punto[0.         0.51638897 0.40784313] -> F: 0.12210247814225851
Punto[1.         0.49987441 0.48426664] -> F: 0.4139546398882958
Punto[2.         0.45051785 0.62961474] -> F: 0.06394515322553547
Punto[1.         0.48345341 0.51872894] -> F: 0.40031397455364426
Punto[1.         0.49954599 0.48495589] -> F: 0.4153447613878173
Punto[1.         0.49922413 0.48563135] -> F: 0.416716489314971
Punto[1.         0.49890228 0.48630681] -> F: 0.4180975310607821
Punto[1.         0.49858043 0.48698227] -> F: 0.41948788662524983
Punto[1.         0.49825858 0.48765773] -> F: 0.42088755600837463
Punto[1.         0.49793673 0.48833319] -> F: 0.42229653921015664
Punto[1.         0.49761488 0.48900865] -> F: 0.4237148362305958
Punto[1.         0.49729303 0.48968411] -> F: 0.4251424470696918
Punto[1.         0.49697117 0.49035957] -> F: 0.4264136057656283
Punto[1.         0.49664932 0.49103504] -> F: 0.42586522813354294
Punto[1.         0.49632747 0.4917105 ] -> F: 0.4253180104000997
Punto[1.         0.49600562 0.49238596] -> F: 0.42475227198955845
Punto[1.         0.49568377 0.49306142] -> F: 0.4241498583609268
Punto[1.         0.49536192 0.49373688] -> F: 0.42355052847022595
Punto[1.         0.49504007 0.49441234] -> F: 0.42295428231745613
Punto[1.         0.49471821 0.4950878 ] -> F: 0.42236111990261704
Punto[1.         0.49439636 0.49576326] -> F: 0.42177104122570885
Punto[1.         0.49407451 0.49643872] -> F: 0.4211840462867318
Punto[1.         0.49375266 0.49711418] -> F: 0.42060013508568544
Punto[1.         0.49343081 0.49778965] -> F: 0.42001930762256995
Punto[1.         0.49310896 0.49846511] -> F: 0.41944156389738546
Punto[1.         0.49278711 0.49914057] -> F: 0.41886690391013176
Punto[1.         0.49246525 0.49981603] -> F: 0.41824217292628335
Punto[1.         0.4921434  0.50049149] -> F: 0.41751276152126865
Punto[1.         0.49182155 0.50116695] -> F: 0.41680146173307275
Punto[1.         0.4914997  0.50184241] -> F: 0.41610827356169544
Punto[1.         0.49117785 0.50251787] -> F: 0.4154331970071366
Punto[1.         0.490856   0.50319333] -> F: 0.4147762320693964
Punto[1.         0.49053415 0.50386879] -> F: 0.4141373787484749
Punto[1.         0.49021229 0.50454426] -> F: 0.41351663704437164
Punto[1.         0.48989044 0.50521972] -> F: 0.4129139540960844
Punto[1.         0.48956859 0.50589518] -> F: 0.41231886221029695
Punto[1.         0.48924674 0.50657064] -> F: 0.41172352157427416
Punto[1.         0.48892489 0.5072461 ] -> F: 0.4111279321880157
Punto[1.         0.48860304 0.50792156] -> F: 0.41053209405152175
Punto[1.         0.48828119 0.50859702] -> F: 0.40986809757437087
Punto[1.         0.48795933 0.50927248] -> F: 0.40919505540009254
Punto[1.         0.48763748 0.50994794] -> F: 0.4085294269558587
Punto[1.         0.48731563 0.5106234 ] -> F: 0.40787121224166945
Punto[1.         0.48699378 0.51129887] -> F: 0.40722041125752456
Punto[1.         0.48667193 0.51197433] -> F: 0.40657702400342427
Punto[1.         0.48635008 0.51264979] -> F: 0.4059410504793682
Punto[1.         0.48602823 0.51332525] -> F: 0.40531249068535674
Punto[1.         0.48570637 0.51400071] -> F: 0.40469134462138967
Punto[1.         0.48538452 0.51467617] -> F: 0.404077612287467
Punto[1.         0.48506267 0.51535163] -> F: 0.40347129368358886
Punto[1.         0.48474082 0.51602709] -> F: 0.4028723888097553
Punto[1.         0.48441897 0.51670255] -> F: 0.4022789832743612
Punto[1.         0.48409712 0.51737801] -> F: 0.40168567442083053
Punto[1.         0.48377527 0.51805348] -> F: 0.4010579991482145
