Punto[0.         0.47250467 0.33098113] -> F: 0.2075712996918007
Punto[1.         0.43181993 0.43380133] -> F: 0.3385867428656492
Punto[2.         0.34828391 0.59958626] -> F: 0.07050304282361042
Punto[1.         0.41039429 0.4652837 ] -> F: 0.3125988459706192
Punto[1.         0.43139142 0.43443098] -> F: 0.33866769238531264
Punto[1.         0.43097148 0.43504803] -> F: 0.3387470344164427
Punto[1.         0.43055153 0.43566509] -> F: 0.33880798746299706
Punto[1.         0.43013159 0.43628214] -> F: 0.3388165400558506
Punto[1.         0.42971165 0.43689919] -> F: 0.3382612668915275
Punto[1.         0.42929171 0.43751625] -> F: 0.33770647838749374
Punto[1.         0.42887176 0.4381333 ] -> F: 0.33715217454374935
Punto[1.         0.42845182 0.43875036] -> F: 0.3365983553602943
Punto[1.         0.42803188 0.43936741] -> F: 0.33604502083712856
Punto[1.         0.42761193 0.43998447] -> F: 0.33549217097425216
Punto[1.         0.42719199 0.44060152] -> F: 0.334939805771665
Punto[1.         0.42677205 0.44121858] -> F: 0.33438257410877653
Punto[1.         0.42635211 0.44183563] -> F: 0.3338247415458042
Punto[1.         0.42593216 0.44245268] -> F: 0.3332674050380157
Punto[1.         0.42551222 0.44306974] -> F: 0.33271056458541104
Punto[1.         0.42509228 0.44368679] -> F: 0.3321542201879902
Punto[1.         0.42467234 0.44430385] -> F: 0.33159837184575314
Punto[1.         0.42425239 0.4449209 ] -> F: 0.3310430195587
Punto[1.         0.42383245 0.44553796] -> F: 0.33048816332683056
Punto[1.         0.42341251 0.44615501] -> F: 0.3299338031501451
Punto[1.         0.42299257 0.44677206] -> F: 0.3293799390286433
Punto[1.         0.42257262 0.44738912] -> F: 0.32882009854657873
Punto[1.         0.42215268 0.44800617] -> F: 0.32826069158097654
Punto[1.         0.42173274 0.44862323] -> F: 0.3277017924826787
Punto[1.         0.4213128  0.44924028] -> F: 0.3271434012516851
Punto[1.         0.42089285 0.44985734] -> F: 0.3265855178879959
Punto[1.         0.42047291 0.45047439] -> F: 0.326028142391611
Punto[1.         0.42005297 0.45109145] -> F: 0.3254712747625303
Punto[1.         0.41963303 0.4517085 ] -> F: 0.3249149150007539
Punto[1.         0.41921308 0.45232555] -> F: 0.3243590631062818
Punto[1.         0.41879314 0.45294261] -> F: 0.323802666161846
Punto[1.         0.4183732  0.45355966] -> F: 0.3232411677935969
Punto[1.         0.41795326 0.45417672] -> F: 0.32268018956986083
Punto[1.         0.41753331 0.45479377] -> F: 0.3221197314906377
Punto[1.         0.41711337 0.45541083] -> F: 0.3215597935559277
Punto[1.         0.41669343 0.45602788] -> F: 0.32100037576573065
Punto[1.         0.41627349 0.45664493] -> F: 0.32044147812004653
Punto[1.         0.41585354 0.45726199] -> F: 0.3198831006188755
Punto[1.         0.4154336  0.45787904] -> F: 0.3193252432622174
Punto[1.         0.41501366 0.4584961 ] -> F: 0.3187679060500723
Punto[1.         0.41459372 0.45911315] -> F: 0.31820892370820497
Punto[1.         0.41417377 0.45973021] -> F: 0.31764583098367155
Punto[1.         0.41375383 0.46034726] -> F: 0.3170832711995607
Punto[1.         0.41333389 0.46096432] -> F: 0.3165212443558725
Punto[1.         0.41291395 0.46158137] -> F: 0.315959750452607
Punto[1.         0.412494   0.46219842] -> F: 0.31539878948976396
Punto[1.         0.41207406 0.46281548] -> F: 0.3148383614673437
Punto[1.         0.41165412 0.46343253] -> F: 0.31427846638534596
Punto[1.         0.41123418 0.46404959] -> F: 0.313719104243771
Punto[1.         0.41081423 0.46466664] -> F: 0.31316027504261856
