Punto[0.         0.63317033 0.55402258] -> F: 0.14165249453738693
Punto[1.         0.48359732 0.62506746] -> F: 0.3453730856395856
Punto[2.         0.47622331 0.53116806] -> F: 0.09345202081120398
Punto[1.         0.55469682 0.54259532] -> F: 0.35330526117481637
Punto[1.         0.48501931 0.62341802] -> F: 0.3508150563842908
Punto[1.         0.48641286 0.62180156] -> F: 0.3553081871604129
Punto[1.         0.48780641 0.62018511] -> F: 0.3599501469195419
Punto[1.         0.48919996 0.61856865] -> F: 0.3644749796814645
Punto[1.         0.49059351 0.6169522 ] -> F: 0.36876666050208906
Punto[1.         0.49198706 0.61533575] -> F: 0.3730983069677693
Punto[1.         0.49338061 0.61371929] -> F: 0.37746991907850497
Punto[1.         0.49477416 0.61210284] -> F: 0.3816485816903609
Punto[1.         0.49616771 0.61048638] -> F: 0.3858121279791592
Punto[1.         0.49756126 0.60886993] -> F: 0.39000789404458175
Punto[1.         0.49895481 0.60725348] -> F: 0.3941240590088937
Punto[1.         0.50034836 0.60563702] -> F: 0.398145560863302
Punto[1.         0.50174191 0.60402057] -> F: 0.40219397529323364
Punto[1.         0.50313546 0.60240411] -> F: 0.40616938634129174
Punto[1.         0.50452901 0.60078766] -> F: 0.4100645800540373
Punto[1.         0.50592256 0.59917121] -> F: 0.41398279229828394
Punto[1.         0.50731611 0.59755475] -> F: 0.4138854198281233
Punto[1.         0.50870966 0.5959383 ] -> F: 0.4119840166588544
Punto[1.         0.51010321 0.59432185] -> F: 0.4100902223237259
Punto[1.         0.51149676 0.59270539] -> F: 0.40820403682273726
Punto[1.         0.51289031 0.59108894] -> F: 0.406325460155889
Punto[1.         0.51428386 0.58947248] -> F: 0.4044530766696404
Punto[1.         0.51567741 0.58785603] -> F: 0.4025819418059334
Punto[1.         0.51707096 0.58623958] -> F: 0.400718479591371
Punto[1.         0.51846451 0.58462312] -> F: 0.39886269002595315
Punto[1.         0.51985806 0.58300667] -> F: 0.3970145731096797
Punto[1.         0.52125161 0.58139021] -> F: 0.3951741288425508
Punto[1.         0.52264517 0.57977376] -> F: 0.3933413572245664
Punto[1.         0.52403872 0.57815731] -> F: 0.39151625825572667
Punto[1.         0.52543227 0.57654085] -> F: 0.3896988319360314
Punto[1.         0.52682582 0.5749244 ] -> F: 0.3878890782654807
Punto[1.         0.52821937 0.57330795] -> F: 0.38608699724407447
Punto[1.         0.52961292 0.57169149] -> F: 0.3842925888718127
Punto[1.         0.53100647 0.57007504] -> F: 0.3825058531486955
Punto[1.         0.53240002 0.56845858] -> F: 0.3807267900747229
Punto[1.         0.53379357 0.56684213] -> F: 0.3789553996498948
Punto[1.         0.53518712 0.56522568] -> F: 0.37719168187421115
Punto[1.         0.53658067 0.56360922] -> F: 0.37543563674767216
Punto[1.         0.53797422 0.56199277] -> F: 0.3736872642702776
Punto[1.         0.53936777 0.56037631] -> F: 0.37194656444202756
Punto[1.         0.54076132 0.55875986] -> F: 0.37021353726292217
Punto[1.         0.54215487 0.55714341] -> F: 0.3684881827329612
Punto[1.         0.54354842 0.55552695] -> F: 0.3667705008521448
Punto[1.         0.54494197 0.5539105 ] -> F: 0.3650604916204728
Punto[1.         0.54633552 0.55229404] -> F: 0.3633581550379455
Punto[1.         0.54772907 0.55067759] -> F: 0.3616634911045626
Punto[1.         0.54912262 0.54906114] -> F: 0.35997649982032437
Punto[1.         0.55051617 0.54744468] -> F: 0.35829718118523046
Punto[1.         0.55190972 0.54582823] -> F: 0.35662553519928125
Punto[1.         0.55330327 0.54421178] -> F: 0.35496156186247657
