file,seed,n_per_z,nz,nd,n_muestras,n_candidatos,best_f,best_cp,best_u,best_index
oertel_seed-5701_nperz-10_nz-100_nd-100_nmuestras-50.json,5701,10,100,100,50,54,0.46295481321961374,"[1.0, 0.5138983669989943, 0.45624812391017266]","[0.24868988716485485, 0.8178018111119209, -0.5189928108981798]",30
oertel_seed-5702_nperz-10_nz-100_nd-100_nmuestras-50.json,5702,10,100,100,50,54,0.41100254815931475,"[1.0, 0.46154725505600325, 0.5196015182428342]","[0.3971478906347807, -0.3644843137107057, -0.8422735529643444]",17
oertel_seed-5703_nperz-10_nz-100_nd-100_nmuestras-50.json,5703,10,100,100,50,54,0.4600999046941527,"[1.0, 0.5233317264365694, 0.4452882633479852]","[0.3971478906347807, 0.9136815981695086, -0.08636833986338395]",23
oertel_seed-5704_nperz-10_nz-100_nd-100_nmuestras-50.json,5704,10,100,100,50,54,0.4525852630472791,"[1.0, 0.5309481581926343, 0.44787435304292567]","[0.3681245526846781, 0.5226119078355522, 0.7690000698954389]",19
oertel_seed-5705_nperz-10_nz-100_nd-100_nmuestras-50.json,5705,10,100,100,50,54,0.44535169144104014,"[1.0, 0.4353022782536276, 0.46089938373483696]","[-0.33873792024529137, -0.8948307863707109, 0.29074814728742415]",26
oertel_seed-5706_nperz-10_nz-100_nd-100_nmuestras-50.json,5706,10,100,100,50,54,0.43342408544066613,"[1.0, 0.4715149008788237, 0.5144435667254424]","[-0.5090414157503713, -0.6086365241467429, 0.608636524146743]",1
oertel_seed-5707_nperz-10_nz-100_nd-100_nmuestras-50.json,5707,10,100,100,50,54,0.44815546816369245,"[1.0, 0.4145154375568997, 0.5076011456100107]","[0.24868988716485474, -0.7265449510202493, 0.6405355370070542]",33
oertel_seed-5708_nperz-10_nz-100_nd-100_nmuestras-50.json,5708,10,100,100,50,54,0.4640275322807234,"[1.0, 0.49632091380755317, 0.5088401856216264]","[-0.24868988716485474, -0.9666718835119211, -0.06081783989461139]",45
oertel_seed-5709_nperz-10_nz-100_nd-100_nmuestras-50.json,5709,10,100,100,50,54,0.40997623317059717,"[1.0, 0.4518903577305026, 0.5031174527182366]","[-0.9995065603657316, -0.01156307163512217, -0.029204985194744612]",13
oertel_seed-5710_nperz-10_nz-100_nd-100_nmuestras-50.json,5710,10,100,100,50,54,0.4521190900289885,"[1.0, 0.5345758162408412, 0.48533820305859987]","[0.3387379202452915, 0.9035218614016095, 0.2624973663815799]",26
oertel_seed-5711_nperz-10_nz-100_nd-100_nmuestras-50.json,5711,10,100,100,50,54,0.45419717437628254,"[1.0, 0.5557577525205101, 0.5085686656065919]","[0.5358267949789969, 0.38331685684271455, -0.7523016901767255]",32
oertel_seed-5712_nperz-10_nz-100_nd-100_nmuestras-50.json,5712,10,100,100,50,54,0.3979515364110193,"[1.0, 0.4797331869293757, 0.4603094230605324]","[0.9995065603657316, -0.001972297881325773, 0.03134877712019301]",26
oertel_seed-5713_nperz-10_nz-100_nd-100_nmuestras-50.json,5713,10,100,100,50,54,0.4516552791102631,"[1.0, 0.4960678590482568, 0.46707597538750006]","[0.48175367410171543, 0.6752059017066832, -0.5585789002369881]",1
oertel_seed-5714_nperz-10_nz-100_nd-100_nmuestras-50.json,5714,10,100,100,50,54,0.42715926571107943,"[1.0, 0.4707638032786001, 0.5505410844664308]","[0.9995065603657316, -0.027987191268321308, 0.014260186211077972]",23
oertel_seed-5715_nperz-10_nz-100_nd-100_nmuestras-50.json,5715,10,100,100,50,54,0.4655339923701171,"[1.0, 0.5528762033289988, 0.5094447403956568]","[0.9995065603657316, 0.016830726364690903, 0.026520981050879647]",8
oertel_seed-5716_nperz-10_nz-100_nd-100_nmuestras-50.json,5716,10,100,100,50,54,0.44967183328409843,"[1.0, 0.5799079970094576, 0.4719138937408052]","[0.1564344650402308, -0.6295762426904155, -0.7610269461637978]",36
oertel_seed-5717_nperz-10_nz-100_nd-100_nmuestras-50.json,5717,10,100,100,50,54,0.44971010221045343,"[1.0, 0.4808215332572373, 0.5035855514215146]","[0.30901699437494745, -0.4581749710035682, 0.8334171783286886]",25
oertel_seed-5718_nperz-10_nz-100_nd-100_nmuestras-50.json,5718,10,100,100,50,54,0.43226111653126326,"[1.0, 0.49530632682973685, 0.49945003322512216]","[-0.24868988716485485, -0.49304894361288837, 0.8337002334317453]",26
oertel_seed-5719_nperz-10_nz-100_nd-100_nmuestras-50.json,5719,10,100,100,50,54,0.41615242079051906,"[1.0, 0.4522875414945374, 0.49491107253452316]","[0.3971478906347807, -0.0863683398633839, -0.9136815981695086]",15
oertel_seed-5720_nperz-10_nz-100_nd-100_nmuestras-50.json,5720,10,100,100,50,54,0.44200529938315225,"[1.0, 0.47283563988161537, 0.5363810769907527]","[-0.4539904997395467, 0.8556279390750501, 0.24858289567148206]",24
oertel_seed-5721_nperz-10_nz-100_nd-100_nmuestras-50.json,5721,10,100,100,50,54,0.4321026689235332,"[1.0, 0.44366849051195345, 0.4922365855045542]","[0.3387379202452915, 0.08854470220010889, 0.9367051067973253]",8
oertel_seed-5722_nperz-10_nz-100_nd-100_nmuestras-50.json,5722,10,100,100,50,54,0.421961325350587,"[1.0, 0.5422724127118299, 0.49890611753903724]","[-0.5358267949789969, 0.3353230546171654, 0.7748858592236341]",19
oertel_seed-5723_nperz-10_nz-100_nd-100_nmuestras-50.json,5723,10,100,100,50,54,0.35898530640847354,"[1.0, 0.49477905101662384, 0.5138556899591029]","[0.99556196460308, 0.07436015547484602, 0.057679649040301775]",4
